browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s,Chrome,111.0.0.0,Windows,en-US,2023-03-16_23:56:21,2023-03-16_16:56:21,2023-03-14_19:02:32,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=YQo6tjUL5s0BqNj,460.359
Chrome,111.0.0.0,Windows,en-US,2023-03-16_23:56:21,2023-03-16_16:56:21,2023-03-14_19:02:32,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=YQo6tjUL5s0BqNj,460.359

rowNo,type,stim1,stimFormat,key,label,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct
69,test,I,word,m,2t19-1,800,m,,2000,800,48,16.66,262477,m,428,1
70,test,Q,word,,2t20-1,800,m,,2000,799,48,16.65,265259,timeout,1994,
71,test,H,word,,2t21-1,800,m,,2000,800,48,16.66,268058,timeout,1995,
72,test,Q,word,m,2t22-1,800,m,,2000,800,48,16.66,269421,m,560,1
74,test,D,word,,2t1-2,800,m,,2000,800,48,16.66,282067,timeout,1995,
75,test,S,word,,2t2-2,800,m,,2000,800,48,16.66,284863,timeout,1994,
76,test,C,word,,2t3-2,800,m,,2000,800,48,16.67,287663,timeout,1995,
77,test,S,word,m,2t4-2,800,m,,2000,800,48,16.66,288976,m,509,1
78,test,E,word,,2t5-2,800,m,,2000,799,48,16.65,291761,timeout,1994,
79,test,F,word,,2t6-2,800,m,,2000,800,48,16.66,294560,timeout,1995,
80,test,G,word,,2t7-2,800,m,,2000,800,48,16.66,297358,timeout,1994,
81,test,H,word,,2t8-2,800,m,,2000,800,48,16.66,300156,timeout,1994,
82,test,I,word,,2t9-2,800,m,,2000,799,48,16.65,302954,timeout,1994,
83,test,H,word,m,2t10-2,800,m,,2000,800,48,16.66,304221,m,463,1
84,test,K,word,,2t11-2,800,m,,2000,800,48,16.66,307002,timeout,1994,
85,test,H,word,m,2t12-2,800,m,,2000,799,48,16.65,309801,timeout,1994,0
86,test,K,word,m,2t13-2,800,m,,2000,799,48,16.65,311049,m,445,1
87,test,N,word,,2t14-2,800,m,,2000,799,48,16.65,313832,timeout,1995,
88,test,O,word,,2t15-2,800,m,,2000,799,48,16.65,316631,timeout,1994,
89,test,N,word,m,2t16-2,800,m,,2000,800,48,16.67,317876,m,439,1
90,test,Q,word,,2t17-2,800,m,,2000,800,48,16.66,320662,timeout,1995,
91,test,R,word,,2t18-2,800,m,,2000,800,48,16.66,323460,timeout,1994,
92,test,S,word,,2t19-2,800,m,,2000,800,48,16.66,326259,timeout,1995,
93,test,T,word,,2t20-2,800,m,,2000,799,48,16.65,329057,timeout,1995,
94,test,U,word,,2t21-2,800,m,,2000,799,48,16.65,331856,timeout,1994,
95,test,T,word,m,2t22-2,800,m,,2000,800,48,16.66,333006,m,347,1
97,test,C,word,,3t1-1,800,m,,2000,800,48,16.67,340417,timeout,1994,
98,test,W,word,,3t2-1,800,m,,2000,799,48,16.65,343215,timeout,1993,
99,test,J,word,,3t3-1,800,m,,2000,799,48,16.66,346014,timeout,1995,
100,test,D,word,,3t4-1,800,m,,2000,800,48,16.66,348813,timeout,1995,
101,test,E,word,,3t5-1,800,m,,2000,799,48,16.65,351611,timeout,1994,
102,test,J,word,m,3t6-1,800,m,,2000,799,48,16.65,353065,m,643,1
103,test,D,word,m,3t7-1,800,m,,2000,799,48,16.66,355859,timeout,1994,0
104,test,H,word,,3t8-1,800,m,,2000,800,48,16.66,358657,timeout,1994,
105,test,I,word,,3t9-1,800,m,,2000,800,48,16.66,361456,timeout,1994,
106,test,J,word,,3t10-1,800,m,,2000,800,48,16.67,364254,timeout,1994,
107,test,K,word,,3t11-1,800,m,,2000,800,48,16.66,367053,timeout,1996,
108,test,I,word,m,3t12-1,800,m,,2000,800,48,16.68,368235,m,379,1
109,test,M,word,,3t13-1,800,m,,2000,799,48,16.66,371017,timeout,1995,
110,test,K,word,m,3t14-1,800,m,,2000,800,48,16.66,373816,timeout,1995,0
111,test,O,word,,3t15-1,800,m,,2000,800,48,16.66,376614,timeout,1995,
112,test,M,word,m,3t16-1,800,m,,2000,799,48,16.64,377929,m,512,1
113,test,K,word,m,3t17-1,800,m,,2000,800,48,16.66,380712,timeout,1995,0
114,test,R,word,,3t18-1,800,m,,2000,800,48,16.66,383510,timeout,1995,
115,test,S,word,,3t19-1,800,m,,2000,799,48,16.65,386309,timeout,1995,
116,test,E,word,,3t20-1,800,m,,2000,800,48,16.67,389107,timeout,1994,
117,test,U,word,,3t21-1,800,m,,2000,800,48,16.66,391905,timeout,1995,
118,test,V,word,,3t22-1,800,m,,2000,800,48,16.67,394704,timeout,1994,
119,test,W,word,,3t23-1,800,m,,2000,800,48,16.66,397503,timeout,1995,
121,test,M,word,,3t1-2,800,m,,2000,799,48,16.66,402067,timeout,1996,
122,test,S,word,,3t2-2,800,m,,2000,800,48,16.66,404865,timeout,1995,
123,test,K,word,,3t3-2,800,m,,2000,800,48,16.66,407664,timeout,1995,
124,test,D,word,,3t4-2,800,m,,2000,799,48,16.65,410462,timeout,1995,
125,test,S,word,m,3t5-2,800,m,,2000,799,48,16.65,412569,m,1303,1
126,test,F,word,,3t6-2,800,m,,2000,800,48,16.66,415360,timeout,1994,
127,test,G,word,,3t7-2,800,m,,2000,800,48,16.66,418158,timeout,1994,
128,test,S,word,m,3t8-2,800,m,,2000,800,48,16.66,420957,timeout,1994,0
129,test,F,word,m,3t9-2,800,m,,2000,800,48,16.66,422142,m,382,1
130,test,G,word,m,3t10-2,800,m,,2000,800,48,16.67,424938,timeout,1993,0
131,test,K,word,,3t11-2,800,m,,2000,799,48,16.64,427736,timeout,1995,
132,test,L,word,,3t12-2,800,m,,2000,800,48,16.66,430534,timeout,1995,
133,test,M,word,,3t13-2,800,m,,2000,799,48,16.65,433333,timeout,1993,
134,test,K,word,m,3t14-2,800,m,,2000,800,48,16.67,434703,m,566,1
135,test,O,word,,3t15-2,800,m,,2000,800,48,16.66,437498,timeout,1995,
136,test,Z,word,,3t16-2,800,m,,2000,800,48,16.66,440296,timeout,1995,
137,test,Q,word,,3t17-2,800,m,,2000,800,48,16.66,443094,timeout,1995,
138,test,R,word,,3t18-2,800,m,,2000,800,48,16.66,445893,timeout,1995,
139,test,S,word,,3t19-2,800,m,,2000,800,48,16.67,448691,timeout,1995,
140,test,Q,word,m,3t20-2,800,m,,2000,799,48,16.65,449975,m,473,1
141,test,U,word,,3t21-2,800,m,,2000,800,48,16.66,452772,timeout,1997,
142,test,V,word,,3t22-2,800,m,,2000,799,48,16.65,455571,timeout,1992,
143,test,W,word,,3t23-2,800,m,,2000,799,48,16.64,458369,timeout,1990,
