browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"113.0",Windows,en-US,2023-05-30_16:59:31,2023-05-30_18:59:31,2023-05-30_16:29:51,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=U1mHxVn0sLpjXI6,5074.455

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"47",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",434530,timeout,2987,"0"
"48",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",437529,timeout,2989,"0"
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,254;1000,"15","16.66",437782,m,247,"1"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000",60;60,"16.66",443528,timeout,2994,"0"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,800;1000,"47","16.66",444327,m,793,"1"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",506800,timeout,1472,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",509800,timeout,2987,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",512800,timeout,2992,"0"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",515798,timeout,2985,"0"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",518799,timeout,2992,"0"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",521797,timeout,2991,"0"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",523483,m,1679,"1"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",527796,timeout,2992,"0"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",530796,timeout,2992,"0"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",533795,timeout,2991,"0"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",536795,timeout,2989,"0"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"",444;1000,"26","16.66",537236,m,431,"1"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",542794,timeout,2993,"0"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","1000","59","16.95",545794,timeout,2955,"0"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",548793,timeout,2991,"0"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",551793,timeout,2978,"0"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",716047,timeout,1476,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",719046,timeout,2992,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",722046,timeout,2994,"0"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",725045,timeout,2994,"0"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",728045,timeout,2992,"0"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",731044,timeout,2993,"0"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",734044,timeout,2994,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"",863;1000,"51","16.66",734906,m,857,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",740043,timeout,2993,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",743043,timeout,2977,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",746042,timeout,2979,"0"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",556;1000,"33","16.66",746597,m,551,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",651;1000,60;39,"16.66",749692,m,647,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",755039,timeout,2987,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",758039,timeout,2994,"0"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",761039,timeout,2993,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"",392;1000,"23","16.66",761430,m,386,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",767038,timeout,2993,"0"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",770038,timeout,2991,"0"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",773037,timeout,2989,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",776038,timeout,2998,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",779035,timeout,2993,"0"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"",806;1000,"48","16.66",779841,m,800,"1"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",4468623,timeout,1357,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",4471622,timeout,2985,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4474621,timeout,2989,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4477621,timeout,2991,"0"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"",913;1000,"54","16.66",4478534,m,907,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",4483620,timeout,2992,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4486620,timeout,2990,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4487841,m,1208,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4492619,timeout,2993,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",502;1000,"30","16.66",4493120,m,495,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",4498617,timeout,2994,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4501617,timeout,2993,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4504617,timeout,2994,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4507616,timeout,2994,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4510615,timeout,2989,"0"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",531;1000,"31","16.66",4511146,m,524,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",4516614,timeout,2994,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4519614,timeout,2994,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4522613,timeout,2994,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4525613,timeout,2993,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4528614,timeout,2992,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4531612,timeout,2984,"0"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"",538;1000,"32","16.66",4532149,m,523,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",4858190,timeout,1343,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1000",60;59,"16.80",4861187,timeout,2967,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4864187,timeout,2982,"0"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",4867187,timeout,2991,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","1000","59","16.95",4870186,timeout,2965,"0"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"",316;1000,"18","16.66",4870501,m,307,"1"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"",504;1000,60;30,"16.66",4873689,m,496,"1"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"",321;1000,60;19,"16.66",4876505,m,312,"1"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"",289;1000,60;17,"16.66",4879473,m,282,"1"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"",275;1000,60;16,"16.66",4882458,m,264,"1"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"",380;1000,60;22,"16.66",4885563,m,363,"1"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"",630;1000,60;37,"16.66",4888812,m,619,"1"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"",545;1000,60;32,"16.66",4891727,m,532,"1"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"",304;1000,60;18,"16.66",4894485,m,292,"1"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"",375;1000,60;22,"16.66",4897556,m,368,"1"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"",308;1000,60;18,"16.66",4900485,m,296,"1"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"",297;1000,60;17,"16.66",4903477,m,284,"1"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"",325;1000,60;19,"16.66",4906503,m,312,"1"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"",291;1000,60;17,"16.66",4909470,m,286,"1"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"",301;1000,60;18,"16.66",4912479,m,293,"1"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"",616;1000,60;36,"16.66",4915793,m,610,"1"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"",630;1000,60;37,"16.66",4918807,m,624,"1"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"",467;1000,60;27,"16.66",4921643,m,456,"1"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"",409;1000,60;24,"16.66",4924584,m,396,"1"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",5007663,timeout,1466,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",5010662,timeout,2984,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",5013661,timeout,2990,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",5016660,timeout,2982,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",5019660,timeout,2987,"0"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"",349;1000,"20","16.66",5020008,m,338,"1"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"",340;1000,60;20,"16.66",5022999,m,331,"1"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"",525;1000,60;31,"16.66",5026183,m,514,"1"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",5029712,m,1044,"1"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",5033307,m,1638,"1"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",5036434,m,1764,"1"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"",339;1000,"20","16.66",5037995,m,323,"1"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"",331;1000,60;19,"16.66",5040986,m,321,"1"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"",339;1000,60;20,"16.66",5043994,m,329,"1"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"",325;1000,60;19,"16.66",5046979,m,310,"1"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",5051028,m,1358,"1"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"",543;1000,"32","16.66",5053196,m,534,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"",308;1000,60;18,"16.66",5055961,m,299,"1"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"",313;1000,60;18,"16.66",5058965,m,304,"1"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"",346;1000,60;20,"16.66",5061998,m,339,"1"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"",346;1000,59;20,"16.80",5064997,m,336,"1"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"",323;1000,60;19,"16.66",5067974,m,316,"1"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"",374;1000,60;22,"16.66",5071024,m,357,"1"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"",410;1000,59;24,"16.80",5074060,m,395,"1"
