browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,111.0.0.0,Windows,en-US,2023-03-17_00:20:00,2023-03-16_17:20:00,2023-03-14_19:02:32,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=7At7zYqE7N2zTq3,478.484

rowNo,type,stim1,stimFormat,key,label,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct
"104",test,H,word,"",3t8-1,"800",m,"","2000",800,48,"16.66",372379,timeout,1994,""
"105",test,I,word,"",3t9-1,"800",m,"","2000",800,48,"16.66",375178,timeout,1994,""
"106",test,J,word,"",3t10-1,"800",m,"","2000",800,48,"16.67",377977,timeout,1995,""
"107",test,K,word,"",3t11-1,"800",m,"","2000",799,48,"16.65",380775,timeout,1995,""
"108",test,I,word,m,3t12-1,"800",m,"","2000",799,48,"16.66",382244,m,666,"1"
"109",test,M,word,"",3t13-1,"800",m,"","2000",800,48,"16.66",385039,timeout,1994,""
"110",test,K,word,m,3t14-1,"800",m,"","2000",800,48,"16.66",387838,timeout,1995,"0"
"111",test,O,word,"",3t15-1,"800",m,"","2000",800,48,"16.66",390636,timeout,1995,""
"112",test,M,word,m,3t16-1,"800",m,"","2000",800,48,"16.66",391798,m,358,"1"
"113",test,K,word,m,3t17-1,"800",m,"","2000",799,48,"16.66",394584,timeout,1995,"0"
"114",test,R,word,"",3t18-1,"800",m,"","2000",799,48,"16.66",397382,timeout,1994,""
"115",test,S,word,"",3t19-1,"800",m,"","2000",800,48,"16.67",400181,timeout,1995,""
"116",test,E,word,"",3t20-1,"800",m,"","2000",800,48,"16.67",402980,timeout,1995,""
"117",test,U,word,"",3t21-1,"800",m,"","2000",799,48,"16.65",405778,timeout,1995,""
"118",test,V,word,"",3t22-1,"800",m,"","2000",800,48,"16.66",408577,timeout,1994,""
"119",test,W,word,"",3t23-1,"800",m,"","2000",799,48,"16.65",411375,timeout,1992,""
"121",test,M,word,"",3t1-2,"800",m,"","2000",800,48,"16.66",420385,timeout,1997,""
"122",test,S,word,"",3t2-2,"800",m,"","2000",800,48,"16.66",423185,timeout,1994,""
"123",test,K,word,"",3t3-2,"800",m,"","2000",800,48,"16.66",425983,timeout,1995,""
"124",test,D,word,"",3t4-2,"800",m,"","2000",799,48,"16.65",428780,timeout,1993,""
"125",test,S,word,m,3t5-2,"800",m,"","2000",800,48,"16.67",430169,m,584,"1"
"126",test,F,word,"",3t6-2,"800",m,"","2000",799,48,"16.65",432963,timeout,1998,""
"127",test,G,word,"",3t7-2,"800",m,"","2000",799,48,"16.65",435760,timeout,1994,""
"128",test,S,word,m,3t8-2,"800",m,"","2000",800,48,"16.68",438560,timeout,1994,"0"
"129",test,F,word,m,3t9-2,"800",m,"","2000",800,48,"16.66",440080,m,715,"1"
"130",test,G,word,m,3t10-2,"800",m,"","2000",799,48,"16.65",442874,timeout,1994,"0"
"131",test,K,word,"",3t11-2,"800",m,"","2000",799,48,"16.66",445673,timeout,1995,""
"132",test,L,word,"",3t12-2,"800",m,"","2000",800,48,"16.66",448471,timeout,1992,""
"133",test,M,word,"",3t13-2,"800",m,"","2000",800,48,"16.67",451269,timeout,1994,""
"134",test,K,word,m,3t14-2,"800",m,"","2000",800,48,"16.66",452720,m,646,"1"
"135",test,O,word,"",3t15-2,"800",m,"","2000",800,48,"16.67",455517,timeout,1993,""
"136",test,Z,word,"",3t16-2,"800",m,"","2000",800,48,"16.66",458316,timeout,1994,""
"137",test,Q,word,"",3t17-2,"800",m,"","2000",799,48,"16.65",461114,timeout,1995,""
"138",test,R,word,"",3t18-2,"800",m,"","2000",799,48,"16.66",463912,timeout,1994,""
"139",test,S,word,"",3t19-2,"800",m,"","2000",800,48,"16.66",466711,timeout,1994,""
"140",test,Q,word,m,3t20-2,"800",m,"","2000",800,48,"16.66",468097,m,582,"1"
"141",test,U,word,"",3t21-2,"800",m,"","2000",800,48,"16.66",470892,timeout,1994,""
"142",test,V,word,"",3t22-2,"800",m,"","2000",800,48,"16.66",473691,timeout,1994,""
"143",test,W,word,"",3t23-2,"800",m,"","2000",800,48,"16.66",476489,timeout,1995,""
