browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"112.0",MacOS,en-CA,2023-05-03_21:08:20,2023-05-03_17:08:20,2023-05-02_19:29:10,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=EgzjcmzC6BLoKRK,714.77

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"18",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!,"1001",119;121,"8.33",60819,timeout,2990,"0"
"20",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","",73645,timeout,1490,""
"21",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",76641,timeout,2982,"0"
"22",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","996","119","8.37",79645,timeout,2994,"0"
"23",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",82646,timeout,2990,"0"
"24",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.35",85645,timeout,2994,"0"
"25",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"",611;1001,"72","8.47",86255,m,601,"1"
"26",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"",756;1000,119;89,"8.42",89400,m,745,"1"
"27",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","999",119;119,"8.39",94646,timeout,2993,"0"
"28",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","998","119","8.38",97647,timeout,2992,"0"
"29",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"",750;999,"89","8.42",98396,m,740,"1"
"30",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","1002",119;120,"8.37",103646,timeout,2992,"0"
"31",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",106645,timeout,2990,"0"
"32",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","999","119","8.39",109647,timeout,2993,"0"
"33",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",112647,timeout,2991,"0"
"34",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"",814;998,"96","8.40",113460,m,807,"1"
"36",test,"",word,m,placeholder3,"",waitResponseWindow,"1500",m,"","","","",142752,timeout,1490,"0"
"37",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1002",119;120,"8.37",145756,timeout,2996,"0"
"38",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1002","120","8.35",148756,timeout,2994,"0"
"39",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1002","120","8.35",151752,timeout,2987,"0"
"40",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1002","120","8.35",154756,timeout,2996,"0"
"41",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,752;1002,"90","8.33",155507,m,744,"1"
"42",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1003",120;121,"8.32",160752,timeout,2990,"0"
"43",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","120","8.34",163751,timeout,2991,"0"
"44",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1003","120","8.35",166754,timeout,2993,"0"
"45",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"999","120","8.32",167782,m,1016,"1"
"46",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1001","121","8.27",170886,m,1122,"1"
"47",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1002","121","8.28",175751,timeout,2988,"0"
"48",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"999","120","8.33",178755,timeout,2994,"0"
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","120","8.34",181759,timeout,2994,"0"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1004","120","8.37",184759,timeout,2991,"0"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,465;1001,"54","8.45",185224,m,455,"1"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",231201,timeout,1487,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1000",120;120,"8.34",234204,timeout,2994,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","997","120","8.30",237205,timeout,2991,"0"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","998","120","8.32",240208,timeout,2997,"0"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.34",243209,timeout,2993,"0"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",244320,m,1108,"1"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"",631;1000,"75","8.33",246838,m,623,"1"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","1000",120;120,"8.34",252206,timeout,2990,"0"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"",715;1001,"85","8.35",252920,m,705,"1"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","1002",120;118,"8.41",258213,timeout,2995,"0"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","997","120","8.31",261215,timeout,2992,"0"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"",702;1003,"83","8.37",261917,m,692,"1"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","998",120;120,"8.34",267217,timeout,2990,"0"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",270220,timeout,2994,"0"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"",950;1002,"114","8.33",271169,m,940,"1"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","1003",120;120,"8.36",276218,timeout,2992,"0"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",324673,timeout,1490,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",327674,timeout,2992,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",330677,timeout,2993,"0"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",333678,timeout,2991,"0"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",336681,timeout,2991,"0"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","1004","120","8.36",339682,timeout,2993,"0"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","1003","119","8.43",342683,timeout,2993,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"",662;998,"78","8.40",343344,m,653,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","999",119;120,"8.36",348681,timeout,2988,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",351684,timeout,2994,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","996","119","8.37",353434,m,1740,"1"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",833;998,"97","8.54",355521,m,824,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",727;1003,117;86,"8.44",358418,m,719,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","1001",120;120,"8.34",363698,timeout,2998,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",366700,timeout,2993,"0"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",369702,timeout,2994,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"",777;1000,"92","8.39",370478,m,764,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"",734;999,119;86,"8.41",373431,m,725,"1"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"",803;996,119;96,"8.38",376501,m,794,"1"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","997",119;119,"8.38",381702,timeout,2990,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","998","119","8.39",384706,timeout,2995,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","1004","120","8.37",387706,timeout,2991,"0"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"",763;998,"90","8.39",388469,m,754,"1"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",403442,timeout,1493,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1001",119;120,"8.37",406439,timeout,2987,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",409437,timeout,2990,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"",573;1000,"67","8.44",410010,m,564,"1"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"",715;999,119;85,"8.38",413153,m,705,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","1004",120;120,"8.35",418437,timeout,2991,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",421437,timeout,2992,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"",924;1003,"110","8.33",422361,m,911,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","996",120;119,"8.36",427445,timeout,2994,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",654;999,"77","8.42",428099,m,646,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","999",119;120,"8.36",433449,timeout,2996,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","996","119","8.37",436449,timeout,2990,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",439453,timeout,2992,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","1004","120","8.37",442454,timeout,2992,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","1004","120","8.37",445458,timeout,2996,"0"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",665;998,"79","8.41",446123,m,657,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","1004",119;120,"8.38",451460,timeout,2994,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","1004","120","8.36",454461,timeout,2992,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","998","120","8.32",457464,timeout,2991,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1003","120","8.35",460462,timeout,2988,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","1006","121","8.32",463466,timeout,2993,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","999","139","7.18",466470,timeout,2993,"0"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","998","126","7.92",468245,m,1766,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",482342,timeout,1484,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",485342,timeout,2991,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","997","118","8.45",488344,timeout,2991,"0"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","996","117","8.52",491344,timeout,2991,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","996","118","8.44",494343,timeout,2989,"0"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","997","118","8.45",497341,timeout,2989,"0"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","996","118","8.44",500339,timeout,2989,"0"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","1000","118","8.48",503337,timeout,2989,"0"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","1001","121","8.27",506340,timeout,2993,"0"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","1002","119","8.42",509340,timeout,2991,"0"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","998","118","8.46",512342,timeout,2993,"0"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","1004","119","8.43",515341,timeout,2990,"0"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","997","118","8.45",518342,timeout,2990,"0"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","998","118","8.46",521342,timeout,2990,"0"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",524342,timeout,2989,"0"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","1001","119","8.41",525472,m,1121,"1"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","1001","119","8.41",530347,timeout,2996,"0"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",533346,timeout,2991,"0"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","998","119","8.39",536345,timeout,2990,"0"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"",558;1000,"64","8.66",536902,m,549,"1"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","998",118;119,"8.43",541022,m,1667,"1"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","1004","120","8.36",545349,timeout,2993,"0"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","999","119","8.39",548352,timeout,2993,"0"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",551350,timeout,2986,"0"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",642776,timeout,1491,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",645774,timeout,2990,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","999","121","8.26",648773,timeout,2995,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",651774,timeout,2994,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","998","120","8.32",654778,timeout,2993,"0"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","998","120","8.32",657780,timeout,2993,"0"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","998","120","8.32",659195,m,1405,"1"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","1003","120","8.35",663777,timeout,2993,"0"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","1004","120","8.36",666779,timeout,2993,"0"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",669780,timeout,2992,"0"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",672781,timeout,2992,"0"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","1001","121","8.28",675780,timeout,2990,"0"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",677595,m,1808,"1"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",681785,timeout,2995,"0"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",684787,timeout,2992,"0"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",687788,timeout,2992,"0"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.34",689269,m,1472,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",693790,timeout,2994,"0"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","1002","121","8.28",694826,m,1027,"1"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",699786,timeout,2990,"0"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",701826,m,2030,"1"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",705781,timeout,2988,"0"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",708782,timeout,2996,"0"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","1001","121","8.27",711781,timeout,2989,"0"
