browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"112.0",MacOS,en-CA,2023-05-04_21:40:41,2023-05-04_17:40:41,2023-05-03_21:18:57,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=l4AF1PNezPm8gzK,603.768

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"17",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,836;999,"100","8.33",87052,m,825,"1"
"18",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!,"1000",120;120,"8.33",92216,timeout,2994,"0"
"20",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","",98670,timeout,1487,""
"21",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","1004","119","8.43",101671,timeout,2991,"0"
"22",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","1000","119","8.41",104668,timeout,2987,"0"
"23",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",107665,timeout,2987,"0"
"24",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",110666,timeout,2990,"0"
"25",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",112277,m,1600,"1"
"26",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"",922;1004,"111","8.29",114588,m,911,"1"
"27",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","1004",121;121,"8.29",119670,timeout,2995,"0"
"28",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",120876,m,1197,"1"
"29",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","1006","121","8.31",124085,m,1403,"1"
"30",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",128671,timeout,2984,"0"
"31",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",131671,timeout,2991,"0"
"32",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",134670,timeout,2989,"0"
"33",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.34",136677,m,1999,"1"
"34",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"",631;999,"75","8.33",138305,m,626,"1"
"36",test,"",word,m,placeholder3,"",waitResponseWindow,"1500",m,"","","","",151108,timeout,1485,"0"
"37",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000",120;121,"8.30",154107,timeout,2991,"0"
"38",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","121","8.26",157108,timeout,2991,"0"
"39",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1001","120","8.34",160109,timeout,2992,"0"
"40",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1004","121","8.30",163114,timeout,2993,"0"
"41",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"998","119","8.39",166117,timeout,2997,"0"
"42",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","120","8.33",169113,timeout,2987,"0"
"43",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","119","8.40",172112,timeout,2989,"0"
"44",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","120","8.33",175112,timeout,2989,"0"
"45",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,721;1004,"86","8.33",175833,m,717,"1"
"46",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000",121;119,"8.34",179874,m,1757,"1"
"47",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1001","118","8.48",184106,timeout,2982,"0"
"48",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,363;1002,"44","8.09",184468,m,353,"1"
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1003",122;120,"8.29",190112,timeout,2995,"0"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","119","8.41",193113,timeout,2990,"0"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,828;1004,"99","8.33",193940,m,818,"1"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",236867,timeout,1489,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1001",121;120,"8.32",239865,timeout,2988,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",242866,timeout,2996,"0"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",245872,timeout,2996,"0"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"",609;1004,"73","8.28",246479,m,601,"1"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","1004",121;120,"8.34",251870,timeout,2994,"0"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",254882,timeout,3004,"0"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",257879,timeout,2992,"0"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",260882,timeout,2990,"0"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","1001","121","8.27",263879,timeout,2988,"0"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"",13;1000,"1","8.88",263891,m,3,"1"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","1004",121;121,"8.29",269888,timeout,2997,"0"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",272887,timeout,2994,"0"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",275888,timeout,2989,"0"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",278891,timeout,2994,"0"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",281887,timeout,2984,"0"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",286104,timeout,1489,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1005","120","8.37",289100,timeout,2989,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1004","121","8.30",292097,timeout,2987,"0"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",295096,timeout,2995,"0"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",298091,timeout,2989,"0"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"",864;1000,"103","8.34",298954,m,858,"1"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","996",120;117,"8.43",304105,timeout,3005,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","996","117","8.51",305413,m,1304,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",310104,timeout,2996,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",313104,timeout,2991,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",316104,timeout,2989,"0"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",987;1000,"118","8.33",317090,m,982,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",914;1001,120;109,"8.34",320021,m,905,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","1000",119;121,"8.34",325108,timeout,2991,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"",670;999,"80","8.33",325778,m,666,"1"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","997",120;120,"8.32",331105,timeout,2985,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",332757,m,1644,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","997","120","8.31",335571,m,1458,"1"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",340107,timeout,2995,"0"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",343104,timeout,2990,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",346105,timeout,2996,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"",867;1004,"104","8.29",346971,m,858,"1"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","1001",121;120,"8.32",352108,timeout,2993,"0"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",358725,timeout,1494,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",361726,timeout,2992,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","996","118","8.44",364721,timeout,2987,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",367084,m,2355,"1"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","1003","120","8.36",370729,timeout,3000,"0"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",373730,timeout,2992,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",376732,timeout,2995,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","1004","121","8.30",378397,m,1656,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",382729,timeout,2995,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","1004","121","8.30",384737,m,1999,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",388732,timeout,2991,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.34",391734,timeout,2993,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",394738,timeout,2994,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",397737,timeout,2990,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",399631,m,1885,"1"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","999","121","8.26",403741,timeout,2990,"0"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",406741,timeout,2991,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",409741,timeout,2991,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","1001","120","8.34",412738,timeout,2986,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1000","121","8.26",415736,timeout,2989,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","997","120","8.31",418734,timeout,2986,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",420545,m,1802,"1"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","999","121","8.26",423153,m,1411,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",437591,timeout,1491,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1004","118","8.51",440592,timeout,2997,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"",327;999,"39","8.23",440918,m,317,"1"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","1000",121;120,"8.29",446591,timeout,2993,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",447615,m,1012,"1"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",452596,timeout,2992,"0"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",453818,m,1213,"1"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","1000","121","8.26",457296,m,1691,"1"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"",945;1000,"112","8.40",459540,m,940,"1"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","999",119;118,"8.44",464600,timeout,2991,"0"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","997","119","8.38",467595,timeout,2989,"0"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",470595,timeout,2994,"0"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","996","120","8.30",471717,m,1112,"1"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","997","120","8.31",476596,timeout,2986,"0"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",479597,timeout,2992,"0"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",482597,timeout,2993,"0"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",485600,timeout,2994,"0"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","999","119","8.40",488596,timeout,2987,"0"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","999","121","8.26",490392,m,1787,"1"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","1000","119","8.41",494602,timeout,2997,"0"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","1003","121","8.29",497600,timeout,2994,"0"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",500600,timeout,2994,"0"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",503603,timeout,2993,"0"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",506602,timeout,2987,"0"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",531763,timeout,1491,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",534763,timeout,2990,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","1000","121","8.26",537763,timeout,2991,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",540764,timeout,2992,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","1000","118","8.47",543762,timeout,2989,"0"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.34",546765,timeout,2999,"0"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","1005","121","8.30",548061,m,1288,"1"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","1002","120","8.35",552766,timeout,2995,"0"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",555770,timeout,2995,"0"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","999","120","8.33",558771,timeout,2991,"0"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","1000","118","8.48",561771,timeout,2985,"0"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",564775,timeout,2995,"0"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",565846,m,1061,"1"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"",269;1004,"32","8.24",568044,m,261,"1"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","1000",121;120,"8.32",573779,timeout,2991,"0"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1000","119","8.40",576782,timeout,2993,"0"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"",981;1000,"117","8.33",577760,m,971,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","1000",120;120,"8.33",582782,timeout,2994,"0"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","997","120","8.31",585779,timeout,2987,"0"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",588779,timeout,2990,"0"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",591779,timeout,2989,"0"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"",709;1000,"85","8.33",592488,m,699,"1"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"",947;1000,120;113,"8.33",595726,m,936,"1"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","1000",120;120,"8.33",600779,timeout,2989,"0"
