browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Microsoft Edge,112.0.1722.48,Windows,en-US,2023-04-21_15:54:18,2023-04-21_09:54:18,2023-04-20_01:38:58,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=fiwjLKKbkDbaK6U,1144.9

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"14",test,V,word,m,2p10_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",184890,timeout,2997,"0"
"15",test,Z,word,m,2p11_1C,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",188890,timeout,2998,"0"
"16",test,W,word,m,2p12_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",192889,timeout,2995,"0"
"17",test,L,word,m,2p13_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",196889,timeout,2999,"0"
"18",test,W,word,m,2p14_1C,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","360","21","16.68",198247,m,357,"1"
"19",test,M,word,m,2p15_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",207504,timeout,2999,"0"
"20",test,W,word,m,2p16_1C,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",210924,m,2416,"1"
"21",test,C,word,m,2p17_1,"1000","1000",m,correct: This is incorrect!,"3000",999,60,"16.65","1000","60","16.66",217386,timeout,2999,"0"
"22",test,S,word,m,2p18_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",221385,timeout,2994,"0"
"23",test,I,word,m,2p19_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",225385,timeout,2994,"0"
"24",test,S,word,m,2p20_1C,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","946","56","16.66",227330,m,944,"1"
"25",test,U,word,m,2p21_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",234001,timeout,2995,"0"
"26",test,X,word,m,2p22_1,"1000","1000",m,correct: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",238000,timeout,2994,"0"
"28",test,Y,word,"",placeholder2,"","",m,"","1500","",0,0,"","","",281561,timeout,1478,""
"29",test,H,word,"",2p1-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",285560,timeout,2994,""
"30",test,X,word,"",2p2-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",289560,timeout,2998,""
"31",test,V,word,"",2p3-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",291631,m,1067,""
"32",test,Y,word,"",2p4-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",293922,m,1290,""
"33",test,E,word,"",2p5-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",297909,timeout,2995,""
"34",test,P,word,"",2p6-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",301909,timeout,2999,""
"35",test,C,word,"",2p7-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",305908,timeout,2995,""
"36",test,O,word,"",2p8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",309908,timeout,2998,""
"37",test,C,word,m,2p9-2,"1000","1000",m,"","3000",1000,60,"16.66","968","58","16.66",311875,m,963,"1"
"38",test,L,word,"",2p10-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",315874,timeout,2998,""
"39",test,C,word,m,2p11-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",319873,timeout,2996,"0"
"40",test,L,word,m,2p12-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",321898,m,1023,"1"
"41",test,J,word,"",2p13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",325889,timeout,2995,""
"42",test,X,word,"",2p14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",329888,timeout,2995,""
"43",test,G,word,"",2p15-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",333888,timeout,2999,""
"44",test,X,word,m,2p16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",336023,m,1133,"1"
"45",test,G,word,m,2p17-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",338227,m,1202,"1"
"46",test,Y,word,"",2p18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",342220,timeout,2999,""
"47",test,W,word,"",2p19-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",346219,timeout,2995,""
"48",test,F,word,"",2p20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",350219,timeout,2998,""
"49",test,W,word,m,2p21-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",352674,m,1451,"1"
"50",test,V,word,"",2p22-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",356668,timeout,2995,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",381249,timeout,1480,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",385248,timeout,2995,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",389247,timeout,2998,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",393246,timeout,2999,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",395397,m,1146,"1"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",402962,timeout,2995,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",406962,timeout,2995,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",410961,timeout,2997,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","995","59","16.67",412955,m,993,"1"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","558","33","16.67",415701,m,556,"1"
"62",test,V,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",420660,timeout,2996,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",424660,timeout,2999,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",427777,m,2113,"1"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",433791,timeout,2995,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",437792,timeout,2997,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",441791,timeout,2998,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",444851,m,2057,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",451039,timeout,2998,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",455039,timeout,2995,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",459039,timeout,2996,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",461976,m,1933,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","923","55","16.66",465410,m,918,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",469092,m,1268,"1"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",474252,timeout,2995,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",483601,timeout,1481,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",487601,timeout,2994,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",491600,timeout,2995,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",495600,timeout,2996,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",499600,timeout,2998,""
"82",test,P,word,"",3p5-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",503600,timeout,2999,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",1000,60,"16.66","646","38","16.66",505245,m,641,"1"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",509232,timeout,2997,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",513232,timeout,2996,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",517231,timeout,2998,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",521230,timeout,2997,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",525230,timeout,2996,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",529229,timeout,2998,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",533229,timeout,2996,""
"91",test,N,word,"",3p14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",537228,timeout,2998,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",1000,60,"16.67","757","45","16.67",538984,m,755,"1"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",542977,timeout,2995,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",1000,60,"16.66","864","51","16.67",544841,m,859,"1"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",548826,timeout,2998,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",552827,timeout,2995,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",554838,m,1007,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",1000,60,"16.67","691","41","16.66",556516,m,686,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",1000,60,"16.66","917","54","16.67",558425,m,912,"1"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",560565,m,1154,"1"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",590171,timeout,1483,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",594170,timeout,2998,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",598171,timeout,2998,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",602170,timeout,2999,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",606170,timeout,2998,"0"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",610169,timeout,2998,"0"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",614169,timeout,2999,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",618167,timeout,2995,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",622168,timeout,2995,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",626167,timeout,2995,"0"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",630166,timeout,2996,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",634166,timeout,2996,"0"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",638165,timeout,2998,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",642164,timeout,2995,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",646165,timeout,2999,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",650164,timeout,2999,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",654163,timeout,2995,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",658164,timeout,2996,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",662162,timeout,2998,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",666162,timeout,2998,"0"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",670161,timeout,2995,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",674161,timeout,2995,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",678160,timeout,2997,"0"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",707540,timeout,1468,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",711539,timeout,2994,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",715540,timeout,2997,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",717546,m,1003,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",721537,timeout,2994,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",725537,timeout,2994,"0"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",1000,60,"16.66","451","27","16.66",726987,m,445,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",730986,timeout,2995,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",1000,60,"16.67","971","58","16.66",732957,m,966,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",736953,timeout,2995,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",1000,60,"16.66","452","27","16.66",738403,m,446,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1000,60,"16.67","850","50","16.66",740251,m,845,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",744235,timeout,2999,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",748234,timeout,2998,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",752234,timeout,2998,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",756233,timeout,2994,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",760233,timeout,2995,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1000,60,"16.67","886","53","16.66",762118,m,881,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",766115,timeout,2999,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",770115,timeout,2995,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",774114,timeout,2994,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1000,60,"16.67","937","56","16.66",776051,m,932,"1"
"148",test,Q,word,"",2t22-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",780048,timeout,2996,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",789979,timeout,1490,""
"151",test,O,word,"",3t1-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",793978,timeout,2998,""
"152",test,B,word,"",3t2-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",797978,timeout,2994,""
"153",test,P,word,"",3t3-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",801977,timeout,2999,""
"154",test,Z,word,"",3t4-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",805977,timeout,2999,""
"155",test,B,word,m,3t5-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",809976,timeout,2994,"0"
"156",test,R,word,"",3t6-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",813976,timeout,2999,""
"157",test,K,word,"",3t7-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",817976,timeout,2996,""
"158",test,V,word,"",3t8-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",821976,timeout,2996,""
"159",test,A,word,"",3t9-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",825975,timeout,2999,""
"160",test,K,word,m,3t10-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",829974,timeout,2999,"0"
"161",test,D,word,"",3t11-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",833974,timeout,2999,""
"162",test,T,word,"",3t12-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",837974,timeout,3000,""
"163",test,L,word,"",3t13-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",841973,timeout,2995,""
"164",test,S,word,"",3t14-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",845972,timeout,2998,""
"165",test,J,word,"",3t15-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",849971,timeout,2995,""
"166",test,L,word,m,3t16-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",853970,timeout,2998,"0"
"167",test,V,word,"",3t17-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",857970,timeout,2998,""
"168",test,J,word,m,3t18-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",861970,timeout,2998,"0"
"169",test,L,word,"",3t19-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",865969,timeout,2998,""
"170",test,V,word,m,3t20-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",869969,timeout,2995,"0"
"171",test,E,word,"",3t21-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",873969,timeout,2995,""
"172",test,C,word,"",3t22-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",877968,timeout,2995,""
"173",test,V,word,m,3t23-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",881967,timeout,2999,"0"
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",1049913,timeout,1475,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1053911,timeout,2998,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",1057911,timeout,2994,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1061910,timeout,2994,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",1065910,timeout,2998,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1069910,timeout,2999,"0"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1073909,timeout,2997,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1077909,timeout,2997,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1081908,timeout,2998,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1085907,timeout,2995,"0"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1089907,timeout,2998,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1093907,timeout,2999,"0"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1097906,timeout,2994,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1101906,timeout,2997,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1105905,timeout,2996,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1109904,timeout,2995,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1113904,timeout,2997,"0"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1117903,timeout,2995,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1121903,timeout,2999,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1125902,timeout,2999,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1129902,timeout,2995,"0"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",1133901,timeout,2996,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1137901,timeout,2995,"0"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",1141901,timeout,2999,""
