browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Microsoft Edge,110.0.1587.69,Windows,en-US,2023-04-06_19:04:00,2023-04-06_13:04:00,2023-04-04_19:12:59,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=upsRfhIaMrMSCRu,911.727

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"29",test,R,word,"",2p1-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",195095,timeout,2993,""
"30",test,E,word,"",2p2-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",199094,timeout,2994,""
"31",test,C,word,"",2p3-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",203093,timeout,2998,""
"32",test,D,word,"",2p4-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",207093,timeout,2994,""
"33",test,E,word,"",2p5-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",211092,timeout,2994,""
"34",test,F,word,"",2p6-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",215092,timeout,2997,""
"35",test,G,word,"",2p7-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",219092,timeout,2995,""
"36",test,F,word,m,2p8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",221332,m,1239,"1"
"37",test,G,word,m,2p9-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",224409,m,2082,"1"
"38",test,J,word,"",2p10-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",228407,timeout,2996,""
"39",test,G,word,m,2p11-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",230536,m,1124,"1"
"40",test,J,word,m,2p12-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",232762,m,1238,"1"
"41",test,R,word,"",2p13-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",236756,timeout,2999,""
"42",test,N,word,"",2p14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",240756,timeout,2998,""
"43",test,E,word,"",2p15-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",244755,timeout,2995,""
"44",test,P,word,"",2p16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",248755,timeout,2998,""
"45",test,Q,word,"",2p17-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",252754,timeout,2998,""
"46",test,P,word,m,2p18-2,"1000","1000",m,"","3000",1000,60,"16.66","996","59","16.66",254749,m,991,"1"
"47",test,S,word,"",2p19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",258736,timeout,2998,""
"48",test,P,word,m,2p20-2,"1000","1000",m,"","3000",1000,60,"16.67","945","56","16.66",260680,m,942,"1"
"49",test,U,word,"",2p21-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",264669,timeout,2994,""
"50",test,L,word,"",2p22-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",268668,timeout,2998,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",303715,timeout,1484,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",307713,timeout,2994,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",311713,timeout,2999,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",315713,timeout,2995,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",319712,timeout,2997,"0"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",323711,timeout,2997,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",327711,timeout,2994,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",331710,timeout,2994,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",335710,timeout,2998,"0"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",337862,m,1152,"1"
"62",test,K,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",351608,timeout,2995,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",355607,timeout,2995,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",359607,timeout,2999,"0"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",363606,timeout,2997,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",367606,timeout,2995,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",371605,timeout,2994,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",375604,timeout,2996,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",379605,timeout,2998,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",383603,timeout,2998,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",387604,timeout,2999,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.67",389850,m,1246,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",397719,timeout,2998,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",400481,m,1758,"1"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",406301,timeout,2994,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",421915,timeout,1481,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",425915,timeout,2998,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",429914,timeout,2998,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",433913,timeout,2998,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",437913,timeout,2998,""
"82",test,E,word,"",3p5-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",441913,timeout,2999,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",444399,m,1485,"1"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",448395,timeout,2998,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",450486,m,1087,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",454478,timeout,2997,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",458477,timeout,2995,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",462477,timeout,2998,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",466476,timeout,2993,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",470475,timeout,2992,""
"91",test,B,word,"",3p14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",474475,timeout,2997,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",477482,m,2002,"1"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",481475,timeout,2994,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",485091,m,2614,"1"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",489090,timeout,2998,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",493089,timeout,2998,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",497089,timeout,2998,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",1000,60,"16.66","5","0",NaN,498093,m,2,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",502088,timeout,2997,"0"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",506088,timeout,2998,"0"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",563963,timeout,1493,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",567963,timeout,2998,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",571962,timeout,2998,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",575962,timeout,2997,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",577971,m,1006,"1"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",580471,m,1508,"1"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",584461,timeout,2993,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",588460,timeout,2994,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",592460,timeout,2998,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",596460,timeout,2994,"0"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",600459,timeout,2998,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",604458,timeout,2998,"0"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",608458,timeout,2998,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",612457,timeout,2998,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",616457,timeout,2997,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",620456,timeout,2999,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",624456,timeout,2998,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",628455,timeout,2997,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",1000,60,"16.66","1002","60","16.70",632455,timeout,2997,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",1000,60,"16.67","954","57","16.66",634408,m,950,"1"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",638404,timeout,2998,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",642403,timeout,2996,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",646403,timeout,2997,"0"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",693064,timeout,1479,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",697063,timeout,2998,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",701062,timeout,2997,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",1000,60,"16.66","645","38","16.67",702706,m,643,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",706695,timeout,2998,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",1000,60,"16.67","594","35","16.66",708288,m,591,"1"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",710383,m,1103,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",714378,timeout,2999,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",718377,timeout,2998,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",722376,timeout,2998,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",1000,60,"16.66","655","39","16.66",724030,m,651,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",726155,m,1128,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",730142,timeout,2998,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",734142,timeout,2998,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",738141,timeout,2997,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",742140,timeout,2998,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",746140,timeout,2998,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",748211,m,1069,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",752206,timeout,2998,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",756206,timeout,2997,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",760205,timeout,2998,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1000,60,"16.66","947","56","16.67",762150,m,943,"1"
"148",test,X,word,"",2t22-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",766137,timeout,2996,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",778636,timeout,1479,""
"151",test,C,word,"",3t1-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",782635,timeout,2998,""
"152",test,W,word,"",3t2-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",786635,timeout,2997,""
"153",test,J,word,"",3t3-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",790635,timeout,2998,""
"154",test,D,word,"",3t4-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",794634,timeout,2998,""
"155",test,E,word,"",3t5-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",798634,timeout,2995,""
"156",test,J,word,m,3t6-1,"1000","1000",m,"","3000",1000,60,"16.67","476","28","16.66",800108,m,470,"1"
"157",test,D,word,m,3t7-1,"1000","1000",m,"","3000",1000,60,"16.66","977","58","16.67",802076,m,975,"1"
"158",test,H,word,"",3t8-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",806065,timeout,2994,""
"159",test,I,word,"",3t9-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",810065,timeout,2997,""
"160",test,J,word,"",3t10-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",814066,timeout,2999,""
"161",test,K,word,"",3t11-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",818065,timeout,2999,""
"162",test,I,word,m,3t12-1,"1000","1000",m,"","3000",1000,60,"16.66","728","43","16.66",819791,m,725,"1"
"163",test,M,word,"",3t13-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",823780,timeout,2998,""
"164",test,K,word,m,3t14-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",826200,m,1418,"1"
"165",test,O,word,"",3t15-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",830196,timeout,2997,""
"166",test,M,word,m,3t16-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",832197,m,997,"1"
"167",test,K,word,m,3t17-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",834438,m,1240,"1"
"168",test,R,word,"",3t18-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",838428,timeout,2998,""
"169",test,S,word,"",3t19-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",842428,timeout,2999,""
"170",test,E,word,"",3t20-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",846427,timeout,2994,""
"171",test,U,word,"",3t21-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",850427,timeout,2999,""
"172",test,V,word,"",3t22-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",854426,timeout,2997,""
"173",test,W,word,"",3t23-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",858426,timeout,2998,""
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",864158,timeout,1490,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",1000,60,"16.66","989","58","16.66",866146,m,987,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",1000,59,"16.95","1000","60","16.67",870125,timeout,3000,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",1000,60,"16.66","648","38","16.67",871771,m,645,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",1000,60,"16.67","643","38","16.66",873400,m,638,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",1000,60,"16.67","974","58","16.66",875363,m,971,"1"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",1000,60,"16.66","817","48","16.67",877173,m,815,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",1000,60,"16.66","809","48","16.66",878965,m,807,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",881166,m,1209,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",1000,60,"16.67","726","43","16.67",882881,m,724,"1"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",1000,60,"16.66","820","49","16.66",884692,m,817,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1000,60,"16.66","581","34","16.67",886269,m,579,"1"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1000,60,"16.66","598","35","16.68",887853,m,596,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",1000,60,"16.66","576","34","16.66",889414,m,573,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1000,60,"16.67","405","24","16.65",890810,m,399,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",1000,60,"16.66","221","13","16.67",892025,m,218,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1000,60,"16.67","873","52","16.66",893894,m,868,"1"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",1000,60,"16.66","727","43","16.67",895614,m,725,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",899604,timeout,2997,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",903605,timeout,3000,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",907149,m,2544,"1"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",1000,60,"16.67","458","27","16.67",908593,m,454,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",1000,60,"16.66","417","24","16.66",910003,m,411,"1"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",1000,60,"16.66","372","22","16.67",911357,m,370,""
