browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"112.0",Windows,en-US,2023-04-28_18:39:07,2023-04-28_20:39:07,2023-04-27_21:24:10,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=Qp9jOZhJfHjANYE,745.15

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"17",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"1000","60","16.66",173584,m,1649,"1"
"18",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!,"1000","60","16.66",176500,m,1561,"1"
"20",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","",185063,timeout,1482,""
"21",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"",390;1000,"23","16.66",185452,m,374,"1"
"22",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"",273;1000,60;16,"16.66",188333,m,264,"1"
"23",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"",281;1000,60;16,"16.66",191342,m,278,"1"
"24",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",195455,m,1378,"1"
"25",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"",365;1000,"21","16.66",197425,m,344,"1"
"26",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"",391;1000,60;23,"16.66",200450,m,374,"1"
"27",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",206060,timeout,2984,"0"
"28",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",209059,timeout,2982,"0"
"29",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",212058,timeout,2985,"0"
"30",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",214806,m,2732,"1"
"31",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",218057,timeout,2980,"0"
"32",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",221057,timeout,2983,"0"
"33",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",224056,timeout,2985,"0"
"34",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",227055,timeout,2985,"0"
"36",test,"",word,m,placeholder3,"",waitResponseWindow,"1500",m,"","","","",242419,timeout,1490,"0"
"37",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",245419,timeout,2990,"0"
"38",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,279;1000,"16","16.66",245697,m,263,"1"
"39",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000",60;60,"16.66",251418,timeout,2984,"0"
"40",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,280;1000,"16","16.66",251697,m,260,"1"
"41",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"1000",60;60,"16.66",257417,timeout,2990,"0"
"42",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",260068,m,2638,"1"
"43",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",263416,timeout,2994,"0"
"44",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,565;1000,"33","16.66",263980,m,558,"1"
"45",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"1000",60;60,"16.66",269415,timeout,2980,"0"
"46",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",272415,timeout,2990,"0"
"47",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",274075,m,1646,"1"
"48",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",278413,timeout,2986,"0"
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",281116,m,2689,"1"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",282570,m,1153,"1"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,"1000","60","16.66",287411,timeout,2996,"0"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",297309,timeout,1491,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",300309,timeout,2995,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"",284;1000,"16","16.66",300592,m,278,"1"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",306308,timeout,2992,"0"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",309308,timeout,2995,"0"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"",271;1000,"16","16.66",309578,m,266,"1"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",315306,timeout,2985,"0"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"",265;1000,"15","16.66",315571,m,259,"1"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",321305,timeout,2994,"0"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",324305,timeout,2996,"0"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",327304,timeout,2996,"0"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",330304,timeout,2997,"0"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",333303,timeout,2996,"0"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",336303,timeout,2996,"0"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",339302,timeout,2982,"0"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",342302,timeout,2996,"0"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",367814,timeout,1485,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",370813,timeout,2983,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",373814,timeout,2988,"0"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",376812,timeout,2984,"0"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",379813,timeout,2996,"0"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"",463;1000,"27","16.66",380274,m,448,"1"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",385811,timeout,2986,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"",473;1000,"28","16.66",386283,m,457,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",391810,timeout,2984,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",394810,timeout,2985,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",397809,timeout,2982,"0"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",592;1000,"35","16.66",398400,m,577,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",406;1000,60;24,"16.66",401213,m,393,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",406807,timeout,2985,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",409807,timeout,2982,"0"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",412806,timeout,2993,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"",418;1000,"25","16.66",413223,m,409,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",418805,timeout,2996,"0"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",421805,timeout,2993,"0"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",424804,timeout,2984,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",427803,timeout,2986,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",430803,timeout,2990,"0"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"",706;1000,"42","16.66",431508,m,691,"1"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",447766,timeout,1480,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",450767,timeout,2997,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",453766,timeout,2983,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",456765,timeout,2990,"0"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",459089,m,2316,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",462765,timeout,2986,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",465763,timeout,2978,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",468763,timeout,2980,"0"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",471762,timeout,2991,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",809;1000,"48","16.66",472571,m,801,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",477761,timeout,2985,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",480762,timeout,2995,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",483760,timeout,2984,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",486760,timeout,2985,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",489760,timeout,2982,"0"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",574;1000,"34","16.66",490332,m,559,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",495758,timeout,2990,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",498757,timeout,2983,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",501757,timeout,2995,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",504757,timeout,2985,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",507756,timeout,2984,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",510756,timeout,2996,"0"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",513755,timeout,2983,"0"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",521870,timeout,1491,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",524870,timeout,2983,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",527870,timeout,2992,"0"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",530868,timeout,2992,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",533868,timeout,2997,"0"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",536868,timeout,2997,"0"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",537980,m,1105,"1"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",542868,timeout,2985,"0"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",545866,timeout,2984,"0"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"",565;1000,"33","16.66",546430,m,552,"1"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",551865,timeout,2984,"0"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",554864,timeout,2989,"0"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"",781;1000,"46","16.66",555645,m,765,"1"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",560863,timeout,2993,"0"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",563862,timeout,2993,"0"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",566863,timeout,2995,"0"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",569862,timeout,2984,"0"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"",715;1000,"42","16.66",570576,m,695,"1"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"",581;1000,60;34,"16.66",573442,m,569,"1"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",578861,timeout,2984,"0"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",581861,timeout,2992,"0"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",584860,timeout,2985,"0"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"",882;1000,"52","16.66",585740,m,868,"1"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",590859,timeout,2988,"0"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",673177,timeout,1495,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",676177,timeout,2995,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",679177,timeout,2980,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",682176,timeout,2996,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",685175,timeout,2976,"0"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",687908,m,2717,"1"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",691176,timeout,2984,"0"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"",670;1000,"40","16.66",691843,m,648,"1"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"",750;1000,60;44,"16.66",694923,m,747,"1"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",700173,timeout,2983,"0"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",703172,timeout,2983,"0"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",706172,timeout,2990,"0"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",709172,timeout,2988,"0"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",712170,timeout,2977,"0"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",715170,timeout,2980,"0"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",718168,timeout,2982,"0"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",721170,timeout,2998,"0"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",724170,timeout,2981,"0"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",727168,timeout,2984,"0"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",730168,timeout,2985,"0"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",733167,timeout,2984,"0"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",736166,timeout,2983,"0"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",739166,timeout,2988,"0"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",742165,timeout,2985,"0"
