browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"102.0",Windows,en-US,2023-07-07_19:30:54,2023-07-07_13:30:54,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=Rhv33vFqrmJaoXn,540.103

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"58",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","",33;1000,60;1,"16.68",132558,m,26,"1"
"59",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.67",138526,timeout,2995,"0"
"60",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",141526,timeout,2995,"0"
"61",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",144525,timeout,2994,"0"
"63",test,"",word,m,placeholder3-1,"",waitResponseWindow,"1500",m,"","","","","",148076,timeout,1491,"0"
"64",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",151076,timeout,2984,"0"
"67",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",154076,timeout,2983,"0"
"70",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",157076,timeout,2990,"0"
"73",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",160076,timeout,2996,"0"
"76",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",163076,timeout,2988,"0"
"79",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",166076,timeout,2994,"0"
"82",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",169076,timeout,2997,"0"
"85",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",172076,timeout,2997,"0"
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",175076,timeout,2989,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",178076,timeout,2996,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",180530,m,2450,"1"
"96",test,"",word,m,placeholder3-12,"",waitResponseWindow,"1500",m,"","","","","",183626,timeout,1487,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",186626,timeout,2996,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",189625,timeout,2994,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",192625,timeout,2995,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","60","16.67",195626,timeout,2996,"0"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",204092,timeout,1488,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",207093,timeout,2996,"0"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",210092,timeout,2995,"0"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",213093,timeout,2994,"0"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",216092,timeout,2984,"0"
"114",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",219092,timeout,2996,"0"
"115",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",222092,timeout,2987,"0"
"116",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",225092,timeout,2996,"0"
"117",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",228092,timeout,2982,"0"
"118",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",231092,timeout,2994,"0"
"119",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",232329,m,1229,"1"
"120",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",237093,timeout,2994,"0"
"121",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",240093,timeout,2997,"0"
"122",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",243092,timeout,2990,"0"
"123",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",246092,timeout,2992,"0"
"124",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",249092,timeout,2996,"0"
"126",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","","",253375,timeout,1492,""
"127",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",256376,timeout,2996,"0"
"128",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",259376,timeout,2991,"0"
"129",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",262376,timeout,2993,"0"
"130",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",265376,timeout,2987,"0"
"131",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",268376,timeout,2994,"0"
"132",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",271375,timeout,2994,"0"
"133",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",274375,timeout,2996,"0"
"134",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",277377,timeout,2997,"0"
"135",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",280376,timeout,2986,"0"
"136",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",283377,timeout,2996,"0"
"137",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",284552,m,1162,"1"
"138",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",289376,timeout,2997,"0"
"139",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",292376,timeout,2984,"0"
"140",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",295376,timeout,2987,"0"
"141",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",298375,timeout,2992,"0"
"142",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",301376,timeout,2996,"0"
"143",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",304376,timeout,2993,"0"
"144",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",307376,timeout,2993,"0"
"145",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",310376,timeout,2996,"0"
"146",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",313376,timeout,2996,"0"
"147",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",316376,timeout,2995,"0"
"148",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",319375,timeout,2995,"0"
"150",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","","",323209,timeout,1494,""
"151",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",326209,timeout,2986,"0"
"152",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",328585,m,2368,"1"
"153",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",332210,timeout,2997,"0"
"154",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",335210,timeout,2985,"0"
"155",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",338209,timeout,2983,"0"
"156",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",341209,timeout,2996,"0"
"157",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",344210,timeout,2993,"0"
"158",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",347210,timeout,2987,"0"
"159",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",350209,timeout,2994,"0"
"160",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",353209,timeout,2993,"0"
"161",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",356209,timeout,2983,"0"
"162",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",359209,timeout,2994,"0"
"163",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",362209,timeout,2992,"0"
"164",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",365209,timeout,2988,"0"
"165",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",368210,timeout,2992,"0"
"166",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",371210,timeout,2987,"0"
"167",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",372797,m,1581,"1"
"168",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",377209,timeout,2996,"0"
"169",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",380209,timeout,2987,"0"
"170",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",383209,timeout,2996,"0"
"171",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",386210,timeout,2997,"0"
"172",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",389209,timeout,2985,"0"
"174",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","","",395726,timeout,1480,""
"175",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",398726,timeout,2991,"0"
"176",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",401726,timeout,2994,"0"
"177",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",404726,timeout,2993,"0"
"178",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",407725,timeout,2984,"0"
"179",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",410726,timeout,2993,"0"
"180",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",413726,timeout,2994,"0"
"181",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","59","16.95",416725,timeout,2987,"0"
"182",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",419726,timeout,2997,"0"
"183",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",422726,timeout,2996,"0"
"184",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","59","16.95",425725,timeout,2991,"0"
"185",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","","1000","59","16.94",428726,timeout,2996,"0"
"186",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",431726,timeout,2997,"0"
"187",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",434726,timeout,2985,"0"
"188",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","59","16.95",437727,timeout,2994,"0"
"189",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",440725,timeout,2984,"0"
"190",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",443726,timeout,2996,"0"
"191",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",446726,timeout,2986,"0"
"192",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",449725,timeout,2995,"0"
"193",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",452726,timeout,2994,"0"
"194",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",455725,timeout,2996,"0"
"195",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",458726,timeout,2995,"0"
"196",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",461726,timeout,2986,"0"
"197",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","",365;1000,"21","16.67",462090,m,350,"1"
"199",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","","",468110,timeout,1485,""
"200",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.67",471109,timeout,2985,"0"
"201",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",474109,timeout,2994,"0"
"202",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",477109,timeout,2993,"0"
"203",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",480110,timeout,2990,"0"
"204",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",483109,timeout,2992,"0"
"205",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",484626,m,1512,"1"
"206",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",489109,timeout,2996,"0"
"207",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",492109,timeout,2996,"0"
"208",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",495109,timeout,2993,"0"
"209",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",498109,timeout,2996,"0"
"210",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",501109,timeout,2987,"0"
"211",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",504109,timeout,2996,"0"
"212",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",507109,timeout,2994,"0"
"213",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",510109,timeout,2985,"0"
"214",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",513109,timeout,2985,"0"
"215",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",516110,timeout,2981,"0"
"216",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",519110,timeout,2996,"0"
"217",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","","1005","59","17.03",522109,timeout,2986,"0"
"218",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","59","16.95",525109,timeout,2996,"0"
"219",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",528109,timeout,2993,"0"
"220",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",531109,timeout,2996,"0"
"221",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","",840;1000,"50","16.67",531949,m,833,"1"
"222",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.67",537113,timeout,2990,"0"
