browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,111.0.0.0,Windows,en-US,2023-04-06_03:10:39,2023-04-05_20:10:39,2023-04-04_19:12:59,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=wzcgEBogLGoDLLC,1136.021

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"22",test,S,word,"",2p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","999","60","16.64",358786,timeout,2994,""
"23",test,I,word,"",2p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","999","60","16.65",362783,timeout,2994,""
"24",test,S,word,m,2p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","999","60","16.66",366781,timeout,2994,"0"
"25",test,U,word,"",2p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1000","60","16.67",370779,timeout,2992,""
"26",test,X,word,"",2p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1001,60,"16.68","998","60","16.64",374777,timeout,2993,""
"28",test,"",word,"",placeholder2,"","",m,"","1500","",0,0,"","","",436376,timeout,1492,""
"29",test,R,word,"",2p1-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.66",440374,timeout,2994,""
"30",test,E,word,"",2p2-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",444372,timeout,2994,""
"31",test,C,word,"",2p3-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",448370,timeout,2987,""
"32",test,D,word,"",2p4-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",452368,timeout,2994,""
"33",test,E,word,"",2p5-2,"1000","1000",m,"","3000",999,60,"16.65","975","58","16.65",454341,m,962,""
"34",test,F,word,"",2p6-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",458331,timeout,2994,""
"35",test,G,word,"",2p7-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",462329,timeout,2993,""
"36",test,F,word,m,2p8-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",466326,timeout,2994,"0"
"37",test,G,word,m,2p9-2,"1000","1000",m,"","3000",1000,60,"16.66","727","43","16.67",468052,m,721,"1"
"38",test,J,word,"",2p10-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",472040,timeout,2994,""
"39",test,G,word,m,2p11-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",474366,m,1323,"1"
"40",test,J,word,m,2p12-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",478353,timeout,2994,"0"
"41",test,R,word,"",2p13-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",482351,timeout,2996,""
"42",test,N,word,"",2p14-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",486349,timeout,2993,""
"43",test,E,word,"",2p15-2,"1000","1000",m,"","3000",999,60,"16.64","1000","60","16.66",490347,timeout,2993,""
"44",test,P,word,"",2p16-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",494344,timeout,2993,""
"45",test,Q,word,"",2p17-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",498342,timeout,2993,""
"46",test,P,word,m,2p18-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",500961,m,1616,"1"
"47",test,S,word,"",2p19-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",504955,timeout,2994,""
"48",test,P,word,m,2p20-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",507140,m,1181,"1"
"49",test,U,word,"",2p21-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",511119,timeout,2995,""
"50",test,L,word,"",2p22-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.65",515116,timeout,2995,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",533107,timeout,1476,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1000","60","16.66",537104,timeout,2994,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",541102,timeout,2994,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","999","60","16.65",545100,timeout,2994,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","707","42","16.65",546805,m,702,"1"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1000","60","16.66",560459,timeout,2990,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","999","60","16.66",564456,timeout,2991,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","999","60","16.65",568453,timeout,2994,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1000","60","16.66",570575,m,1120,"1"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","999","60","16.66",578115,timeout,2993,"0"
"62",test,K,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","999","60","16.66",582112,timeout,2991,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","1000","60","16.66",586111,timeout,2997,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","777","46","16.66",587887,m,773,"1"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1000","60","16.67",595305,timeout,2988,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","999","60","16.65",599304,timeout,2994,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","999","60","16.65",603302,timeout,2994,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","999","60","16.64",607299,timeout,2994,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","999","60","16.65",611304,timeout,3002,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","1000","60","16.66",615294,timeout,2993,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","999","60","16.64",619293,timeout,2994,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","598","35","16.66",620889,m,596,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","999","60","16.65",627855,timeout,2995,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","999","60","16.65",630268,m,1410,"1"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","999","60","16.65",635817,timeout,2995,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",662669,timeout,1485,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",666667,timeout,2995,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",670665,timeout,2995,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",674662,timeout,2995,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",678660,timeout,2994,""
"82",test,E,word,"",3p5-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",682657,timeout,2994,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",686098,m,2437,"1"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",690086,timeout,2994,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",693719,m,2620,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",697716,timeout,2994,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",701714,timeout,2994,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",705712,timeout,2995,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",709710,timeout,2995,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",713708,timeout,2995,""
"91",test,B,word,"",3p14-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.66",717705,timeout,2994,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",1000,60,"16.66","881","52","16.66",719584,m,876,"1"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",721833,m,1258,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",725817,timeout,2994,"0"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.67",729815,timeout,2995,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",733813,timeout,2994,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",737810,timeout,2995,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",999,60,"16.65","699","41","16.66",739508,m,697,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",741694,m,1201,"1"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",1000,60,"16.66","946","56","16.66",743637,m,940,"1"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",765129,timeout,1472,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",769127,timeout,2994,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",773125,timeout,2994,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",777121,timeout,2993,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",781127,timeout,3002,"0"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1000,60,"16.66","845","50","16.65",782963,m,840,"1"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",786951,timeout,2994,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",999,60,"16.64","1000","60","16.67",790948,timeout,2996,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",794946,timeout,2995,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",999,60,"16.66","614","36","16.67",796558,m,609,"1"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",800543,timeout,2994,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",999,60,"16.65","634","37","16.65",802176,m,628,"1"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",806156,timeout,2994,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",810155,timeout,2994,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",814152,timeout,2994,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.66",818150,timeout,2994,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",822148,timeout,2995,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",826146,timeout,2995,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",830150,timeout,2999,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",1000,60,"16.67","654","39","16.66",831796,m,648,"1"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",835790,timeout,2995,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",839795,timeout,3001,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",842097,m,1306,"1"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",853664,timeout,1478,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",857662,timeout,2989,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",861660,timeout,2995,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",999,60,"16.65","594","35","16.66",863252,m,589,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",867240,timeout,2994,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",871237,timeout,2995,"0"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",999,60,"16.66","587","35","16.67",872822,m,579,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",876818,timeout,2994,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",880816,timeout,2994,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",884813,timeout,2995,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",886867,m,1048,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1000,60,"16.66","995","59","16.66",888856,m,990,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",892842,timeout,2995,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",896840,timeout,2994,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",900838,timeout,2994,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",904835,timeout,2994,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",908833,timeout,2995,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1000,60,"16.67","774","46","16.65",910606,m,769,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",914597,timeout,2995,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.64",918594,timeout,2994,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",922591,timeout,2993,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1000,60,"16.66","948","56","16.66",924539,m,944,"1"
"148",test,X,word,"",2t22-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.66",928522,timeout,2994,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",958140,timeout,1478,""
"151",test,C,word,"",3t1-1,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",962138,timeout,2995,""
"152",test,W,word,"",3t2-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",966135,timeout,2995,""
"153",test,J,word,"",3t3-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",970133,timeout,2996,""
"154",test,D,word,"",3t4-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",974131,timeout,2995,""
"155",test,E,word,"",3t5-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",978129,timeout,2987,""
"156",test,J,word,m,3t6-1,"1000","1000",m,"","3000",999,60,"16.65","738","44","16.67",979865,m,732,"1"
"157",test,D,word,m,3t7-1,"1000","1000",m,"","3000",999,60,"16.64","1000","60","16.66",983865,timeout,3002,"0"
"158",test,H,word,"",3t8-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.64",987856,timeout,2995,""
"159",test,I,word,"",3t9-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",991854,timeout,2994,""
"160",test,J,word,"",3t10-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",995852,timeout,2994,""
"161",test,K,word,"",3t11-1,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.65",999850,timeout,2995,""
"162",test,I,word,m,3t12-1,"1000","1000",m,"","3000",1000,60,"16.66","616","36","16.65",1001465,m,611,"1"
"163",test,M,word,"",3t13-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1005447,timeout,2994,""
"164",test,K,word,m,3t14-1,"1000","1000",m,"","3000",1000,60,"16.66","759","45","16.66",1007205,m,755,"1"
"165",test,O,word,"",3t15-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1011194,timeout,2994,""
"166",test,M,word,m,3t16-1,"1000","1000",m,"","3000",999,60,"16.65","790","47","16.65",1012983,m,785,"1"
"167",test,K,word,m,3t17-1,"1000","1000",m,"","3000",1000,60,"16.66","894","53","16.66",1014869,m,889,"1"
"168",test,R,word,"",3t18-1,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1018857,timeout,2993,""
"169",test,S,word,"",3t19-1,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",1022854,timeout,2994,""
"170",test,E,word,"",3t20-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",1026852,timeout,2994,""
"171",test,U,word,"",3t21-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",1030850,timeout,2994,""
"172",test,V,word,"",3t22-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1034848,timeout,2994,""
"173",test,W,word,"",3t23-1,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",1038845,timeout,2995,""
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",1050705,timeout,1492,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",1054703,timeout,2994,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",1058701,timeout,2993,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",1062698,timeout,2994,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",1066697,timeout,2994,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.66",1070695,timeout,2995,"0"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",998,60,"16.64","1000","60","16.67",1074693,timeout,2987,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",999,60,"16.65","999","60","16.66",1078690,timeout,2994,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1082688,timeout,2995,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",999,60,"16.65","586","35","16.65",1084272,m,580,"1"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",1088268,timeout,2994,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1000,60,"16.66","912","54","16.64",1090178,m,907,"1"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",1094165,timeout,2995,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1098170,timeout,3002,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",1102160,timeout,2997,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",1106158,timeout,2995,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1000,60,"16.67","632","37","16.65",1107788,m,627,"1"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",1111772,timeout,2987,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",1115770,timeout,2994,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.66",1119767,timeout,2994,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",999,60,"16.66","893","53","16.65",1121659,m,889,"1"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",999,60,"16.66","999","60","16.66",1125648,timeout,2994,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",1129043,m,2391,"1"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.65",1133027,timeout,2994,""
