browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Microsoft Edge,113.0.1774.50,Windows,en-US,2023-05-30_18:39:38,2023-05-30_12:39:38,2023-05-30_16:29:51,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=StVfufq1Su0KCr3,684.8

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"46",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",203602,timeout,2996,"0"
"47",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.67",206602,timeout,2996,"0"
"48",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",209602,timeout,2993,"0"
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.67",212602,timeout,2995,"0"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,"1000","60","16.66",215601,timeout,2989,"0"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,401;1000,"24","16.65",216002,m,396,"1"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",277043,timeout,1473,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",280042,timeout,2996,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",283042,timeout,2997,"0"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",286041,timeout,2994,"0"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",287077,m,1032,"1"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",292041,timeout,2997,"0"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",295040,timeout,2988,"0"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",298041,timeout,2997,"0"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"",774;1000,"46","16.66",298813,m,767,"1"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",304040,timeout,2993,"0"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",307040,timeout,2994,"0"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",310039,timeout,2989,"0"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",313038,timeout,2994,"0"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",316038,timeout,2997,"0"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"",890;1000,"53","16.66",316927,m,878,"1"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.67",322037,timeout,2995,"0"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",337835,timeout,1491,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",340835,timeout,2997,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",343835,timeout,2989,"0"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",346834,timeout,2989,"0"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",349834,timeout,2998,"0"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",352833,timeout,2989,"0"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",355833,timeout,2998,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",358832,timeout,2992,"0"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",361832,timeout,2997,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",364832,timeout,2997,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",367832,timeout,2993,"0"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",370831,timeout,2993,"0"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",373830,timeout,2993,"0"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",376829,timeout,2990,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",379830,timeout,2998,"0"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",382829,timeout,2993,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",385829,timeout,2997,"0"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",388829,timeout,2993,"0"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",391828,timeout,2988,"0"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",394828,timeout,2994,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",397828,timeout,2993,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",400827,timeout,2993,"0"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",403826,timeout,2995,"0"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",417008,timeout,1490,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",420008,timeout,2997,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",423009,timeout,2996,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"",656;1000,"39","16.67",423662,m,650,"1"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"",718;1000,60;43,"16.66",426724,m,711,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",432007,timeout,2996,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",435006,timeout,2993,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"",762;1000,"45","16.66",435767,m,755,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",441006,timeout,2993,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",821;1000,"49","16.66",441825,m,809,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",447005,timeout,2989,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",450004,timeout,2993,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",453004,timeout,2995,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",456004,timeout,2989,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",459003,timeout,2994,"0"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",805;1000,"48","16.67",459807,m,799,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.67",465002,timeout,2996,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",468001,timeout,2995,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",471001,timeout,2997,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",474001,timeout,2997,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",477000,timeout,2988,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",480000,timeout,2997,"0"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"",985;1000,"59","16.66",480984,m,980,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",490365,timeout,1486,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.67",493365,timeout,2997,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"",296;1000,"17","16.66",493660,m,288,"1"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",499365,timeout,2993,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",501985,m,2610,"1"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",505364,timeout,2993,"0"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",508363,timeout,2992,"0"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",511363,timeout,2996,"0"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"",264;1000,"15","16.66",511626,m,252,"1"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",517362,timeout,2997,"0"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",519838,m,2474,"1"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",523362,timeout,2994,"0"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",526361,timeout,2988,"0"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",527855,m,1490,"1"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",532361,timeout,2997,"0"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",535360,timeout,2993,"0"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",536919,m,1549,"1"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",541359,timeout,2994,"0"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",544359,timeout,2993,"0"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",547358,timeout,2992,"0"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",550357,timeout,2995,"0"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",553357,timeout,2998,"0"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",556357,timeout,2989,"0"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",559356,timeout,2993,"0"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",612817,timeout,1473,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",615816,timeout,2993,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",618815,timeout,2993,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",621816,timeout,2997,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"",878;1000,"52","16.66",622693,m,871,"1"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",627815,timeout,2997,"0"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",630815,timeout,2993,"0"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",631872,m,1051,"1"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",636813,timeout,2996,"0"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",639814,timeout,2997,"0"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"",793;1000,"47","16.66",640605,m,785,"1"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",645812,timeout,2990,"0"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",648812,timeout,2993,"0"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",650044,m,1227,"1"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",654811,timeout,2990,"0"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",657810,timeout,2997,"0"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"",793;1000,"47","16.66",658602,m,789,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",663809,timeout,2993,"0"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",666810,timeout,2998,"0"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"",881;1000,"52","16.66",667690,m,874,"1"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",672809,timeout,2990,"0"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",675808,timeout,2989,"0"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",676836,m,1023,"1"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",681807,timeout,2993,"0"
