browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"111.0",MacOS,en-CA,2023-04-12_20:01:09,2023-04-12_16:01:09,2023-04-12_18:24:01,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=NNVpGeGfmvLdKEo,975.158

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"19",test,M,word,"",2p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1001,60,"16.68","1000","60","16.67",135729,timeout,2995,""
"20",test,W,word,m,2p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",139730,timeout,2996,"0"
"21",test,C,word,"",2p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1001","60","16.68",143730,timeout,2995,""
"22",test,S,word,"",2p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",147730,timeout,2995,""
"23",test,I,word,"",2p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",151730,timeout,2995,""
"24",test,S,word,m,2p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","635","38","16.65",153365,m,630,"1"
"25",test,U,word,"",2p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",158631,timeout,2995,""
"26",test,X,word,"",2p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","1001","60","16.68",162632,timeout,2997,""
"28",test,Y,word,"",placeholder2,"","",m,"","1500","",0,0,"","","",249635,timeout,1476,""
"29",test,H,word,"",2p1-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",253637,timeout,2995,""
"30",test,X,word,"",2p2-2,"1000","1000",m,"","3000",999,60,"16.65","1001","60","16.68",257637,timeout,2996,""
"31",test,V,word,"",2p3-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",261639,timeout,2997,""
"32",test,Y,word,"",2p4-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",265637,timeout,2996,""
"33",test,E,word,"",2p5-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",269637,timeout,2993,""
"34",test,P,word,"",2p6-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",273637,timeout,2993,""
"35",test,C,word,"",2p7-2,"1000","1000",m,"","3000",999,60,"16.66","1001","60","16.68",277638,timeout,2996,""
"36",test,O,word,"",2p8-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",281638,timeout,2995,""
"37",test,C,word,m,2p9-2,"1000","1000",m,"","3000",1000,60,"16.67","478","28","16.67",283114,m,471,"1"
"38",test,L,word,"",2p10-2,"1000","1000",m,"","3000",1001,60,"16.69","998","60","16.63",287105,timeout,2993,""
"39",test,C,word,m,2p11-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",291105,timeout,2999,"0"
"40",test,L,word,m,2p12-2,"1000","1000",m,"","3000",1000,60,"16.67","564","33","16.67",292669,m,559,"1"
"41",test,J,word,"",2p13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",296656,timeout,2996,""
"42",test,X,word,"",2p14-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",300656,timeout,2997,""
"43",test,G,word,"",2p15-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",304656,timeout,2995,""
"44",test,X,word,m,2p16-2,"1000","1000",m,"","3000",1000,60,"16.67","708","42","16.67",306363,m,701,"1"
"45",test,G,word,m,2p17-2,"1000","1000",m,"","3000",999,60,"16.65","728","43","16.68",308083,m,723,"1"
"46",test,Y,word,"",2p18-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",312074,timeout,2996,""
"47",test,W,word,"",2p19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",316074,timeout,2997,""
"48",test,F,word,"",2p20-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",320074,timeout,2997,""
"49",test,W,word,m,2p21-2,"1000","1000",m,"","3000",1000,60,"16.67","642","38","16.67",321715,m,637,"1"
"50",test,V,word,"",2p22-2,"1000","1000",m,"","3000",1000,60,"16.66","999","60","16.66",325707,timeout,2996,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",365626,timeout,1486,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",369626,timeout,2995,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",373626,timeout,2995,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",377626,timeout,2995,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","459","27","16.67",379085,m,457,"1"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,61,"16.39","1000","60","16.67",384643,timeout,2995,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","1001","60","16.68",388645,timeout,2997,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",392644,timeout,2996,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","771","46","16.67",394415,m,766,"1"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,61,"16.39","1001","60","16.68",399778,timeout,2996,"0"
"62",test,V,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",403778,timeout,2996,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",407778,timeout,2995,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","868","52","16.66",409646,m,863,"1"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","1001","60","16.68",414795,timeout,2994,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",418795,timeout,2995,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",422796,timeout,2995,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",426796,timeout,2994,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.66","1001","60","16.68",430796,timeout,2996,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",434797,timeout,2996,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.67",438796,timeout,2995,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,60,"16.65","908","54","16.68",440702,m,902,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.66","834","49","16.68",443630,m,829,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,61,"16.37","999","60","16.65",448748,timeout,2996,"0"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,60,"16.67","1000","60","16.66",452748,timeout,2996,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",474265,timeout,1489,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",1000,60,"16.66","1001","60","16.68",478266,timeout,2997,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",482265,timeout,2994,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",486266,timeout,2996,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",490266,timeout,2995,""
"82",test,P,word,"",3p5-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",494267,timeout,2996,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",498265,timeout,2994,"0"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",502267,timeout,2996,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",506268,timeout,2996,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",510268,timeout,2996,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",1000,60,"16.66","673","40","16.66",511940,m,669,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",515934,timeout,2996,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",519934,timeout,2993,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",523935,timeout,2996,""
"91",test,N,word,"",3p14-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",527935,timeout,2995,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",999,60,"16.65","1001","60","16.68",530397,m,1459,"1"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",1000,60,"16.67","1001","60","16.68",534386,timeout,2997,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",538385,timeout,2995,"0"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",542386,timeout,2996,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",546386,timeout,2995,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",1000,60,"16.66","1001","60","16.68",550386,timeout,2996,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",1000,60,"16.67","482","28","16.65",551868,m,477,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",553863,m,1006,"1"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",999,60,"16.65","769","45","16.69",555621,m,764,"1"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",572054,timeout,1482,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",999,60,"16.66","1000","60","16.67",576055,timeout,2996,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",999,60,"16.65","1001","60","16.68",580055,timeout,2997,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",584055,timeout,2995,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1000,60,"16.66","631","37","16.68",585685,m,626,"1"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1000,60,"16.67","565","33","16.67",587235,m,557,"1"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",591222,timeout,2995,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.66",595223,timeout,2996,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",599223,timeout,2996,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",601787,m,1559,"1"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",605773,timeout,2995,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",1000,60,"16.67","649","38","16.67",607421,m,642,"1"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",999,60,"16.66","1001","60","16.68",611406,timeout,2996,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",613816,m,1404,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",617807,timeout,2996,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",621806,timeout,2994,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.66",625808,timeout,2996,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",629807,timeout,2995,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",633808,timeout,2995,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",999,60,"16.65","967","57","16.68",635773,m,964,"1"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",639758,timeout,2996,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",643758,timeout,2995,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",1001,60,"16.68","751","45","16.67",645509,m,746,"1"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",699345,timeout,1485,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",703345,timeout,2995,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",999,60,"16.66","1001","60","16.68",707345,timeout,2997,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",709909,m,1559,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",999,60,"16.65","1001","60","16.68",713896,timeout,2996,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",1000,60,"16.67","566","33","16.67",715461,m,560,"1"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",1000,60,"16.67","626","37","16.67",717071,m,620,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",721063,timeout,2995,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",1000,60,"16.67","615","36","16.67",722677,m,609,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",726664,timeout,2996,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",1000,60,"16.67","557","33","16.67",728220,m,554,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1000,60,"16.67","552","33","16.67",729765,m,547,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",733764,timeout,2997,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",737764,timeout,2995,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",741764,timeout,2995,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",745764,timeout,2994,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",749764,timeout,2996,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1000,60,"16.67","785","47","16.67",751549,m,780,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",999,60,"16.66","1001","60","16.68",755547,timeout,2995,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",759548,timeout,2995,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",763548,timeout,2997,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",765732,m,1179,"1"
"148",test,Q,word,"",2t22-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",769715,timeout,2995,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",798534,timeout,1490,""
"151",test,O,word,"",3t1-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",802534,timeout,2996,""
"152",test,B,word,"",3t2-1,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",806535,timeout,2996,""
"153",test,P,word,"",3t3-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",810535,timeout,2996,""
"154",test,Z,word,"",3t4-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",814534,timeout,2995,""
"155",test,B,word,m,3t5-1,"1000","1000",m,"","3000",1000,60,"16.67","440","26","16.68",815974,m,434,"1"
"156",test,R,word,"",3t6-1,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",819968,timeout,2995,""
"157",test,K,word,"",3t7-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",823969,timeout,2996,""
"158",test,V,word,"",3t8-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",827969,timeout,2995,""
"159",test,A,word,"",3t9-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",831968,timeout,2994,""
"160",test,K,word,m,3t10-1,"1000","1000",m,"","3000",1001,60,"16.68","876","52","16.67",833845,m,871,"1"
"161",test,D,word,"",3t11-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",837837,timeout,2996,""
"162",test,T,word,"",3t12-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",841836,timeout,2995,""
"163",test,L,word,"",3t13-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",845836,timeout,2996,""
"164",test,S,word,"",3t14-1,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",849837,timeout,2996,""
"165",test,J,word,"",3t15-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",853836,timeout,2994,""
"166",test,L,word,m,3t16-1,"1000","1000",m,"","3000",1000,60,"16.67","1001","60","16.68",857837,timeout,2996,"0"
"167",test,V,word,"",3t17-1,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",861837,timeout,2995,""
"168",test,J,word,m,3t18-1,"1000","1000",m,"","3000",1000,60,"16.67","729","43","16.67",863566,m,724,"1"
"169",test,L,word,"",3t19-1,"1000","1000",m,"","3000",1000,60,"16.66","987","59","16.67",865540,m,982,""
"170",test,V,word,m,3t20-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",868044,m,1499,"1"
"171",test,E,word,"",3t21-1,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",872037,timeout,2994,""
"172",test,C,word,"",3t22-1,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.66",876038,timeout,2995,""
"173",test,V,word,m,3t23-1,"1000","1000",m,"","3000",1001,60,"16.68","999","60","16.65",880039,timeout,2996,"0"
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",889856,timeout,1483,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",893856,timeout,2995,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",897849,timeout,2988,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",992,60,"16.53","1000","60","16.66",901840,timeout,2996,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",999,60,"16.66","1001","60","16.68",905840,timeout,2996,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",909840,timeout,2995,"0"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",1001,60,"16.68","999","60","16.66",913841,timeout,2996,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.66",917841,timeout,2996,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.66",921841,timeout,2996,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",924373,m,1528,"1"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",928358,timeout,2996,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1000,60,"16.67","615","36","16.67",929973,m,611,"1"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",933957,timeout,2994,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",937959,timeout,2996,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",941958,timeout,2996,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",1000,60,"16.67","999","60","16.65",945960,timeout,2997,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",948355,m,1392,"1"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",952343,timeout,2996,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1000,60,"16.67","1000","60","16.67",956343,timeout,2995,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",1000,60,"16.66","1000","60","16.67",960343,timeout,2996,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",1000,60,"16.67","958","57","16.67",962300,m,952,"1"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",1001,60,"16.68","1000","60","16.67",966294,timeout,2996,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",1000,60,"16.67","873","52","16.67",968166,m,867,"1"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",999,60,"16.65","1000","60","16.67",972161,timeout,2997,""
