browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"111.0",MacOS,en-CA,2023-04-04_18:07:08,2023-04-04_14:07:08,2023-04-03_20:03:39,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=SV9Qg48GzOkBraI,925.41

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"50",test,L,word,"",2p22-2,"1000","1000",m,"","3000",999,120,"8.33","998","119","8.38",285419,timeout,2997,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",311143,timeout,1492,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1001,120,"8.34","1001","120","8.34",315145,timeout,2996,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",998,120,"8.32","997","119","8.38",319147,timeout,3001,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,120,"8.33","997","119","8.38",323147,timeout,2996,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","869","103","8.38",325015,m,864,"1"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,120,"8.35","1000","120","8.33",330672,timeout,2996,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,120,"8.32","997","119","8.38",334672,timeout,2996,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","998","120","8.31",338671,timeout,2995,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,120,"8.33","997","119","8.37",342672,timeout,2997,"0"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1004,121,"8.30","1004","120","8.37",345598,m,1917,"1"
"62",test,K,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,120,"8.35","1000","120","8.33",352618,timeout,2993,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,121,"8.29","998","120","8.32",356623,timeout,2997,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","756","90","8.35",358379,m,750,"1"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,120,"8.36","998","120","8.32",363476,timeout,3000,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1001,120,"8.34","1003","120","8.36",367478,timeout,2998,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","997","118","8.45",371474,timeout,2992,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",998,120,"8.32","998","119","8.38",375474,timeout,2997,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","996","119","8.37",379475,timeout,2996,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","996","118","8.44",383476,timeout,2997,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,120,"8.33","1004","120","8.37",387477,timeout,2996,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","971","116","8.36",389447,m,966,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,121,"8.26","1000","120","8.33",395233,timeout,2993,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",999,120,"8.33","999","120","8.33",399237,timeout,2999,"0"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1000,120,"8.33","1000","120","8.34",403233,timeout,2991,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",430070,timeout,1496,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",999,120,"8.32","1001","120","8.34",434067,timeout,2993,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",999,132,"7.57","996","126","7.90",438063,timeout,2992,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",1004,126,"7.96","1000","120","8.33",442063,timeout,2993,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1000,120,"8.34","1000","122","8.19",444111,m,1043,""
"82",test,E,word,"",3p5-2,"1000","1000",m,"","3000",1000,120,"8.34","1002","121","8.28",448106,timeout,2997,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.37",450349,m,1238,"1"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",997,120,"8.31","1001","120","8.34",452801,m,1455,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1002,121,"8.28","997","120","8.31",456797,timeout,2996,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.33",460800,timeout,2999,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",999,120,"8.33","1001","120","8.34",464799,timeout,2995,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",468798,timeout,2996,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",1000,120,"8.33","1001","120","8.34",472802,timeout,2998,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1002,121,"8.28","1004","120","8.36",476806,timeout,2996,""
"91",test,B,word,"",3p14-2,"1000","1000",m,"","3000",999,120,"8.33","998","119","8.39",480802,timeout,2992,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",484803,timeout,2998,"0"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",488260,m,2457,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",1003,120,"8.36","999","120","8.32",492258,timeout,2993,"0"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",999,120,"8.33","706","84","8.38",493963,m,700,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",997,121,"8.24","1003","121","8.29",497958,timeout,2995,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",999,120,"8.32","998","119","8.39",501965,timeout,3004,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",1003,118,"8.50","730","88","8.26",503691,m,724,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",998,122,"8.18","1000","121","8.27",506715,m,2023,"1"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",1001,121,"8.27","1001","120","8.34",510709,timeout,2992,"0"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",533986,timeout,1489,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",996,120,"8.30","996","119","8.37",537984,timeout,2997,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",999,120,"8.32","1001","120","8.34",541978,timeout,2991,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1000,120,"8.33","996","119","8.37",545978,timeout,2995,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1000,120,"8.34","999","120","8.33",548165,m,1182,"1"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1004,121,"8.29","997","120","8.31",550423,m,1253,"1"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1004,121,"8.30","997","120","8.31",554427,timeout,2999,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",999,120,"8.32","1001","120","8.34",558425,timeout,2995,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",562426,timeout,2996,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",999,120,"8.33","1002","120","8.35",566425,timeout,2995,"0"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",570421,timeout,2991,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",998,120,"8.32","998","119","8.39",573062,m,1638,"1"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",998,120,"8.32","999","120","8.33",577056,timeout,2997,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",999,120,"8.32","854","102","8.34",578909,m,849,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",999,121,"8.26","999","119","8.40",582901,timeout,2990,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",999,120,"8.33","998","119","8.38",585070,m,1164,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",1003,121,"8.29","1002","120","8.35",589068,timeout,2997,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",999,120,"8.33","996","119","8.37",593068,timeout,2996,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",997,120,"8.31","1004","120","8.36",597064,timeout,2996,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",999,120,"8.33","450","53","8.41",598513,m,445,"1"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",996,120,"8.30","996","120","8.30",602505,timeout,2995,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",999,120,"8.33","996","119","8.37",606506,timeout,2997,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",999,120,"8.33","682","80","8.44",608187,m,677,"1"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",617154,timeout,1488,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",999,120,"8.32","999","120","8.32",621151,timeout,2994,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",999,120,"8.33","997","119","8.38",625153,timeout,2997,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",999,120,"8.32","1002","120","8.35",627244,m,1088,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",1000,121,"8.27","1000","120","8.33",631241,timeout,2993,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",999,120,"8.33","463","54","8.52",632702,m,457,"1"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",1003,121,"8.29","681","81","8.33",634384,m,676,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",999,120,"8.33","1004","121","8.30",638377,timeout,2993,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",999,120,"8.33","751","89","8.43",640127,m,745,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",1003,122,"8.22","996","120","8.30",644129,timeout,2994,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",999,120,"8.32","601","70","8.56",645729,m,596,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1003,122,"8.23","672","80","8.32",647402,m,666,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",999,120,"8.32","997","120","8.31",651397,timeout,2998,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",1007,120,"8.39","1002","119","8.42",655401,timeout,2993,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",999,120,"8.32","997","119","8.38",659399,timeout,2994,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",999,120,"8.32","1001","119","8.41",663401,timeout,3002,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",998,120,"8.32","1004","120","8.37",667402,timeout,2998,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1003,132,"7.60","800","95","8.33",669204,m,796,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",1001,120,"8.34","1001","119","8.41",673200,timeout,3000,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1004,120,"8.37","998","120","8.32",677204,timeout,2995,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1000,120,"8.34","1001","121","8.27",681207,timeout,2998,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1000,120,"8.34","998","120","8.32",685206,timeout,2994,"0"
"148",test,X,word,"",2t22-2,"1000","1000",m,"","3000",1000,119,"8.41","998","120","8.32",689206,timeout,2994,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",697364,timeout,1492,""
"151",test,C,word,"",3t1-1,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.33",701368,timeout,3000,""
"152",test,W,word,"",3t2-1,"1000","1000",m,"","3000",999,120,"8.32","1001","120","8.34",705367,timeout,2994,""
"153",test,J,word,"",3t3-1,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.34",709367,timeout,2996,""
"154",test,D,word,"",3t4-1,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.33",713367,timeout,2995,""
"155",test,E,word,"",3t5-1,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.34",717367,timeout,2996,""
"156",test,J,word,m,3t6-1,"1000","1000",m,"","3000",1000,120,"8.33","996","120","8.30",719398,m,1027,"1"
"157",test,D,word,m,3t7-1,"1000","1000",m,"","3000",999,120,"8.33","1000","120","8.33",721673,m,1272,"1"
"158",test,H,word,"",3t8-1,"1000","1000",m,"","3000",997,119,"8.38","996","120","8.30",725654,timeout,2992,""
"159",test,I,word,"",3t9-1,"1000","1000",m,"","3000",999,120,"8.33","998","120","8.32",729657,timeout,2998,""
"160",test,J,word,"",3t10-1,"1000","1000",m,"","3000",1000,120,"8.33","1003","120","8.36",733658,timeout,2997,""
"161",test,K,word,"",3t11-1,"1000","1000",m,"","3000",1000,120,"8.33","1002","120","8.35",737659,timeout,2997,""
"162",test,I,word,m,3t12-1,"1000","1000",m,"","3000",1000,120,"8.33","1002","120","8.35",739945,m,1282,"1"
"163",test,M,word,"",3t13-1,"1000","1000",m,"","3000",998,120,"8.31","996","120","8.30",743945,timeout,2998,""
"164",test,K,word,m,3t14-1,"1000","1000",m,"","3000",1000,120,"8.33","1002","120","8.35",747948,timeout,2999,"0"
"165",test,O,word,"",3t15-1,"1000","1000",m,"","3000",999,120,"8.33","1003","120","8.36",751949,timeout,2998,""
"166",test,M,word,m,3t16-1,"1000","1000",m,"","3000",999,120,"8.33","999","120","8.32",755953,timeout,3000,"0"
"167",test,K,word,m,3t17-1,"1000","1000",m,"","3000",1002,121,"8.28","998","120","8.32",758151,m,1191,"1"
"168",test,R,word,"",3t18-1,"1000","1000",m,"","3000",1001,120,"8.34","1000","121","8.26",762155,timeout,2999,""
"169",test,S,word,"",3t19-1,"1000","1000",m,"","3000",1000,120,"8.33","997","119","8.38",766151,timeout,2992,""
"170",test,E,word,"",3t20-1,"1000","1000",m,"","3000",999,120,"8.33","33","3","10.27",767183,m,28,""
"171",test,U,word,"",3t21-1,"1000","1000",m,"","3000",998,120,"8.32","1000","120","8.33",771176,timeout,2992,""
"172",test,V,word,"",3t22-1,"1000","1000",m,"","3000",999,120,"8.33","1005","120","8.37",775172,timeout,2991,""
"173",test,W,word,"",3t23-1,"1000","1000",m,"","3000",999,120,"8.32","996","119","8.37",777286,m,1110,""
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",840116,timeout,1487,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",1002,121,"8.28","997","118","8.45",844120,timeout,2998,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",999,120,"8.32","1002","116","8.64",848118,timeout,2994,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",998,120,"8.32","1000","118","8.47",852117,timeout,2995,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",1004,122,"8.23","1000","123","8.13",856119,timeout,2993,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",999,120,"8.32","997","120","8.31",858972,m,1850,"1"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",997,120,"8.31","1003","121","8.29",862966,timeout,2996,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",1000,120,"8.33","1004","120","8.36",866969,timeout,2999,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1000,120,"8.33","1004","120","8.36",870970,timeout,2998,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",1000,120,"8.33","821","98","8.32",872790,m,815,"1"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",999,120,"8.32","999","120","8.33",876783,timeout,2994,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1003,120,"8.36","1000","120","8.33",880783,timeout,2993,"0"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1004,120,"8.37","999","120","8.32",884785,timeout,2992,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",999,119,"8.40","1002","119","8.42",888787,timeout,2998,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1004,120,"8.36","1000","120","8.33",892793,timeout,2998,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",997,120,"8.31","1002","120","8.35",896789,timeout,2995,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1000,120,"8.33","990","118","8.36",898777,m,983,"1"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",1000,120,"8.33","1000","120","8.33",902775,timeout,2996,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1000,119,"8.40","998","119","8.39",906780,timeout,2999,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",1000,118,"8.47","996","117","8.51",910780,timeout,2998,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",1000,119,"8.40","708","83","8.48",912487,m,703,"1"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",1002,120,"8.35","1000","120","8.34",916486,timeout,2996,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",999,120,"8.32","936","110","8.46",918421,m,931,"1"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",1003,121,"8.29","1003","120","8.36",922417,timeout,2993,""
