browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Microsoft Edge,114.0.1823.51,Windows,en-US,2023-06-29_15:54:42,2023-06-29_09:54:42,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=EU3j1uxmTSTwXE9,535.201

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",152927,timeout,2989,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",155926,timeout,2996,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",158927,timeout,2997,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",161926,timeout,2997,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.67",164926,timeout,2997,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",167925,timeout,2992,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","60","16.67",170925,timeout,2997,"0"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",177024,timeout,1488,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",180024,timeout,2997,"0"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",183023,timeout,2995,"0"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",186023,timeout,2997,"0"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",189023,timeout,2994,"0"
"114",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",192023,timeout,2990,"0"
"115",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","","999","60","16.64",195022,timeout,2996,"0"
"116",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",198021,timeout,2996,"0"
"117",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",201021,timeout,2997,"0"
"118",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",204020,timeout,2995,"0"
"119",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",207020,timeout,2996,"0"
"120",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",210019,timeout,2997,"0"
"121",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",213020,timeout,2998,"0"
"122",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",216019,timeout,2993,"0"
"123",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",219018,timeout,2992,"0"
"124",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",222019,timeout,2997,"0"
"126",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","","",226667,timeout,1484,""
"127",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",229667,timeout,2997,"0"
"128",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",232667,timeout,2996,"0"
"129",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",235666,timeout,2996,"0"
"130",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",238666,timeout,2997,"0"
"131",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",241666,timeout,2993,"0"
"132",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",244665,timeout,2994,"0"
"133",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",247665,timeout,2993,"0"
"134",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",250664,timeout,2994,"0"
"135",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",253664,timeout,2997,"0"
"136",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",256663,timeout,2997,"0"
"137",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",259663,timeout,2996,"0"
"138",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",262663,timeout,2995,"0"
"139",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",265662,timeout,2993,"0"
"140",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",268662,timeout,2997,"0"
"141",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",271662,timeout,2998,"0"
"142",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",274662,timeout,2994,"0"
"143",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",277661,timeout,2989,"0"
"144",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",280660,timeout,2997,"0"
"145",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",283660,timeout,2997,"0"
"146",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",286660,timeout,2993,"0"
"147",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",289660,timeout,2995,"0"
"148",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",292659,timeout,2989,"0"
"150",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","","",298441,timeout,1483,""
"151",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",301442,timeout,2998,"0"
"152",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",304441,timeout,2990,"0"
"153",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",307441,timeout,2992,"0"
"154",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",310440,timeout,2990,"0"
"155",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",313439,timeout,2994,"0"
"156",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",316439,timeout,2997,"0"
"157",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",319440,timeout,2996,"0"
"158",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","","999","60","16.65",322439,timeout,2996,"0"
"159",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",325438,timeout,2990,"0"
"160",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",328437,timeout,2997,"0"
"161",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",331437,timeout,2997,"0"
"162",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",334437,timeout,2997,"0"
"163",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",337437,timeout,2994,"0"
"164",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",340436,timeout,2988,"0"
"165",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",343436,timeout,2997,"0"
"166",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",346436,timeout,2993,"0"
"167",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",349435,timeout,2997,"0"
"168",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",352435,timeout,2997,"0"
"169",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",355434,timeout,2994,"0"
"170",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",358434,timeout,2998,"0"
"171",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",361433,timeout,2990,"0"
"172",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",364433,timeout,2996,"0"
"174",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","","",386331,timeout,1485,""
"175",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",389330,timeout,2990,"0"
"176",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",392329,timeout,2989,"0"
"177",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",395329,timeout,2997,"0"
"178",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",398329,timeout,2995,"0"
"179",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",401329,timeout,2998,"0"
"180",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",404328,timeout,2993,"0"
"181",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",407327,timeout,2996,"0"
"182",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",410327,timeout,2996,"0"
"183",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",413328,timeout,2998,"0"
"184",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",416326,timeout,2989,"0"
"185",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",419326,timeout,2996,"0"
"186",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",422325,timeout,2995,"0"
"187",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",425325,timeout,2995,"0"
"188",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",428325,timeout,2997,"0"
"189",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",431324,timeout,2997,"0"
"190",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",434324,timeout,2997,"0"
"191",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",437323,timeout,2996,"0"
"192",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",440324,timeout,2997,"0"
"193",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",443323,timeout,2996,"0"
"194",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",446323,timeout,2997,"0"
"195",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",449322,timeout,2989,"0"
"196",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",452323,timeout,2998,"0"
"197",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",455321,timeout,2990,"0"
"199",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","","",463220,timeout,1486,""
"200",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",466220,timeout,2994,"0"
"201",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",469220,timeout,2997,"0"
"202",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",472219,timeout,2997,"0"
"203",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",475218,timeout,2997,"0"
"204",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",478219,timeout,2997,"0"
"205",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",481218,timeout,2990,"0"
"206",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",484218,timeout,2997,"0"
"207",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",487217,timeout,2995,"0"
"208",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",490217,timeout,2997,"0"
"209",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",493217,timeout,2990,"0"
"210",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",496217,timeout,2994,"0"
"211",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",499216,timeout,2993,"0"
"212",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",502215,timeout,2995,"0"
"213",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",505216,timeout,2998,"0"
"214",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",508215,timeout,2993,"0"
"215",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",511215,timeout,2990,"0"
"216",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",514214,timeout,2990,"0"
"217",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",517213,timeout,2992,"0"
"218",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",520213,timeout,2998,"0"
"219",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",523212,timeout,2987,"0"
"220",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.67",526212,timeout,2997,"0"
"221",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",529212,timeout,2996,"0"
"222",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",532212,timeout,2989,"0"
