browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"115.0",MacOS,en-CA,2023-07-13_18:57:35,2023-07-13_14:57:35,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=4TzLMZENzkrdTyb,642.745

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"54",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",92225,timeout,2990,"0"
"55",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","","996","120","8.30",95221,timeout,2982,"0"
"56",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",98220,timeout,2989,"0"
"57",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",101221,timeout,2986,"0"
"58",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",104220,timeout,2991,"0"
"59",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",107220,timeout,2988,"0"
"60",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","",626;1000,"74","8.34",107846,m,615,"1"
"61",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","",624;1000,120;74,"8.34",110844,m,616,"1"
"63",test,"",word,m,placeholder3-1,"",waitResponseWindow,"1500",m,"","","","","",116916,timeout,1486,"0"
"64",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"996",120;120,"8.32",119920,timeout,2992,"0"
"67",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1003","121","8.29",122916,timeout,2987,"0"
"70",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",125916,timeout,2988,"0"
"73",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",128916,timeout,2991,"0"
"76",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",131916,timeout,2985,"0"
"79",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",134916,timeout,2990,"0"
"82",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",137916,timeout,2990,"0"
"85",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,967;1001,"115","8.34",138882,m,957,"1"
"87",test,"",word,m,placeholder3-9,"",waitResponseWindow,"1500",m,"","","","","",144312,timeout,1489,"0"
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","119","8.40",145327,m,1005,"1"
"90",test,"",word,m,placeholder3-10,"",waitResponseWindow,"1500",m,"","","","","",149491,timeout,1491,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1003","121","8.29",152487,timeout,2986,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1003","121","8.29",155492,timeout,2995,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1004","121","8.29",158495,timeout,2992,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","120","8.33",161495,timeout,2990,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1001","120","8.34",164496,timeout,2991,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","120","8.33",165602,m,1097,"1"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",172912,timeout,1497,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",175913,timeout,2993,"0"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",178912,timeout,2990,"0"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",181912,timeout,2989,"0"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","",916;998,"109","8.33",182828,m,907,"1"
"114",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","","1004",120;121,"8.31",187921,timeout,2995,"0"
"115",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",190924,timeout,2994,"0"
"116",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",193925,timeout,2989,"0"
"117",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","",977;1000,"117","8.33",194901,m,967,"1"
"118",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",199929,timeout,2989,"0"
"119",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",202929,timeout,2991,"0"
"120",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",205929,timeout,2990,"0"
"121",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",208929,timeout,2990,"0"
"122",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",211933,timeout,2994,"0"
"123",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",213054,m,1111,"1"
"124",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",217933,timeout,2991,"0"
"126",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","","",223175,timeout,1487,""
"127",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",226175,timeout,2989,"0"
"128",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",229175,timeout,2990,"0"
"129",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",232175,timeout,2990,"0"
"130",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",235175,timeout,2991,"0"
"131",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","",756;1000,"90","8.33",235930,m,745,"1"
"132",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","","1001",120;120,"8.34",241175,timeout,2990,"0"
"133",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",242220,m,1035,"1"
"134",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",247175,timeout,2991,"0"
"135",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",250175,timeout,2990,"0"
"136",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",253177,timeout,2992,"0"
"137",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",254244,m,1059,"1"
"138",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","",581;1001,"69","8.34",256754,m,571,"1"
"139",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","","1001",119;120,"8.38",262176,timeout,2991,"0"
"140",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",265174,timeout,2989,"0"
"141",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",268175,timeout,2995,"0"
"142",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",269181,m,999,"1"
"143",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",272785,m,1600,"1"
"144",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",277175,timeout,2991,"0"
"145",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",280174,timeout,2990,"0"
"146",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","","1001","120","8.34",283175,timeout,2991,"0"
"147",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",286175,timeout,2989,"0"
"148",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",289175,timeout,2991,"0"
"150",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","","",321833,timeout,1488,""
"151",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",324833,timeout,2991,"0"
"152",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",327833,timeout,2991,"0"
"153",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","",652;1000,"78","8.33",328485,m,642,"1"
"154",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",332656,m,1814,"1"
"155",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",336838,timeout,2996,"0"
"156",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",339837,timeout,2991,"0"
"157",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","",735;1000,"87","8.33",340571,m,725,"1"
"158",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",345838,timeout,2992,"0"
"159",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","",728;1000,"87","8.33",346565,m,718,"1"
"160",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",351838,timeout,2992,"0"
"161",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",354838,timeout,2991,"0"
"162",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",357838,timeout,2991,"0"
"163",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",360837,timeout,2991,"0"
"164",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",363838,timeout,2992,"0"
"165",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",366838,timeout,2992,"0"
"166",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",369837,timeout,2990,"0"
"167",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",372837,timeout,2990,"0"
"168",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","",856;999,"102","8.33",373693,m,847,"1"
"169",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",378837,timeout,2991,"0"
"170",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","","996","120","8.30",381841,timeout,2994,"0"
"171",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",384841,timeout,2989,"0"
"172",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",387841,timeout,2988,"0"
"174",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","","",391566,timeout,1491,""
"175",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",394571,timeout,2995,"0"
"176",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",397570,timeout,2990,"0"
"177",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",400574,timeout,2994,"0"
"178",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",403575,timeout,2992,"0"
"179",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",406579,timeout,2996,"0"
"180",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","",913;1004,"110","8.29",407491,m,901,"1"
"181",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","","996",121;120,"8.30",412578,timeout,2985,"0"
"182",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",415578,timeout,2989,"0"
"183",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","","1005","121","8.30",418575,timeout,2988,"0"
"184",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",421579,timeout,2996,"0"
"185",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","","996","120","8.30",424583,timeout,2994,"0"
"186",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",427583,timeout,2991,"0"
"187",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",430583,timeout,2991,"0"
"188",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","","996","120","8.30",433579,timeout,2987,"0"
"189",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",436583,timeout,2994,"0"
"190",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.30",439587,timeout,2993,"0"
"191",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",442587,timeout,2989,"0"
"192",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",445587,timeout,2991,"0"
"193",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",448587,timeout,2989,"0"
"194",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",451588,timeout,2992,"0"
"195",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","",668;1004,"80","8.28",452255,m,658,"1"
"196",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","","997",121;122,"8.23",457591,timeout,2992,"0"
"197",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","","1002","125","8.02",460593,timeout,2992,"0"
"199",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","","",570754,timeout,1489,""
"200",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",573755,timeout,2991,"0"
"201",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.32",576754,timeout,2990,"0"
"202",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",579755,timeout,2990,"0"
"203",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",582754,timeout,2991,"0"
"204",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","121","8.26",585753,timeout,2989,"0"
"205",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","",970;1001,"116","8.34",586723,m,960,"1"
"206",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","","1004",120;121,"8.32",591755,timeout,2995,"0"
"207",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",594755,timeout,2991,"0"
"208",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",597755,timeout,2991,"0"
"209",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","",836;1000,"100","8.33",598590,m,826,"1"
"210",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",603754,timeout,2990,"0"
"211",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","",665;1000,"80","8.23",604419,m,655,"1"
"212",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","","1000",121;120,"8.30",609755,timeout,2993,"0"
"213",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","",897;1001,"107","8.34",610650,m,887,"1"
"214",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",615754,timeout,2991,"0"
"215",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",618754,timeout,2991,"0"
"216",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",621754,timeout,2990,"0"
"217",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","",863;1000,"103","8.34",622616,m,853,"1"
"218",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;119,"8.37",627755,timeout,2992,"0"
"219",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",630755,timeout,2991,"0"
"220",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",633754,timeout,2991,"0"
"221",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","",639;1000,"76","8.33",634393,m,629,"1"
"222",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",639754,timeout,2991,"0"
