browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Safari,"15.1",MacOS,en,2023-04-12_19:39:41,2023-04-12_12:39:41,2023-04-12_18:24:01,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=6szydkZGdWCIi29,948.715

rowNo,type,stim1,stimFormat,key,label,presTime,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"38",test,L,word,"",2p10-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",284497,timeout,3003,""
"39",test,C,word,m,2p11-2,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",288314,m,2810,"1"
"40",test,L,word,m,2p12-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",291215,m,1900,"1"
"41",test,J,word,"",2p13-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",295209,timeout,2987,""
"42",test,X,word,"",2p14-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",299220,timeout,3004,""
"43",test,G,word,"",2p15-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",303214,timeout,2987,""
"44",test,X,word,m,2p16-2,"1000","1000",m,"","3000",1002,60,"16.70","564","33","16.73",304778,m,557,"1"
"45",test,G,word,m,2p17-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",306920,m,1145,"1"
"46",test,Y,word,"",2p18-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",310918,timeout,3004,""
"47",test,W,word,"",2p19-2,"1000","1000",m,"","3000",1001,60,"16.68","1004","60","16.73",314912,timeout,2988,""
"48",test,F,word,"",2p20-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",318906,timeout,2987,""
"49",test,W,word,m,2p21-2,"1000","1000",m,"","3000",1002,60,"16.70","679","40","16.73",320587,m,674,"1"
"50",test,V,word,"",2p22-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",324587,timeout,3003,""
"52",test,"",word,"",placeholder3,"","",m,"","1500","",0,0,"","","",360333,timeout,1483,""
"53",test,D,word,"",3p1-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1002","60","16.70",364344,timeout,3004,""
"54",test,S,word,"",3p2-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",368338,timeout,2987,""
"55",test,F,word,"",3p3-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",372332,timeout,2987,""
"56",test,D,word,m,3p4-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","394","23","16.74",373728,m,389,"1"
"57",test,I,word,"",3p5-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",378983,timeout,2987,""
"58",test,G,word,"",3p6-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",382994,timeout,3004,""
"59",test,J,word,"",3p7-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1003","60","16.72",387004,timeout,3004,""
"60",test,I,word,m,3p8-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","378","22","16.68",388385,m,374,"1"
"61",test,G,word,m,3p9-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1003","60","16.72",391835,m,1284,"1"
"62",test,V,word,"",3p10-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1002","60","16.70",397098,timeout,3004,""
"63",test,Q,word,"",3p11-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",401092,timeout,2987,""
"64",test,G,word,m,3p12-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",403163,m,1064,"1"
"65",test,Y,word,"",3p13-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1004","60","16.73",408177,timeout,2987,""
"66",test,A,word,"",3p14-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1003","60","16.72",412188,timeout,3003,""
"67",test,T,word,"",3p15-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",416182,timeout,2988,""
"68",test,L,word,"",3p16-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1002","60","16.70",420193,timeout,3004,""
"69",test,J,word,"",3p17-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1003","60","16.72",422415,m,1215,""
"70",test,O,word,"",3p18-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1004,60,"16.73","1003","60","16.72",427345,timeout,3003,""
"71",test,X,word,"",3p19-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1004,60,"16.73","1003","60","16.72",431356,timeout,3004,""
"72",test,J,word,m,3p20-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1002","60","16.70",433806,m,1443,"1"
"73",test,J,word,"",3p21-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1003","60","16.72",438709,timeout,3004,""
"74",test,X,word,m,3p22-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1003,60,"16.72","1002","60","16.70",440870,m,1154,"1"
"75",test,A,word,"",3p23-1,"1000","1000",m,correct: This is correct!; incorrect: This is incorrect!,"3000",1002,60,"16.70","1004","60","16.73",445694,timeout,2988,""
"77",test,"",word,"",placeholder4,"","",m,"","1500","",0,0,"","","",511637,timeout,1485,""
"78",test,O,word,"",3p1-2,"1000","1000",m,"","3000",1003,60,"16.72","1001","60","16.68",515648,timeout,3004,""
"79",test,Y,word,"",3p2-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",519642,timeout,2987,""
"80",test,S,word,"",3p3-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",523636,timeout,2987,""
"81",test,D,word,"",3p4-2,"1000","1000",m,"","3000",1002,60,"16.70","1002","55","18.22",527630,timeout,2987,""
"82",test,P,word,"",3p5-2,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",531624,timeout,2987,""
"83",test,S,word,m,3p6-2,"1000","1000",m,"","3000",1002,60,"16.70","346","20","16.75",532972,m,341,"1"
"84",test,G,word,"",3p7-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",536955,timeout,2988,""
"85",test,E,word,"",3p8-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",540966,timeout,3004,""
"86",test,I,word,"",3p9-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",543007,m,1034,""
"87",test,P,word,"",3p10-2,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",547014,timeout,3000,""
"88",test,X,word,"",3p11-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",551009,timeout,2987,""
"89",test,L,word,"",3p12-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",555003,timeout,2987,""
"90",test,T,word,"",3p13-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",558997,timeout,2987,""
"91",test,N,word,"",3p14-2,"1000","1000",m,"","3000",1001,60,"16.68","1004","60","16.73",562990,timeout,2987,""
"92",test,L,word,m,3p15-2,"1000","1000",m,"","3000",1003,60,"16.72","579","34","16.74",564572,m,574,"1"
"93",test,P,word,"",3p16-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",568556,timeout,2988,""
"94",test,N,word,m,3p17-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",571365,m,1802,"1"
"95",test,R,word,"",3p18-2,"1000","1000",m,"","3000",1004,60,"16.73","1003","60","16.72",575374,timeout,3004,""
"96",test,S,word,"",3p19-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",579385,timeout,3004,""
"97",test,T,word,"",3p20-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",583379,timeout,2987,""
"98",test,R,word,m,3p21-2,"1000","1000",m,"","3000",1002,60,"16.70","579","34","16.68",584960,m,574,"1"
"99",test,S,word,m,3p22-2,"1000","1000",m,"","3000",1004,60,"16.73","1003","60","16.72",586957,m,1000,"1"
"100",test,T,word,m,3p23-2,"1000","1000",m,"","3000",1002,60,"16.70","592","35","16.71",588549,m,586,"1"
"102",test,"",word,"",placeholder5,"","",m,"","1500","",0,0,"","","",611069,timeout,1475,""
"103",test,Z,word,"",2t1-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",615080,timeout,3003,""
"104",test,A,word,"",2t2-1,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",619091,timeout,3004,""
"105",test,Q,word,"",2t3-1,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",623085,timeout,2987,""
"106",test,A,word,m,2t4-1,"1000","1000",m,"","3000",1002,60,"16.70","637","38","16.68",624724,m,632,"1"
"107",test,Q,word,m,2t5-1,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",626815,m,1085,"1"
"108",test,B,word,"",2t6-1,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",630822,timeout,3003,""
"109",test,C,word,"",2t7-1,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",634833,timeout,3003,""
"110",test,I,word,"",2t8-1,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",638827,timeout,2987,""
"111",test,C,word,m,2t9-1,"1000","1000",m,"","3000",1003,60,"16.72","627","37","16.70",640457,m,623,"1"
"112",test,J,word,"",2t10-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",644442,timeout,2987,""
"113",test,C,word,m,2t11-1,"1000","1000",m,"","3000",1001,60,"16.68","1004","60","16.73",646535,m,1086,"1"
"114",test,T,word,"",2t12-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",650525,timeout,2987,""
"115",test,T,word,"",2t13-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",654519,timeout,2987,""
"116",test,A,word,"",2t14-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",658513,timeout,2987,""
"117",test,Z,word,"",2t15-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",662507,timeout,2987,""
"118",test,U,word,"",2t16-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",666501,timeout,2987,""
"119",test,I,word,"",2t17-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",670495,timeout,2987,""
"120",test,P,word,"",2t18-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",674489,timeout,2986,""
"121",test,I,word,m,2t19-1,"1000","1000",m,"","3000",1002,60,"16.70","417","24","16.71",675908,m,412,"1"
"122",test,Q,word,"",2t20-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",679903,timeout,3004,""
"123",test,H,word,"",2t21-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",683897,timeout,2987,""
"124",test,Q,word,m,2t22-1,"1000","1000",m,"","3000",1003,60,"16.72","894","53","16.70",685794,m,889,"1"
"126",test,"",word,"",placeholder6,"","",m,"","1500","",0,0,"","","",696364,timeout,1478,""
"127",test,U,word,"",2t1-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",700358,timeout,2987,""
"128",test,X,word,"",2t2-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",704352,timeout,2987,""
"129",test,U,word,m,2t3-2,"1000","1000",m,"","3000",1002,60,"16.70","449","26","16.69",705803,m,444,"1"
"130",test,L,word,"",2t4-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",709783,timeout,2987,""
"131",test,U,word,m,2t5-2,"1000","1000",m,"","3000",1003,60,"16.72","812","48","16.71",711598,m,807,"1"
"132",test,L,word,m,2t6-2,"1000","1000",m,"","3000",1002,60,"16.70","601","35","16.71",713191,m,596,"1"
"133",test,R,word,"",2t7-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",717186,timeout,3004,""
"134",test,U,word,"",2t8-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",721197,timeout,3004,""
"135",test,A,word,"",2t9-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",725191,timeout,2986,""
"136",test,U,word,"",2t10-2,"1000","1000",m,"","3000",1002,60,"16.70","600","35","16.71",726793,m,595,""
"137",test,A,word,m,2t11-2,"1000","1000",m,"","3000",1003,60,"16.72","855","51","16.69",728636,m,851,"1"
"138",test,G,word,"",2t12-2,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",732644,timeout,3004,""
"139",test,T,word,"",2t13-2,"1000","1000",m,"","3000",1003,60,"16.72","1001","60","16.68",736655,timeout,3004,""
"140",test,O,word,"",2t14-2,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",740649,timeout,2987,""
"141",test,B,word,"",2t15-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",744659,timeout,3003,""
"142",test,L,word,"",2t16-2,"1000","1000",m,"","3000",1004,60,"16.73","1003","60","16.72",748670,timeout,3004,""
"143",test,B,word,m,2t17-2,"1000","1000",m,"","3000",1003,60,"16.72","748","44","16.70",750421,m,743,"1"
"144",test,W,word,"",2t18-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",754418,timeout,3003,""
"145",test,H,word,"",2t19-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",758413,timeout,2988,""
"146",test,Y,word,"",2t20-2,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",762407,timeout,2987,""
"147",test,H,word,m,2t21-2,"1000","1000",m,"","3000",1002,60,"16.70","689","41","16.71",764098,m,684,"1"
"148",test,Q,word,"",2t22-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",768104,timeout,3002,""
"150",test,"",word,"",placeholder7,"","",m,"","1500","",0,0,"","","",777932,timeout,1485,""
"151",test,O,word,"",3t1-1,"1000","1000",m,"","3000",1001,60,"16.68","1004","60","16.73",781926,timeout,2988,""
"152",test,B,word,"",3t2-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",785920,timeout,2987,""
"153",test,P,word,"",3t3-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",789931,timeout,3004,""
"154",test,Z,word,"",3t4-1,"1000","1000",m,"","3000",1002,60,"16.70","1004","60","16.73",793924,timeout,2987,""
"155",test,B,word,m,3t5-1,"1000","1000",m,"","3000",1003,60,"16.72","554","33","16.67",795481,m,550,"1"
"156",test,R,word,"",3t6-1,"1000","1000",m,"","3000",1004,60,"16.73","1002","60","16.70",799489,timeout,3004,""
"157",test,K,word,"",3t7-1,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",803500,timeout,3004,""
"158",test,V,word,"",3t8-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",807494,timeout,2986,""
"159",test,A,word,"",3t9-1,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",811488,timeout,2987,""
"160",test,K,word,m,3t10-1,"1000","1000",m,"","3000",1002,60,"16.70","585","34","16.74",813075,m,580,"1"
"161",test,D,word,"",3t11-1,"1000","1000",m,"","3000",1002,60,"16.70","1002","60","16.70",817070,timeout,3004,""
"162",test,T,word,"",3t12-1,"1000","1000",m,"","3000",1002,60,"16.70","1004","60","16.73",821064,timeout,2988,""
"163",test,L,word,"",3t13-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",825074,timeout,3003,""
"164",test,S,word,"",3t14-1,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",829085,timeout,3004,""
"165",test,J,word,"",3t15-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",833079,timeout,2987,""
"166",test,L,word,m,3t16-1,"1000","1000",m,"","3000",1003,60,"16.72","483","28","16.68",834565,m,479,"1"
"167",test,V,word,"",3t17-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",838560,timeout,3002,""
"168",test,J,word,m,3t18-1,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",840931,m,1364,"1"
"169",test,L,word,"",3t19-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",844926,timeout,3003,""
"170",test,V,word,m,3t20-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",847391,m,1457,"1"
"171",test,E,word,"",3t21-1,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",851395,timeout,3004,""
"172",test,C,word,"",3t22-1,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",855389,timeout,2987,""
"173",test,V,word,m,3t23-1,"1000","1000",m,"","3000",1002,60,"16.70","818","48","16.71",857209,m,814,"1"
"175",test,"",word,"",placeholder8,"","",m,"","1500","",0,0,"","","",865115,timeout,1483,""
"176",test,A,word,"",3t1-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",869125,timeout,3003,""
"177",test,C,word,"",3t2-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",873136,timeout,3004,""
"178",test,G,word,"",3t3-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",877147,timeout,3004,""
"179",test,D,word,"",3t4-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",881157,timeout,3003,""
"180",test,C,word,m,3t5-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",883389,m,1224,"1"
"181",test,W,word,"",3t6-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",886003,m,1616,""
"182",test,U,word,"",3t7-2,"1000","1000",m,"","3000",1004,60,"16.73","1003","60","16.72",889998,timeout,2986,""
"183",test,Q,word,"",3t8-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",893992,timeout,2987,""
"184",test,W,word,m,3t9-2,"1000","1000",m,"","3000",1002,60,"16.70","619","37","16.70",895613,m,614,"1"
"185",test,N,word,"",3t10-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",899623,timeout,3003,""
"186",test,Q,word,m,3t11-2,"1000","1000",m,"","3000",1003,60,"16.72","496","29","16.72",901122,m,491,"1"
"187",test,D,word,"",3t12-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",905105,timeout,2987,""
"188",test,Z,word,"",3t13-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",909115,timeout,3003,""
"189",test,R,word,"",3t14-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",913126,timeout,3004,""
"190",test,F,word,"",3t15-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",917137,timeout,3003,""
"191",test,Z,word,m,3t16-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",919972,m,1828,"1"
"192",test,E,word,"",3t17-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",923972,timeout,3004,""
"193",test,C,word,"",3t18-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",927966,timeout,2987,""
"194",test,Y,word,"",3t19-2,"1000","1000",m,"","3000",1002,60,"16.70","1003","60","16.72",931976,timeout,3003,""
"195",test,E,word,m,3t20-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",935987,timeout,3004,"0"
"196",test,K,word,"",3t21-2,"1000","1000",m,"","3000",1003,60,"16.72","1002","60","16.70",939998,timeout,3004,""
"197",test,Y,word,m,3t22-2,"1000","1000",m,"","3000",1002,60,"16.70","715","42","16.71",941715,m,710,"1"
"198",test,D,word,"",3t23-2,"1000","1000",m,"","3000",1003,60,"16.72","1003","60","16.72",945712,timeout,3003,""
