browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,113.0.0.0,Windows,en-US,2023-05-30_17:51:30,2023-05-30_10:51:30,2023-05-30_16:29:51,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=1&token=gGXRqBFrx2kraPj,741.281

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"",921;1000,"55","16.67",420087,m,917,"1"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",425163,timeout,2991,"0"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"",947;1000,"56","16.66",426109,m,937,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",431160,timeout,2988,"0"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",434158,timeout,2990,"0"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",437157,timeout,2989,"0"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",719;999,"43","16.66",437875,m,709,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",889;1000,60;53,"16.66",441043,m,880,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",446151,timeout,2990,"0"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",449151,timeout,2991,"0"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",452148,timeout,2986,"0"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"",992;1000,"59","16.65",453139,m,982,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",458145,timeout,2990,"0"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",461143,timeout,2988,"0"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",464141,timeout,2989,"0"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",467141,timeout,2994,"0"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",470139,timeout,2989,"0"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"",581;999,"34","16.64",470719,m,571,"1"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",503370,timeout,1486,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",506368,timeout,2989,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",509367,timeout,2990,"0"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"",375;999,"22","16.65",509740,m,365,"1"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"",600;999,60;35,"16.66",512964,m,590,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",518362,timeout,2989,"0"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",521360,timeout,2988,"0"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"",720;1000,"43","16.66",522079,m,709,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",527358,timeout,2989,"0"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",601;999,"35","16.65",527956,m,590,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",533354,timeout,2990,"0"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",536352,timeout,2990,"0"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",539350,timeout,2989,"0"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",542349,timeout,2990,"0"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",545347,timeout,2990,"0"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",704;999,"42","16.65",546051,m,695,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",551344,timeout,2991,"0"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",554342,timeout,2990,"0"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",557340,timeout,2989,"0"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",560339,timeout,2991,"0"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",563337,timeout,2990,"0"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",566335,timeout,2995,"0"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"",736;1000,"44","16.66",567070,m,726,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",587357,timeout,1475,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",590356,timeout,2990,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",593354,timeout,2990,"0"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",596352,timeout,2989,"0"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",599351,timeout,2990,"0"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",602349,timeout,2989,"0"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"",698;999,"41","16.64",603046,m,689,"1"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",608346,timeout,2992,"0"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",611344,timeout,2990,"0"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",614342,timeout,2989,"0"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",617341,timeout,2989,"0"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",620339,timeout,2990,"0"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"",700;999,"41","16.65",621038,m,690,"1"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",626336,timeout,2990,"0"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",629334,timeout,2991,"0"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",632333,timeout,2989,"0"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",635331,timeout,2989,"0"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",638330,timeout,2989,"0"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",641327,timeout,2989,"0"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.67",644326,timeout,2990,"0"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",647324,timeout,2990,"0"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",650323,timeout,2990,"0"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",653321,timeout,2990,"0"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",656319,timeout,2991,"0"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",669329,timeout,1478,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",672327,timeout,2990,"0"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",675325,timeout,2990,"0"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",678323,timeout,2990,"0"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",681323,timeout,2993,"0"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",684320,timeout,2989,"0"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"",608;1000,"36","16.67",684927,m,604,"1"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",690317,timeout,2990,"0"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",693315,timeout,2994,"0"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",696315,timeout,2994,"0"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.66",699313,timeout,2992,"0"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",702311,timeout,2991,"0"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",705309,timeout,2992,"0"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","999","60","16.65",708307,timeout,2989,"0"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"",780;999,"46","16.65",709086,m,773,"1"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","1000",60;60,"16.66",714304,timeout,2985,"0"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"",651;999,"38","16.67",714954,m,645,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",720301,timeout,2990,"0"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"",608;999,"36","16.66",720908,m,598,"1"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.66",726298,timeout,2989,"0"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",729296,timeout,2991,"0"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","1000","60","16.66",732294,timeout,2994,"0"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"",598;999,"35","16.65",732891,m,591,"1"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","999",60;60,"16.65",738291,timeout,2990,"0"
