browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"113.0",MacOS,en-CA,2023-06-05_18:40:17,2023-06-05_14:40:17,2023-06-02_21:11:59,https://www.testable.org/experiment/11502/795217/start?token=keyboard_test,521.793

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,feedback,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"49",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,407;1000,119;47,"8.46",145812,m,395,"1"
"50",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct: This is incorrect!;,365;1000,119;43,"8.37",148771,m,356,"1"
"51",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct: This is correct!; incorrect: This is incorrect!,605;1000,118;71,"8.46",152011,m,597,"1"
"53",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","",158073,timeout,1489,""
"54",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","1000",117;119,"8.48",161073,timeout,2990,"0"
"55",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",164072,timeout,2988,"0"
"56",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"",976;1000,"114","8.48",165048,m,969,"1"
"57",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"",292;1001,118;34,"8.41",167364,m,282,"1"
"58",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"",281;1001,118;33,"8.42",170353,m,275,"1"
"59",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"",254;1000,119;30,"8.36",173326,m,245,"1"
"60",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"",350;1000,119;40,"8.37",176422,m,340,"1"
"61",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"",291;1000,117;33,"8.57",179367,m,281,"1"
"62",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"",275;1000,119;31,"8.50",182351,m,264,"1"
"63",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"",263;1000,117;30,"8.44",185339,m,253,"1"
"64",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"",319;1000,119;38,"8.37",188395,m,307,"1"
"65",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"",268;1000,120;32,"8.33",191349,m,256,"1"
"66",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"",297;1000,119;34,"8.37",194377,m,285,"1"
"67",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"",335;1000,119;40,"8.37",197416,m,326,"1"
"68",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"",354;1000,119;41,"8.37",200434,m,342,"1"
"70",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","",206173,timeout,1488,""
"71",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","1000",118;120,"8.41",209173,timeout,2990,"0"
"72",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","1000","117","8.55",210178,m,997,"1"
"73",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"",850;999,"100","8.42",213022,m,835,"1"
"74",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"",330;1000,119;39,"8.37",215502,m,319,"1"
"75",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"",279;1000,120;33,"8.33",218451,m,263,"1"
"76",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"",267;999,118;31,"8.41",221439,m,262,"1"
"77",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"",402;1001,120;47,"8.34",224574,m,393,"1"
"78",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"",333;1001,117;39,"8.46",227504,m,319,"1"
"79",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"",448;1001,119;53,"8.38",230619,m,438,"1"
"80",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"",512;1000,117;61,"8.45",233689,m,503,"1"
"81",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"",733;1000,119;86,"8.41",236909,m,724,"1"
"82",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"",305;1001,119;36,"8.37",239481,m,296,"1"
"83",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"",495;1000,116;58,"8.48",242672,m,486,"1"
"84",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"",330;1000,110;37,"8.93",245507,m,311,"1"
"85",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"",401;1000,114;47,"8.55",248578,m,390,"1"
"86",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"",271;1000,111;32,"8.67",251448,m,266,"1"
"87",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"",320;1000,117;37,"8.44",254497,m,313,"1"
"88",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"",316;1000,120;37,"8.33",257493,m,307,"1"
"89",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"",325;1000,120;38,"8.34",260501,m,318,"1"
"90",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"",331;1000,120;38,"8.34",263507,m,321,"1"
"91",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"",690;1000,119;82,"8.37",266867,m,681,"1"
"92",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"",401;1000,120;48,"8.33",269578,m,392,"1"
"94",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","",276691,timeout,1483,""
"95",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","1000",120;119,"8.37",279690,timeout,2982,"0"
"96",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"",263;1001,"31","8.34",279952,m,253,"1"
"97",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"",263;1000,120;30,"8.46",282952,m,244,"1"
"98",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"",239;1000,119;28,"8.37",285928,m,229,"1"
"99",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"",298;1000,118;35,"8.40",288987,m,290,"1"
"100",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"",277;999,120;32,"8.33",291966,m,269,"1"
"101",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"",292;1000,120;34,"8.34",294981,m,282,"1"
"102",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"",364;1000,120;43,"8.34",298053,m,355,"1"
"103",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"",317;1000,120;37,"8.33",301006,m,305,"1"
"104",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"",406;1000,120;47,"8.33",304095,m,396,"1"
"105",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"",382;1001,119;45,"8.37",307079,m,376,"1"
"106",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"",467;1000,120;54,"8.34",310164,m,456,"1"
"107",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"",377;1000,119;44,"8.37",313074,m,366,"1"
"108",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"",331;1000,120;39,"8.33",316028,m,321,"1"
"109",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"",366;1001,120;42,"8.34",319063,m,356,"1"
"110",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"",374;1000,119;44,"8.37",322071,m,364,"1"
"111",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"",337;1000,120;40,"8.32",325034,m,329,"1"
"112",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","1000",120;119,"8.37",329573,m,1866,"1"
"113",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"",338;1000,"39","8.34",331035,m,330,"1"
"114",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"",308;1000,119;36,"8.37",334005,m,297,"1"
"115",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"",302;1000,120;36,"8.33",337000,m,291,"1"
"116",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"",254;1000,120;30,"8.32",339952,m,243,"1"
"118",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","",382464,timeout,1495,""
"119",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","1000",120;119,"8.37",385465,timeout,2990,"0"
"120",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","1000","120","8.33",388464,timeout,2990,"0"
"121",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"",300;1001,"33","8.86",388764,m,290,"1"
"122",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"",266;1000,118;31,"8.41",391729,m,255,"1"
"123",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"",278;1000,117;32,"8.45",394742,m,268,"1"
"124",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"",250;1000,120;29,"8.34",397714,m,241,"1"
"125",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"",338;1000,120;40,"8.32",400802,m,328,"1"
"126",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"",261;1000,120;31,"8.33",403725,m,253,"1"
"127",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"",289;1000,120;34,"8.34",406753,m,281,"1"
"128",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"",316;1000,120;37,"8.34",409780,m,307,"1"
"129",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"",304;1000,120;36,"8.34",412768,m,295,"1"
"130",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"",302;1000,120;36,"8.32",415766,m,293,"1"
"131",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"",381;999,120;45,"8.33",418845,m,372,"1"
"132",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"",410;1001,120;47,"8.43",421873,m,401,"1"
"133",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"",347;1000,119;40,"8.48",424811,m,337,"1"
"134",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"",365;1000,118;43,"8.41",427829,m,356,"1"
"135",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"",774;1000,120;92,"8.33",431238,m,765,"1"
"136",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"",414;1000,120;48,"8.33",433877,m,404,"1"
"137",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"",496;1001,119;58,"8.37",436960,m,487,"1"
"138",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"",323;1000,120;38,"8.34",439787,m,312,"1"
"139",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"",314;1000,120;37,"8.34",442778,m,305,"1"
"140",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"",462;1000,118;54,"8.41",445926,m,453,"1"
"141",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"",1002;1001,120;119,"8.34",449465,m,993,"1"
"143",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","",455150,timeout,1491,""
"144",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"",762;1000,120;91,"8.34",455910,m,752,"1"
"145",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"",468;1000,120;52,"8.65",458620,m,426,"1"
"146",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"",292;1000,107;33,"8.96",461444,m,275,"1"
"147",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"",337;1000,109;38,"8.97",464489,m,307,"1"
"148",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"",290;999,108;32,"9.05",467441,m,260,"1"
"149",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"",347;1000,107;40,"8.93",470499,m,321,"1"
"150",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"",366;1000,108;42,"8.90",473517,m,339,"1"
"151",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"",329;1000,113;38,"8.59",476481,m,319,"1"
"152",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"",363;1000,109;41,"8.96",479515,m,333,"1"
"153",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"",510;1000,109;57,"8.91",482662,m,478,"1"
"154",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"",396;1000,110;45,"8.89",485548,m,371,"1"
"155",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"",374;1000,104;43,"9.07",488526,m,354,"1"
"156",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"",363;1000,107;40,"9.16",491514,m,322,"1"
"157",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"",369;1000,108;43,"8.89",494521,m,350,"1"
"158",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"",343;1000,111;40,"8.67",497495,m,331,"1"
"159",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"",296;1000,113;34,"8.59",500448,m,284,"1"
"160",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"",407;1000,108;45,"9.07",503559,m,370,"1"
"161",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"",316;1000,104;35,"9.22",506468,m,288,"1"
"162",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"",362;999,107;41,"9.04",509514,m,332,"1"
"163",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"",655;1000,109;70,"9.17",512806,m,637,"1"
"164",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"",304;1000,112;36,"8.63",515456,m,296,"1"
"165",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"",431;1000,120;51,"8.32",518583,m,421,"1"
"166",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"",325;1005,116;38,"8.45",521478,m,315,"1"
