browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,111.0.0.0,Windows,en-US,2023-03-17_00:45:39,2023-03-16_17:45:39,2023-03-14_19:02:32,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=KwGKfa7fb97T2Vl,444.305

rowNo,type,stim1,stimFormat,key,label,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct
"29",test,F,word,"",3p3,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.65",122037,timeout,1995,""
"30",test,D,word,m,3p4,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.65",123509,m,669,"1"
"31",test,I,word,"",3p5,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",127384,timeout,1996,""
"32",test,G,word,"",3p6,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.65",130182,timeout,1995,""
"33",test,J,word,"",3p7,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",132981,timeout,1995,""
"34",test,I,word,m,3p8,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",134198,m,414,"1"
"35",test,G,word,m,3p9,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",137712,timeout,1995,"0"
"36",test,K,word,"",3p10,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.65",140510,timeout,1994,""
"37",test,Q,word,"",3p11,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",143308,timeout,1994,""
"38",test,G,word,m,3p12,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",145028,m,915,"1"
"39",test,Y,word,"",3p13,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",148588,timeout,1993,""
"40",test,A,word,"",3p14,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",151387,timeout,1994,""
"41",test,T,word,"",3p15,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.65",154186,timeout,1993,""
"42",test,L,word,"",3p16,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.64",156984,timeout,1987,""
"43",test,J,word,"",3p17,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",159783,timeout,1995,""
"44",test,O,word,"",3p18,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.66",162580,timeout,1992,""
"45",test,X,word,"",3p19,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",165379,timeout,1994,""
"46",test,J,word,m,3p20,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",166799,m,616,"1"
"47",test,J,word,"",3p21,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",801,48,"16.68",170443,timeout,1994,""
"48",test,X,word,m,3p22,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",799,48,"16.64",173242,timeout,1998,"0"
"49",test,A,word,"",3p23,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",176040,timeout,1994,""
"51",test,Z,word,"",2t1-1,"800",m,"","2000",800,48,"16.67",193530,timeout,1994,""
"52",test,A,word,"",2t2-1,"800",m,"","2000",800,48,"16.68",196329,timeout,1993,""
"53",test,Q,word,"",2t3-1,"800",m,"","2000",799,48,"16.65",199128,timeout,1995,""
"54",test,A,word,m,2t4-1,"800",m,"","2000",799,48,"16.65",200588,m,657,"1"
"55",test,Q,word,m,2t5-1,"800",m,"","2000",800,48,"16.66",203374,timeout,1994,"0"
"56",test,B,word,"",2t6-1,"800",m,"","2000",800,48,"16.67",206181,timeout,2001,""
"57",test,C,word,"",2t7-1,"800",m,"","2000",800,48,"16.67",208972,timeout,1995,""
"58",test,I,word,"",2t8-1,"800",m,"","2000",800,48,"16.66",211771,timeout,1995,""
"59",test,C,word,m,2t9-1,"800",m,"","2000",800,48,"16.67",212993,m,419,"1"
"60",test,J,word,"",2t10-1,"800",m,"","2000",799,48,"16.66",215785,timeout,1995,""
"61",test,C,word,m,2t11-1,"800",m,"","2000",799,48,"16.66",218583,timeout,1993,"0"
"62",test,T,word,"",2t12-1,"800",m,"","2000",800,48,"16.66",221382,timeout,1995,""
"63",test,T,word,"",2t13-1,"800",m,"","2000",799,48,"16.64",224180,timeout,1992,""
"64",test,A,word,"",2t14-1,"800",m,"","2000",799,48,"16.66",226979,timeout,1995,""
"65",test,Z,word,"",2t15-1,"800",m,"","2000",800,48,"16.66",229777,timeout,1995,""
"66",test,U,word,"",2t16-1,"800",m,"","2000",799,48,"16.65",232575,timeout,1992,""
"67",test,I,word,"",2t17-1,"800",m,"","2000",800,48,"16.67",235373,timeout,1993,""
"68",test,P,word,"",2t18-1,"800",m,"","2000",800,48,"16.66",238171,timeout,1996,""
"69",test,I,word,m,2t19-1,"800",m,"","2000",800,48,"16.66",239636,m,662,"1"
"70",test,Q,word,"",2t20-1,"800",m,"","2000",799,48,"16.65",242419,timeout,1995,""
"71",test,H,word,"",2t21-1,"800",m,"","2000",800,48,"16.66",245218,timeout,1997,""
"72",test,Q,word,m,2t22-1,"800",m,"","2000",799,48,"16.65",246910,m,890,"1"
"74",test,D,word,"",2t1-2,"800",m,"","2000",800,48,"16.67",259661,timeout,1992,""
"75",test,S,word,"",2t2-2,"800",m,"","2000",800,48,"16.66",262459,timeout,1995,""
"76",test,C,word,"",2t3-2,"800",m,"","2000",799,48,"16.65",265258,timeout,1994,""
"77",test,S,word,m,2t4-2,"800",m,"","2000",799,48,"16.65",266593,m,533,"1"
"78",test,E,word,"",2t5-2,"800",m,"","2000",800,48,"16.67",269389,timeout,1994,""
"79",test,F,word,"",2t6-2,"800",m,"","2000",800,48,"16.66",272188,timeout,1995,""
"80",test,G,word,"",2t7-2,"800",m,"","2000",800,48,"16.67",274986,timeout,1995,""
"81",test,H,word,"",2t8-2,"800",m,"","2000",800,48,"16.66",277784,timeout,1994,""
"82",test,I,word,"",2t9-2,"800",m,"","2000",800,48,"16.66",280583,timeout,1996,""
"83",test,H,word,m,2t10-2,"800",m,"","2000",799,48,"16.65",282043,m,657,"1"
"84",test,K,word,"",2t11-2,"800",m,"","2000",800,48,"16.67",284831,timeout,1994,""
"85",test,H,word,m,2t12-2,"800",m,"","2000",800,48,"16.66",287628,timeout,1993,"0"
"86",test,K,word,m,2t13-2,"800",m,"","2000",800,48,"16.66",289014,m,581,"1"
"87",test,N,word,"",2t14-2,"800",m,"","2000",800,48,"16.66",291810,timeout,1995,""
"88",test,O,word,"",2t15-2,"800",m,"","2000",799,48,"16.65",294608,timeout,1995,""
"89",test,N,word,m,2t16-2,"800",m,"","2000",800,48,"16.66",296190,m,778,"1"
"90",test,Q,word,"",2t17-2,"800",m,"","2000",800,48,"16.67",298972,timeout,1995,""
"91",test,R,word,"",2t18-2,"800",m,"","2000",800,48,"16.66",301771,timeout,1994,""
"92",test,S,word,"",2t19-2,"800",m,"","2000",800,48,"16.67",304570,timeout,1995,""
"93",test,T,word,"",2t20-2,"800",m,"","2000",799,48,"16.65",307368,timeout,1995,""
"94",test,U,word,"",2t21-2,"800",m,"","2000",800,48,"16.66",310166,timeout,1995,""
"95",test,T,word,m,2t22-2,"800",m,"","2000",800,48,"16.66",311557,m,580,"1"
"97",test,C,word,"",3t1-1,"800",m,"","2000",800,48,"16.67",325758,timeout,1994,""
"98",test,W,word,"",3t2-1,"800",m,"","2000",799,48,"16.64",328556,timeout,1988,""
"99",test,J,word,"",3t3-1,"800",m,"","2000",800,48,"16.66",331355,timeout,1996,""
"100",test,D,word,"",3t4-1,"800",m,"","2000",800,48,"16.66",334153,timeout,1995,""
"101",test,E,word,"",3t5-1,"800",m,"","2000",799,48,"16.65",336952,timeout,1995,""
"102",test,J,word,m,3t6-1,"800",m,"","2000",799,48,"16.66",338269,m,513,"1"
"103",test,D,word,m,3t7-1,"800",m,"","2000",800,48,"16.66",341066,timeout,1994,"0"
"104",test,H,word,"",3t8-1,"800",m,"","2000",800,48,"16.66",343865,timeout,1995,""
"105",test,I,word,"",3t9-1,"800",m,"","2000",799,48,"16.65",346663,timeout,1994,""
"106",test,J,word,"",3t10-1,"800",m,"","2000",800,48,"16.66",349461,timeout,1994,""
"107",test,K,word,"",3t11-1,"800",m,"","2000",800,48,"16.66",352260,timeout,1994,""
"108",test,I,word,m,3t12-1,"800",m,"","2000",799,48,"16.66",353714,m,651,"1"
"109",test,M,word,"",3t13-1,"800",m,"","2000",800,48,"16.67",356508,timeout,1994,""
"110",test,K,word,m,3t14-1,"800",m,"","2000",799,48,"16.65",359306,timeout,1994,"0"
"111",test,O,word,"",3t15-1,"800",m,"","2000",799,48,"16.65",362105,timeout,1992,""
"112",test,M,word,m,3t16-1,"800",m,"","2000",799,48,"16.65",363558,m,650,"1"
"113",test,K,word,m,3t17-1,"800",m,"","2000",800,48,"16.66",366352,timeout,1994,"0"
"114",test,R,word,"",3t18-1,"800",m,"","2000",800,48,"16.66",369151,timeout,1995,""
"115",test,S,word,"",3t19-1,"800",m,"","2000",800,48,"16.66",371949,timeout,1995,""
"116",test,E,word,"",3t20-1,"800",m,"","2000",800,48,"16.66",374747,timeout,1995,""
"117",test,U,word,"",3t21-1,"800",m,"","2000",800,48,"16.67",377546,timeout,1993,""
"118",test,V,word,"",3t22-1,"800",m,"","2000",800,48,"16.66",380345,timeout,1995,""
"119",test,W,word,"",3t23-1,"800",m,"","2000",799,48,"16.64",383143,timeout,1999,""
"121",test,M,word,"",3t1-2,"800",m,"","2000",800,48,"16.67",387190,timeout,1994,""
"122",test,S,word,"",3t2-2,"800",m,"","2000",801,48,"16.68",389989,timeout,1993,""
"123",test,K,word,"",3t3-2,"800",m,"","2000",800,48,"16.66",392788,timeout,1994,""
"124",test,D,word,"",3t4-2,"800",m,"","2000",799,48,"16.66",395586,timeout,1995,""
"125",test,S,word,m,3t5-2,"800",m,"","2000",799,48,"16.65",397689,m,1303,"1"
"126",test,F,word,"",3t6-2,"800",m,"","2000",799,48,"16.65",400483,timeout,1994,""
"127",test,G,word,"",3t7-2,"800",m,"","2000",799,48,"16.66",403282,timeout,1996,""
"128",test,S,word,m,3t8-2,"800",m,"","2000",799,48,"16.66",406082,timeout,1997,"0"
"129",test,F,word,m,3t9-2,"800",m,"","2000",800,48,"16.67",407783,m,902,"1"
"130",test,G,word,m,3t10-2,"800",m,"","2000",799,48,"16.65",410577,timeout,1994,"0"
"131",test,K,word,"",3t11-2,"800",m,"","2000",800,48,"16.67",413376,timeout,1995,""
"132",test,L,word,"",3t12-2,"800",m,"","2000",800,48,"16.66",416175,timeout,1995,""
"133",test,M,word,"",3t13-2,"800",m,"","2000",799,48,"16.65",418973,timeout,1994,""
"134",test,K,word,m,3t14-2,"800",m,"","2000",799,48,"16.65",420220,m,444,"1"
"135",test,O,word,"",3t15-2,"800",m,"","2000",800,48,"16.67",423005,timeout,1993,""
"136",test,Z,word,"",3t16-2,"800",m,"","2000",799,48,"16.65",423930,m,122,""
"137",test,Q,word,"",3t17-2,"800",m,"","2000",799,48,"16.65",426719,timeout,1995,""
"138",test,R,word,"",3t18-2,"800",m,"","2000",799,48,"16.64",429518,timeout,1996,""
"139",test,S,word,"",3t19-2,"800",m,"","2000",800,48,"16.66",432315,timeout,1994,""
"140",test,Q,word,m,3t20-2,"800",m,"","2000",800,48,"16.66",433924,m,804,"1"
"141",test,U,word,"",3t21-2,"800",m,"","2000",800,48,"16.67",436713,timeout,1994,""
"142",test,V,word,"",3t22-2,"800",m,"","2000",800,48,"16.66",439512,timeout,1995,""
"143",test,W,word,"",3t23-2,"800",m,"","2000",799,48,"16.66",442310,timeout,1995,""
