browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Microsoft Edge,110.0.1587.69,Windows,en-US,2023-03-21_15:49:05,2023-03-21_09:49:05,2023-03-14_19:02:32,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=6ozqXrFroR2sElC,476.753

rowNo,type,stim1,stimFormat,key,label,ITI,keyboard,feedback,responseWindow,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct
"37",test,Q,word,"",3p11,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",171323,m,610,""
"38",test,G,word,m,3p12,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",175010,timeout,1999,"0"
"39",test,Y,word,"",3p13,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",177809,timeout,1998,""
"40",test,A,word,"",3p14,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",180609,timeout,1995,""
"41",test,T,word,"",3p15,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",183409,timeout,1995,""
"42",test,L,word,"",3p16,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",186209,timeout,1995,""
"43",test,J,word,"",3p17,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",189009,timeout,1997,""
"44",test,O,word,"",3p18,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",191808,timeout,1999,""
"45",test,X,word,"",3p19,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",194607,timeout,1998,""
"46",test,J,word,m,3p20,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",197407,timeout,1998,"0"
"47",test,J,word,"",3p21,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",200207,timeout,1999,""
"48",test,X,word,m,3p22,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.66",203006,timeout,1998,"0"
"49",test,A,word,"",3p23,"800",m,correct: This is correct!; incorrect: This is incorrect!,"2000",800,48,"16.67",205806,timeout,1994,""
"51",test,Z,word,"",2t1-1,"800",m,"","2000",800,48,"16.67",219688,timeout,1996,""
"52",test,A,word,"",2t2-1,"800",m,"","2000",800,48,"16.66",222487,timeout,1998,""
"53",test,Q,word,"",2t3-1,"800",m,"","2000",800,48,"16.66",225288,timeout,2000,""
"54",test,A,word,m,2t4-1,"800",m,"","2000",800,48,"16.67",226655,m,564,"1"
"55",test,Q,word,m,2t5-1,"800",m,"","2000",800,48,"16.67",229453,timeout,1997,"0"
"56",test,B,word,"",2t6-1,"800",m,"","2000",800,48,"16.66",232253,timeout,1997,""
"57",test,C,word,"",2t7-1,"800",m,"","2000",800,48,"16.66",235052,timeout,1998,""
"58",test,I,word,"",2t8-1,"800",m,"","2000",800,48,"16.66",237851,timeout,1998,""
"59",test,C,word,m,2t9-1,"800",m,"","2000",800,48,"16.67",240200,m,1546,"1"
"60",test,J,word,"",2t10-1,"800",m,"","2000",800,48,"16.67",242984,timeout,1997,""
"61",test,C,word,m,2t11-1,"800",m,"","2000",800,48,"16.67",244603,m,817,"1"
"62",test,T,word,"",2t12-1,"800",m,"","2000",800,48,"16.67",247401,timeout,1997,""
"63",test,T,word,"",2t13-1,"800",m,"","2000",800,48,"16.66",250200,timeout,1999,""
"64",test,A,word,"",2t14-1,"800",m,"","2000",800,48,"16.67",253000,timeout,1997,""
"65",test,Z,word,"",2t15-1,"800",m,"","2000",800,48,"16.66",255800,timeout,1998,""
"66",test,U,word,"",2t16-1,"800",m,"","2000",800,48,"16.66",258599,timeout,1995,""
"67",test,I,word,"",2t17-1,"800",m,"","2000",800,48,"16.66",261399,timeout,1995,""
"68",test,P,word,"",2t18-1,"800",m,"","2000",800,48,"16.66",264198,timeout,1999,""
"69",test,I,word,m,2t19-1,"800",m,"","2000",800,48,"16.66",266147,m,1147,"1"
"70",test,Q,word,"",2t20-1,"800",m,"","2000",800,48,"16.66",268932,timeout,1997,""
"71",test,H,word,"",2t21-1,"800",m,"","2000",800,48,"16.67",271731,timeout,1995,""
"72",test,Q,word,m,2t22-1,"800",m,"","2000",800,48,"16.67",273681,m,1149,"1"
"74",test,D,word,"",2t1-2,"800",m,"","2000",800,48,"16.67",287046,timeout,1999,""
"75",test,S,word,"",2t2-2,"800",m,"","2000",800,48,"16.66",289845,timeout,1997,""
"76",test,C,word,"",2t3-2,"800",m,"","2000",800,48,"16.66",292645,timeout,1999,""
"77",test,S,word,m,2t4-2,"800",m,"","2000",800,48,"16.67",295444,timeout,1996,"0"
"78",test,E,word,"",2t5-2,"800",m,"","2000",800,48,"16.66",298244,timeout,1999,""
"79",test,F,word,"",2t6-2,"800",m,"","2000",800,48,"16.67",301044,timeout,1995,""
"80",test,G,word,"",2t7-2,"800",m,"","2000",800,48,"16.66",302683,m,836,""
"81",test,H,word,"",2t8-2,"800",m,"","2000",800,48,"16.66",305345,m,1865,""
"82",test,I,word,"",2t9-2,"800",m,"","2000",800,48,"16.66",307086,m,939,""
"83",test,H,word,m,2t10-2,"800",m,"","2000",800,48,"16.67",308356,m,476,"1"
"84",test,K,word,"",2t11-2,"800",m,"","2000",800,48,"16.66",311143,timeout,1999,""
"85",test,H,word,m,2t12-2,"800",m,"","2000",800,48,"16.66",313942,timeout,1997,"0"
"86",test,K,word,m,2t13-2,"800",m,"","2000",800,48,"16.66",316742,timeout,1995,"0"
"87",test,N,word,"",2t14-2,"800",m,"","2000",800,48,"16.66",319541,timeout,1999,""
"88",test,O,word,"",2t15-2,"800",m,"","2000",800,48,"16.66",322341,timeout,1995,""
"89",test,N,word,m,2t16-2,"800",m,"","2000",800,48,"16.66",325141,timeout,1998,"0"
"90",test,Q,word,"",2t17-2,"800",m,"","2000",800,48,"16.67",327940,timeout,1998,""
"91",test,R,word,"",2t18-2,"800",m,"","2000",800,48,"16.67",330740,timeout,1995,""
"92",test,S,word,"",2t19-2,"800",m,"","2000",800,48,"16.66",333540,timeout,1998,""
"93",test,T,word,"",2t20-2,"800",m,"","2000",800,48,"16.66",336339,timeout,1997,""
"94",test,U,word,"",2t21-2,"800",m,"","2000",800,48,"16.67",339139,timeout,1995,""
"95",test,T,word,m,2t22-2,"800",m,"","2000",800,48,"16.66",341939,timeout,1999,"0"
"97",test,C,word,"",3t1-1,"800",m,"","2000",800,48,"16.66",351138,timeout,1997,""
"98",test,W,word,"",3t2-1,"800",m,"","2000",800,48,"16.67",353937,timeout,1994,""
"99",test,J,word,"",3t3-1,"800",m,"","2000",800,48,"16.66",356736,timeout,1997,""
"100",test,D,word,"",3t4-1,"800",m,"","2000",800,48,"16.66",359536,timeout,1995,""
"101",test,E,word,"",3t5-1,"800",m,"","2000",800,48,"16.66",362336,timeout,1998,""
"102",test,J,word,m,3t6-1,"800",m,"","2000",800,48,"16.66",365135,timeout,1999,"0"
"103",test,D,word,m,3t7-1,"800",m,"","2000",800,48,"16.66",367935,timeout,1997,"0"
"104",test,H,word,"",3t8-1,"800",m,"","2000",800,48,"16.66",370735,timeout,1996,""
"105",test,I,word,"",3t9-1,"800",m,"","2000",800,48,"16.66",373534,timeout,1998,""
"106",test,J,word,"",3t10-1,"800",m,"","2000",800,48,"16.67",376334,timeout,1998,""
"107",test,K,word,"",3t11-1,"800",m,"","2000",800,48,"16.67",379133,timeout,1994,""
"108",test,I,word,m,3t12-1,"800",m,"","2000",800,48,"16.67",381934,timeout,1998,"0"
"109",test,M,word,"",3t13-1,"800",m,"","2000",800,48,"16.66",382889,m,150,""
"110",test,K,word,m,3t14-1,"800",m,"","2000",800,48,"16.66",385267,m,1582,"1"
"111",test,O,word,"",3t15-1,"800",m,"","2000",800,48,"16.67",388066,timeout,1997,""
"112",test,M,word,m,3t16-1,"800",m,"","2000",800,48,"16.66",389837,m,970,"1"
"113",test,K,word,m,3t17-1,"800",m,"","2000",800,48,"16.67",392632,timeout,1995,"0"
"114",test,R,word,"",3t18-1,"800",m,"","2000",800,48,"16.66",395432,timeout,1999,""
"115",test,S,word,"",3t19-1,"800",m,"","2000",800,48,"16.66",398232,timeout,1997,""
"116",test,E,word,"",3t20-1,"800",m,"","2000",800,48,"16.66",401031,timeout,1999,""
"117",test,U,word,"",3t21-1,"800",m,"","2000",800,48,"16.66",403831,timeout,1999,""
"118",test,V,word,"",3t22-1,"800",m,"","2000",800,48,"16.66",406630,timeout,1995,""
"119",test,W,word,"",3t23-1,"800",m,"","2000",800,48,"16.67",409430,timeout,1995,""
"121",test,M,word,"",3t1-2,"800",m,"","2000",800,48,"16.66",415929,timeout,1999,""
"122",test,S,word,"",3t2-2,"800",m,"","2000",800,48,"16.67",418729,timeout,1997,""
"123",test,K,word,"",3t3-2,"800",m,"","2000",800,48,"16.66",421528,timeout,1995,""
"124",test,D,word,"",3t4-2,"800",m,"","2000",800,48,"16.67",424328,timeout,1997,""
"125",test,S,word,m,3t5-2,"800",m,"","2000",800,48,"16.67",426628,m,1500,"1"
"126",test,F,word,"",3t6-2,"800",m,"","2000",800,48,"16.67",429427,timeout,1999,""
"127",test,G,word,"",3t7-2,"800",m,"","2000",800,48,"16.66",432227,timeout,1998,""
"128",test,S,word,m,3t8-2,"800",m,"","2000",800,48,"16.66",434264,m,1236,"1"
"129",test,F,word,m,3t9-2,"800",m,"","2000",800,48,"16.67",436500,m,1439,"1"
"130",test,G,word,m,3t10-2,"800",m,"","2000",800,48,"16.67",439293,timeout,1996,"0"
"131",test,K,word,"",3t11-2,"800",m,"","2000",800,48,"16.66",442093,timeout,1999,""
"132",test,L,word,"",3t12-2,"800",m,"","2000",800,48,"16.66",444892,timeout,1997,""
"133",test,M,word,"",3t13-2,"800",m,"","2000",800,48,"16.66",447691,timeout,1998,""
"134",test,K,word,m,3t14-2,"800",m,"","2000",800,48,"16.66",450491,timeout,1999,"0"
"135",test,O,word,"",3t15-2,"800",m,"","2000",800,48,"16.66",453291,timeout,1999,""
"136",test,Z,word,"",3t16-2,"800",m,"","2000",800,48,"16.66",456090,timeout,1998,""
"137",test,Q,word,"",3t17-2,"800",m,"","2000",800,48,"16.66",458890,timeout,1999,""
"138",test,R,word,"",3t18-2,"800",m,"","2000",800,48,"16.66",461690,timeout,1996,""
"139",test,S,word,"",3t19-2,"800",m,"","2000",800,48,"16.66",464490,timeout,1995,""
"140",test,Q,word,m,3t20-2,"800",m,"","2000",800,48,"16.66",467289,timeout,1997,"0"
"141",test,U,word,"",3t21-2,"800",m,"","2000",800,48,"16.67",470089,timeout,1998,""
"142",test,V,word,"",3t22-2,"800",m,"","2000",800,48,"16.66",471960,m,1070,""
"143",test,W,word,"",3t23-2,"800",m,"","2000",800,48,"16.67",474755,timeout,1998,""
