browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"114.0",MacOS,en-CA,2023-06-23_16:27:02,2023-06-23_12:27:02,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?eid=2&ec=2&token=VdTmXOii4jww5Fv,569.231

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"47",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","","",105322,timeout,1490,""
"48",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",108323,timeout,2992,"0"
"49",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",111323,timeout,2993,"0"
"50",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","","1008","120","8.40",114323,timeout,2993,"0"
"51",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",117323,timeout,2992,"0"
"52",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"","",859;1000,"103","8.33",118181,m,852,"1"
"53",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",123322,timeout,2992,"0"
"54",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",126323,timeout,2989,"0"
"55",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",129322,timeout,2993,"0"
"56",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","",673;1000,"80","8.33",129995,m,661,"1"
"57",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",135323,timeout,2996,"0"
"58",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",138323,timeout,2995,"0"
"59",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",141322,timeout,2989,"0"
"60",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",144322,timeout,2993,"0"
"61",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",147324,timeout,2996,"0"
"63",test,"",word,m,placeholder3-1,"",waitResponseWindow,"1500",m,"","","","","",152139,timeout,1487,"0"
"64",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",155143,timeout,2995,"0"
"67",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"998","117","8.53",158139,timeout,2992,"0"
"70",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","119","8.41",161140,timeout,2996,"0"
"73",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",164140,timeout,2991,"0"
"76",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,900;1000,"107","8.33",165039,m,892,"1"
"78",test,"",word,m,placeholder3-6,"",waitResponseWindow,"1500",m,"","","","","",169757,timeout,1496,"0"
"79",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1001","120","8.34",172756,timeout,2992,"0"
"82",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",175756,timeout,2992,"0"
"85",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,980;1000,"116","8.40",176736,m,972,"1"
"87",test,"",word,m,placeholder3-9,"",waitResponseWindow,"1500",m,"","","","","",180889,timeout,1492,"0"
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","120","8.33",181974,m,1081,"1"
"90",test,"",word,m,placeholder3-10,"",waitResponseWindow,"1500",m,"","","","","",186241,timeout,1494,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",189241,timeout,2992,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",192239,timeout,2991,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",195240,timeout,2993,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","120","8.33",198241,timeout,2994,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","120","8.32",201240,timeout,2995,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,794;1000,"94","8.33",202033,m,787,"1"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",215360,timeout,1493,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",218360,timeout,2997,"0"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",221359,timeout,2993,"0"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","","1001","120","8.34",224361,timeout,2996,"0"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","",665;1001,"79","8.34",225025,m,658,"1"
"114",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",230361,timeout,2994,"0"
"115",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",233360,timeout,2991,"0"
"116",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",234600,m,1232,"1"
"117",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","",735;1000,"87","8.43",237095,m,726,"1"
"118",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","","996",119;120,"8.35",242357,timeout,2989,"0"
"119",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","",796;1000,"93","8.50",243152,m,788,"1"
"120",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","","1000",118;120,"8.40",248356,timeout,2992,"0"
"121",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",251356,timeout,2994,"0"
"122",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",254356,timeout,2992,"0"
"123",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","",894;1001,"107","8.33",255250,m,886,"1"
"124",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",260356,timeout,2991,"0"
"126",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","","",271560,timeout,1484,""
"127",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",274560,timeout,2994,"0"
"128",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",277560,timeout,2995,"0"
"129",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",280561,timeout,2994,"0"
"130",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",283561,timeout,2990,"0"
"131",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","",634;1004,"76","8.33",284194,m,626,"1"
"132",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","","997",121;120,"8.30",289564,timeout,2993,"0"
"133",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","",588;1001,"70","8.34",290151,m,579,"1"
"134",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",295564,timeout,2994,"0"
"135",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",298564,timeout,2993,"0"
"136",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",301564,timeout,2993,"0"
"137",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","",623;999,"74","8.33",302187,m,616,"1"
"138",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",305618,m,1047,"1"
"139",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",310564,timeout,2993,"0"
"140",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",313565,timeout,2995,"0"
"141",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",316567,timeout,2996,"0"
"142",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","",677;998,"81","8.31",317243,m,672,"1"
"143",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","",897;1000,120;106,"8.32",320461,m,890,"1"
"144",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","","1000",119;119,"8.40",323637,m,1064,"1"
"145",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",328565,timeout,2995,"0"
"146",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",331565,timeout,2993,"0"
"147",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",334565,timeout,2992,"0"
"148",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",335913,m,1342,"1"
"150",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","","",348151,timeout,1483,""
"151",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",351152,timeout,2993,"0"
"152",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","","996","119","8.37",354155,timeout,2999,"0"
"153",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","",664;1001,"79","8.31",354818,m,658,"1"
"154",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","","999",121;120,"8.30",358186,m,1018,"1"
"155",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",363156,timeout,2992,"0"
"156",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",366159,timeout,2996,"0"
"157",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","",880;1000,"105","8.33",367035,m,870,"1"
"158",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","","1001",120;120,"8.34",372157,timeout,2994,"0"
"159",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","",938;1000,"112","8.34",373094,m,929,"1"
"160",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","","1004",120;121,"8.32",378153,timeout,2986,"0"
"161",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",381152,timeout,2991,"0"
"162",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",384155,timeout,2996,"0"
"163",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",387151,timeout,2990,"0"
"164",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","","1001","120","8.34",390152,timeout,2993,"0"
"165",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",393153,timeout,2992,"0"
"166",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",396153,timeout,2994,"0"
"167",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",399152,timeout,2993,"0"
"168",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",402152,timeout,2993,"0"
"169",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",405153,timeout,2994,"0"
"170",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",408154,timeout,2996,"0"
"171",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",411152,timeout,2994,"0"
"172",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","",847;1000,"101","8.33",411999,m,840,"1"
"174",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","","",420541,timeout,1489,""
"175",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.33",423539,timeout,2993,"0"
"176",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","116","8.62",426539,timeout,2992,"0"
"177",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",429540,timeout,2997,"0"
"178",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","","996","119","8.37",432540,timeout,2995,"0"
"179",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",435541,timeout,2995,"0"
"180",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","",885;1000,"106","8.33",436424,m,879,"1"
"181",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","",781;1001,120;93,"8.33",439320,m,772,"1"
"182",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",444540,timeout,2992,"0"
"183",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",447540,timeout,2990,"0"
"184",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",450541,timeout,2995,"0"
"185",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",453541,timeout,2994,"0"
"186",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","",995;1000,"118","8.34",454534,m,987,"1"
"187",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","","1000",120;120,"8.34",459541,timeout,2989,"0"
"188",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",462539,timeout,2991,"0"
"189",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","116","8.62",465540,timeout,2987,"0"
"190",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","","1001","120","8.34",468540,timeout,2989,"0"
"191",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","","1006","120","8.38",471542,timeout,2995,"0"
"192",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",474540,timeout,2992,"0"
"193",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",476102,m,1554,"1"
"194",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","","999","119","8.40",480540,timeout,2993,"0"
"195",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.40",481860,m,1315,"1"
"196",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",486540,timeout,2986,"0"
"197",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",489540,timeout,2994,"0"
"199",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","","",497231,timeout,1493,""
"200",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","","1001","118","8.48",500232,timeout,2997,"0"
"201",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",503232,timeout,2994,"0"
"202",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.34",506232,timeout,2995,"0"
"203",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",509232,timeout,2994,"0"
"204",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",512234,timeout,2997,"0"
"205",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","","1004","118","8.51",513411,m,1172,"1"
"206",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","","999","120","8.33",518231,timeout,2992,"0"
"207",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","","1001","120","8.34",521233,timeout,2994,"0"
"208",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","","1000","118","8.48",524232,timeout,2992,"0"
"209",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",527232,timeout,2994,"0"
"210",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","",744;1000,"87","8.43",527975,m,739,"1"
"211",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","",841;1000,118;99,"8.45",531072,m,835,"1"
"212",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","","1000",119;119,"8.40",536232,timeout,2995,"0"
"213",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","","1000","118","8.47",539232,timeout,2971,"0"
"214",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",542233,timeout,2994,"0"
"215",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","","1000","116","8.62",545232,timeout,2995,"0"
"216",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","117","8.54",548232,timeout,2997,"0"
"217",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",551231,timeout,2990,"0"
"218",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","119","8.41",554232,timeout,2995,"0"
"219",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","120","8.33",557232,timeout,2993,"0"
"220",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","",740;1000,"87","8.44",557971,m,732,"1"
"221",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","","1000",119;120,"8.37",563232,timeout,2994,"0"
"222",test,T,word,m,3t23_2,"1000",waitResponseWindow,"3000",m,"","","1004","121","8.29",566235,timeout,2996,"0"
