"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"1394","","","","","","","symmetry-judgement-task","199","426915","1679413673258","0.0-8.0-0.9-1.29","","1",""
"1801","","","","","","","symmetry-judgement-task","202","429937","1679413676281","0.0-8.0-0.9-1.30","","1",""
"1512","","","","","","","symmetry-judgement-task","205","432642","1679413678986","0.0-8.0-0.9-1.31","","1",""
"2050","","","","","","","symmetry-judgement-task","208","435912","1679413682256","0.0-8.0-0.9-1.32","","1",""
"5508","9_6_5_7_10","14_5_9_7_10","3:2_1:1_2:1_1:3_2:2","","5","","spatial-span-recall","210","441430","1679413687774","0.0-8.0-1.9","","","2"
"1764","","","","","","","symmetry-judgement-task","213","446434","1679413692778","0.0-8.0-0.10-1.33","","1",""
"1680","","","","","","","symmetry-judgement-task","216","449340","1679413695684","0.0-8.0-0.10-1.34","","1",""
"1492","","","","","","","symmetry-judgement-task","219","452032","1679413698376","0.0-8.0-0.10-1.35","","1",""
"1523","","","","","","","symmetry-judgement-task","222","454760","1679413701104","0.0-8.0-0.10-1.36","","1",""
"5186","9_8_15_1","9_8_15_1","2:1_2:0_3:3_0:1","","4","","spatial-span-recall","224","459955","1679413706299","0.0-8.0-1.10","","","4"
"2780","","","","","","","symmetry-judgement-task","227","465751","1679413712095","0.0-8.0-0.11-1.37","","1",""
"1824","","","","","","","symmetry-judgement-task","230","468793","1679413715137","0.0-8.0-0.11-1.38","","1",""
"1508","","","","","","","symmetry-judgement-task","233","471530","1679413717874","0.0-8.0-0.11-1.39","","1",""
"2850","","","","","","","symmetry-judgement-task","236","475600","1679413721944","0.0-8.0-0.11-1.40","","1",""
"2002","","","","","","","symmetry-judgement-task","239","478827","1679413725171","0.0-8.0-0.11-1.41","","1",""
"7084","9_0_11_5_14","9_0_11_6_5","2:1_0:0_2:3_1:2_1:1","","5","","spatial-span-recall","241","485918","1679413732262","0.0-8.0-1.11","","","3"
