"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"1504","","","","","","","","symmetry-judgement-task-demo","71","137478","1681329473499","0.0-6.0-0.2-1.8","1","",""
"6570","3_8_11_2","3_8_7_2","0:3_2:0_1:3_0:2","3","4","","","spatial-span-recall-demo","73","144055","1681329480076","0.0-6.0-1.2","","",""
"1529","","","","","","","","symmetry-judgement-task-demo","76","148391","1681329484412","0.0-6.0-0.3-1.9","1","",""
"1325","","","","","","","","symmetry-judgement-task-demo","79","150841","1681329486862","0.0-6.0-0.3-1.10","1","",""
"2445","","","","","","","","symmetry-judgement-task-demo","82","154415","1681329490436","0.0-6.0-0.3-1.11","1","",""
"1254","","","","","","","","symmetry-judgement-task-demo","85","156794","1681329492815","0.0-6.0-0.3-1.12","1","",""
"1199","","","","","","","","symmetry-judgement-task-demo","88","159115","1681329495136","0.0-6.0-0.3-1.13","1","",""
"5255","2_9_0_7","6_0_2_12_3","1:2_0:0_0:2_3:0_0:3","0","5","","","spatial-span-recall-demo","90","164377","1681329500398","0.0-6.0-1.3","","",""
"2848","","","","","","","","symmetry-judgement-task","94","174072","1681329510092","0.0-8.0-0.0-1.0","","1",""
"842","","","","","","","","symmetry-judgement-task","97","176031","1681329512052","0.0-8.0-0.0-1.1","","1",""
"1121","","","","","","","","symmetry-judgement-task","100","178275","1681329514296","0.0-8.0-0.0-1.2","","1",""
"2857","3_11_7","3_11_7","0:3_2:3_1:3","","3","","","spatial-span-recall","102","181141","1681329517162","0.0-8.0-1.0","","","3"
"1810","","","","","","","","symmetry-judgement-task","105","185243","1681329521264","0.0-8.0-0.1-1.3","","1",""
"1688","","","","","","","","symmetry-judgement-task","108","188053","1681329524074","0.0-8.0-0.1-1.4","","1",""
"2952","14_5","14_5","3:2_1:1","","2","","","spatial-span-recall","110","191013","1681329527034","0.0-8.0-1.1","","","2"
"1333","","","","","","","","symmetry-judgement-task","113","194806","1681329530827","0.0-8.0-0.2-1.5","","1",""
"956","","","","","","","","symmetry-judgement-task","116","196886","1681329532907","0.0-8.0-0.2-1.6","","1",""
"2780","13_3","13_3","3:1_0:3","","2","","","spatial-span-recall","118","199672","1681329535693","0.0-8.0-1.2","","","2"
"1267","","","","","","","","symmetry-judgement-task","121","203045","1681329539066","0.0-8.0-0.3-1.7","","1",""
"949","","","","","","","","symmetry-judgement-task","124","205114","1681329541135","0.0-8.0-0.3-1.8","","1",""
"1300","","","","","","","","symmetry-judgement-task","127","207540","1681329543561","0.0-8.0-0.3-1.9","","1",""
"2492","15_14_4","15_14_4","3:3_3:2_1:0","","3","","","spatial-span-recall","129","210040","1681329546061","0.0-8.0-1.3","","","3"
"1652","","","","","","","","symmetry-judgement-task","132","213630","1681329549651","0.0-8.0-0.4-1.10","","1",""
"1356","","","","","","","","symmetry-judgement-task","135","216108","1681329552129","0.0-8.0-0.4-1.11","","1",""
"1197","","","","","","","","symmetry-judgement-task","138","218430","1681329554451","0.0-8.0-0.4-1.12","","1",""
"4484","7_12_8","7_12_8","1:3_3:0_2:0","","3","","","spatial-span-recall","140","222921","1681329558942","0.0-8.0-1.4","","","3"
"1313","","","","","","","","symmetry-judgement-task","143","226518","1681329562539","0.0-8.0-0.5-1.13","","1",""
"1026","","","","","","","","symmetry-judgement-task","146","228663","1681329564684","0.0-8.0-0.5-1.14","","1",""
"1149","","","","","","","","symmetry-judgement-task","149","230939","1681329566960","0.0-8.0-0.5-1.15","","1",""
"989","","","","","","","","symmetry-judgement-task","152","233060","1681329569081","0.0-8.0-0.5-1.16","","1",""
"4211","0_6_3_15","0_6_3_15","0:0_1:2_0:3_3:3","","4","","","spatial-span-recall","154","237279","1681329573300","0.0-8.0-1.5","","","4"
"1411","","","","","","","","symmetry-judgement-task","157","241244","1681329577265","0.0-8.0-0.6-1.17","","1",""
"1029","","","","","","","","symmetry-judgement-task","160","243394","1681329579415","0.0-8.0-0.6-1.18","","1",""
"1520","","","","","","","","symmetry-judgement-task","163","246043","1681329582064","0.0-8.0-0.6-1.19","","1",""
"1621","","","","","","","","symmetry-judgement-task","166","248785","1681329584806","0.0-8.0-0.6-1.20","","1",""
"1280","","","","","","","","symmetry-judgement-task","169","251194","1681329587215","0.0-8.0-0.6-1.21","","1",""
"3529","5_3_14_0","2_5_3_14_0","0:2_1:1_0:3_3:2_0:0","","5","","","spatial-span-recall","171","254732","1681329590753","0.0-8.0-1.6","","","0"
"2269","","","","","","","","symmetry-judgement-task","174","262529","1681329598550","0.0-8.0-0.7-1.22","","1",""
"2574","","","","","","","","symmetry-judgement-task","177","266231","1681329602252","0.0-8.0-0.7-1.23","","1",""
"3318","","","","","","","","symmetry-judgement-task","180","270667","1681329606688","0.0-8.0-0.7-1.24","","1",""
"1057","","","","","","","","symmetry-judgement-task","183","272853","1681329608874","0.0-8.0-0.7-1.25","","1",""
"7908","7_10_8_5","11_7_6_9","2:3_1:3_1:2_2:1","","4","","","spatial-span-recall","185","280773","1681329616794","0.0-8.0-1.7","","","0"
"2020","","","","","","","","symmetry-judgement-task","188","285100","1681329621121","0.0-8.0-0.8-1.26","","1",""
"1085","","","","","","","","symmetry-judgement-task","191","287316","1681329623337","0.0-8.0-0.8-1.27","","1",""
"2941","13_11","13_11","3:1_2:3","","2","","","spatial-span-recall","193","290264","1681329626285","0.0-8.0-1.8","","","2"
"1225","","","","","","","","symmetry-judgement-task","196","293813","1681329629834","0.0-8.0-0.9-1.28","","1",""
"1083","","","","","","","","symmetry-judgement-task","199","296022","1681329632043","0.0-8.0-0.9-1.29","","1",""
"1215","","","","","","","","symmetry-judgement-task","202","298355","1681329634376","0.0-8.0-0.9-1.30","","1",""
"1147","","","","","","","","symmetry-judgement-task","205","300634","1681329636655","0.0-8.0-0.9-1.31","","1",""
"1456","","","","","","","","symmetry-judgement-task","208","303216","1681329639237","0.0-8.0-0.9-1.32","","1",""
"5028","14_5_8_9_2","14_5_8_10_2","3:2_1:1_2:0_2:2_0:2","","5","","","spatial-span-recall","210","308254","1681329644275","0.0-8.0-1.9","","","4"
"3306","","","","","","","","symmetry-judgement-task","213","314837","1681329650858","0.0-8.0-0.10-1.33","","1",""
"1425","","","","","","","","symmetry-judgement-task","216","317382","1681329653403","0.0-8.0-0.10-1.34","","1",""
"1332","","","","","","","","symmetry-judgement-task","219","319844","1681329655865","0.0-8.0-0.10-1.35","","1",""
"1226","","","","","","","","symmetry-judgement-task","222","322196","1681329658217","0.0-8.0-0.10-1.36","","1",""
"3546","0_2_10_9","0_2_10_9","0:0_0:2_2:2_2:1","","4","","","spatial-span-recall","224","325750","1681329661771","0.0-8.0-1.10","","","4"
"2127","","","","","","","","symmetry-judgement-task","227","330260","1681329666281","0.0-8.0-0.11-1.37","","1",""
"1298","","","","","","","","symmetry-judgement-task","230","332689","1681329668710","0.0-8.0-0.11-1.38","","1",""
"1562","","","","","","","","symmetry-judgement-task","233","335371","1681329671392","0.0-8.0-0.11-1.39","","1",""
"2485","","","","","","","","symmetry-judgement-task","236","338990","1681329675011","0.0-8.0-0.11-1.40","","1",""
"979","","","","","","","","symmetry-judgement-task","239","341099","1681329677120","0.0-8.0-0.11-1.41","","1",""
"5202","14_4_11_5_12","14_4_11_5_12","3:2_1:0_2:3_1:1_3:0","","5","","","spatial-span-recall","241","346308","1681329682329","0.0-8.0-1.11","","","5"
