"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"1815","","","","","","","","symmetry-judgement-task-demo","88","393077","1682100332555","0.0-6.0-0.3-1.13","1","",""
"4531","14_8_13_9_6","8_12_4_13_6","2:0_3:0_1:0_3:1_1:2","1","5","","","spatial-span-recall-demo","90","397616","1682100337094","0.0-6.0-1.3","","",""
"2150","","","","","","","","symmetry-judgement-task","94","414466","1682100353944","0.0-8.0-0.0-1.0","","1",""
"1564","","","","","","","","symmetry-judgement-task","97","417184","1682100356662","0.0-8.0-0.0-1.1","","1",""
"2032","","","","","","","","symmetry-judgement-task","100","420341","1682100359819","0.0-8.0-0.0-1.2","","1",""
"3853","0_12_9","0_12_5","0:0_3:0_1:1","","3","","","spatial-span-recall","102","424200","1682100363678","0.0-8.0-1.0","","","2"
"1482","","","","","","","","symmetry-judgement-task","105","432264","1682100371742","0.0-8.0-0.1-1.3","","1",""
"2361","","","","","","","","symmetry-judgement-task","108","435761","1682100375239","0.0-8.0-0.1-1.4","","1",""
"536","","10_12","2:2_3:0","","2","","","spatial-span-recall","110","436300","1682100375778","0.0-8.0-1.1","","","0"
"1298","","","","","","","","symmetry-judgement-task","113","444254","1682100383732","0.0-8.0-0.2-1.5","","0",""
"564","","","","","","","","symmetry-judgement-task","116","445929","1682100385407","0.0-8.0-0.2-1.6","","1",""
"3193","8_9","4_7","1:0_1:3","","2","","","spatial-span-recall","118","449126","1682100388604","0.0-8.0-1.2","","","0"
"1152","","","","","","","","symmetry-judgement-task","121","453415","1682100392893","0.0-8.0-0.3-1.7","","0",""
"497","","","","","","","","symmetry-judgement-task","124","455029","1682100394507","0.0-8.0-0.3-1.8","","0",""
"496","","","","","","","","symmetry-judgement-task","127","456638","1682100396116","0.0-8.0-0.3-1.9","","1",""
"3705","12_9_5","9_15_3","2:1_3:3_0:3","","3","","","spatial-span-recall","129","460349","1682100399827","0.0-8.0-1.3","","","0"
"1425","","","","","","","","symmetry-judgement-task","132","463916","1682100403394","0.0-8.0-0.4-1.10","","1",""
"462","","","","","","","","symmetry-judgement-task","135","465518","1682100404996","0.0-8.0-0.4-1.11","","0",""
"440","","","","","","","","symmetry-judgement-task","138","467074","1682100406552","0.0-8.0-0.4-1.12","","1",""
"4933","13_9_5_1_2_6_10_14","10_9_0","2:2_2:1_0:0","","3","","","spatial-span-recall","140","472011","1682100411489","0.0-8.0-1.4","","","1"
"877","","","","","","","","symmetry-judgement-task","143","475207","1682100414685","0.0-8.0-0.5-1.13","","0",""
"405","","","","","","","","symmetry-judgement-task","146","476731","1682100416209","0.0-8.0-0.5-1.14","","1",""
"746","","","","","","","","symmetry-judgement-task","149","478604","1682100418082","0.0-8.0-0.5-1.15","","0",""
"400","","","","","","","","symmetry-judgement-task","152","480141","1682100419619","0.0-8.0-0.5-1.16","","1",""
"2851","14_10_9_13","13_12_11_0","3:1_3:0_2:3_0:0","","4","","","spatial-span-recall","154","482996","1682100422474","0.0-8.0-1.5","","","0"
"846","","","","","","","","symmetry-judgement-task","157","486239","1682100425717","0.0-8.0-0.6-1.17","","0",""
"397","","","","","","","","symmetry-judgement-task","160","487767","1682100427245","0.0-8.0-0.6-1.18","","1",""
"418","","","","","","","","symmetry-judgement-task","163","489305","1682100428783","0.0-8.0-0.6-1.19","","1",""
"439","","","","","","","","symmetry-judgement-task","166","490858","1682100430336","0.0-8.0-0.6-1.20","","0",""
"448","","","","","","","","symmetry-judgement-task","169","492417","1682100431895","0.0-8.0-0.6-1.21","","1",""
"4394","14_10_15_13","7_15_4_5_6","1:3_3:3_1:0_1:1_1:2","","5","","","spatial-span-recall","171","496814","1682100436292","0.0-8.0-1.6","","","0"
"1488","","","","","","","","symmetry-judgement-task","174","500949","1682100440427","0.0-8.0-0.7-1.22","","1",""
"407","","","","","","","","symmetry-judgement-task","177","502461","1682100441939","0.0-8.0-0.7-1.23","","1",""
"434","","","","","","","","symmetry-judgement-task","180","503996","1682100443474","0.0-8.0-0.7-1.24","","1",""
"389","","","","","","","","symmetry-judgement-task","183","505514","1682100444992","0.0-8.0-0.7-1.25","","0",""
"3458","13_9_8_4_6","5_0_7_13","1:1_0:0_1:3_3:1","","4","","","spatial-span-recall","185","508975","1682100448453","0.0-8.0-1.7","","","0"
"988","","","","","","","","symmetry-judgement-task","188","512148","1682100451626","0.0-8.0-0.8-1.26","","0",""
"454","","","","","","","","symmetry-judgement-task","191","513776","1682100453254","0.0-8.0-0.8-1.27","","0",""
"1983","14_10","7_8","1:3_2:0","","2","","","spatial-span-recall","193","515766","1682100455244","0.0-8.0-1.8","","","0"
"976","","","","","","","","symmetry-judgement-task","196","518885","1682100458363","0.0-8.0-0.9-1.28","","0",""
"400","","","","","","","","symmetry-judgement-task","199","520428","1682100459906","0.0-8.0-0.9-1.29","","1",""
"386","","","","","","","","symmetry-judgement-task","202","521913","1682100461391","0.0-8.0-0.9-1.30","","1",""
"413","","","","","","","","symmetry-judgement-task","205","523454","1682100462932","0.0-8.0-0.9-1.31","","0",""
"434","","","","","","","","symmetry-judgement-task","208","524989","1682100464467","0.0-8.0-0.9-1.32","","1",""
"2907","14_10_11_15","8_5_13_15_10","2:0_1:1_3:1_3:3_2:2","","5","","","spatial-span-recall","210","527900","1682100467378","0.0-8.0-1.9","","","1"
"641","","","","","","","","symmetry-judgement-task","213","530756","1682100470234","0.0-8.0-0.10-1.33","","1",""
"411","","","","","","","","symmetry-judgement-task","216","532274","1682100471752","0.0-8.0-0.10-1.34","","1",""
"412","","","","","","","","symmetry-judgement-task","219","533813","1682100473291","0.0-8.0-0.10-1.35","","1",""
"385","","","","","","","","symmetry-judgement-task","222","535324","1682100474802","0.0-8.0-0.10-1.36","","0",""
"2456","14_10_6","9_12_6_14","2:1_3:0_1:2_3:2","","4","","","spatial-span-recall","224","537785","1682100477263","0.0-8.0-1.10","","","1"
"679","","","","","","","","symmetry-judgement-task","227","540533","1682100480011","0.0-8.0-0.11-1.37","","1",""
"452","","","","","","","","symmetry-judgement-task","230","542111","1682100481589","0.0-8.0-0.11-1.38","","1",""
"400","","","","","","","","symmetry-judgement-task","233","543676","1682100483154","0.0-8.0-0.11-1.39","","1",""
"419","","","","","","","","symmetry-judgement-task","236","545255","1682100484733","0.0-8.0-0.11-1.40","","0",""
"425","","","","","","","","symmetry-judgement-task","239","546822","1682100486300","0.0-8.0-0.11-1.41","","1",""
"1856","14_10","12_11_1_2_14","3:0_2:3_0:1_0:2_3:2","","5","","","spatial-span-recall","241","548684","1682100488162","0.0-8.0-1.11","","","0"
