"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"6314","12_1","12_1","3:0_0:1","","2","","","spatial-span-recall","110","309015","1681348450249","0.0-8.0-1.1","","","2"
"2478","","","","","","","","symmetry-judgement-task","113","314337","1681348455571","0.0-8.0-0.2-1.5","","1",""
"1985","","","","","","","","symmetry-judgement-task","116","317584","1681348458818","0.0-8.0-0.2-1.6","","1",""
"4944","3_5","3_5","0:3_1:1","","2","","","spatial-span-recall","118","322539","1681348463773","0.0-8.0-1.2","","","2"
"2671","","","","","","","","symmetry-judgement-task","121","327915","1681348469149","0.0-8.0-0.3-1.7","","1",""
"1672","","","","","","","","symmetry-judgement-task","124","330838","1681348472072","0.0-8.0-0.3-1.8","","1",""
"1767","","","","","","","","symmetry-judgement-task","127","333847","1681348475081","0.0-8.0-0.3-1.9","","1",""
"7161","4_1_2","4_1_2","1:0_0:1_0:2","","3","","","spatial-span-recall","129","341016","1681348482250","0.0-8.0-1.3","","","3"
"2348","","","","","","","","symmetry-judgement-task","132","346793","1681348488027","0.0-8.0-0.4-1.10","","1",""
"2880","","","","","","","","symmetry-judgement-task","135","350983","1681348492217","0.0-8.0-0.4-1.11","","1",""
"3012","","","","","","","","symmetry-judgement-task","138","355304","1681348496538","0.0-8.0-0.4-1.12","","1",""
"5414","7_14_1","7_14_1","1:3_3:2_0:1","","3","","","spatial-span-recall","140","360728","1681348501962","0.0-8.0-1.4","","","3"
"1812","","","","","","","","symmetry-judgement-task","143","365513","1681348506747","0.0-8.0-0.5-1.13","","1",""
"1425","","","","","","","","symmetry-judgement-task","146","368199","1681348509433","0.0-8.0-0.5-1.14","","1",""
"1570","","","","","","","","symmetry-judgement-task","149","371059","1681348512293","0.0-8.0-0.5-1.15","","1",""
"1850","","","","","","","","symmetry-judgement-task","152","374187","1681348515421","0.0-8.0-0.5-1.16","","1",""
"5550","7_11_15_6","11_7_15_6","2:3_1:3_3:3_1:2","","4","","","spatial-span-recall","154","379747","1681348520981","0.0-8.0-1.5","","","2"
"2888","","","","","","","","symmetry-judgement-task","157","385442","1681348526676","0.0-8.0-0.6-1.17","","1",""
"3378","","","","","","","","symmetry-judgement-task","160","390101","1681348531335","0.0-8.0-0.6-1.18","","1",""
"1975","","","","","","","","symmetry-judgement-task","163","393355","1681348534589","0.0-8.0-0.6-1.19","","1",""
"3181","","","","","","","","symmetry-judgement-task","166","397821","1681348539055","0.0-8.0-0.6-1.20","","1",""
"2530","","","","","","","","symmetry-judgement-task","169","401626","1681348542860","0.0-8.0-0.6-1.21","","1",""
"8203","7_4_1_11","7_4_13_0_11","1:3_1:0_3:1_0:0_2:3","","5","","","spatial-span-recall","171","409840","1681348551074","0.0-8.0-1.6","","","2"
"2251","","","","","","","","symmetry-judgement-task","174","415265","1681348556499","0.0-8.0-0.7-1.22","","1",""
"1715","","","","","","","","symmetry-judgement-task","177","418237","1681348559471","0.0-8.0-0.7-1.23","","1",""
"3423","","","","","","","","symmetry-judgement-task","180","422929","1681348564163","0.0-8.0-0.7-1.24","","1",""
"1666","","","","","","","","symmetry-judgement-task","183","425857","1681348567091","0.0-8.0-0.7-1.25","","1",""
"11101","10_6_13_0","10_6_9_0","2:2_1:2_2:1_0:0","","4","","","spatial-span-recall","185","436966","1681348578200","0.0-8.0-1.7","","","3"
"2694","","","","","","","","symmetry-judgement-task","188","442652","1681348583886","0.0-8.0-0.8-1.26","","1",""
"3000","","","","","","","","symmetry-judgement-task","191","446960","1681348588194","0.0-8.0-0.8-1.27","","1",""
"4565","3_7","3_7","0:3_1:3","","2","","","spatial-span-recall","193","451535","1681348592769","0.0-8.0-1.8","","","2"
"2292","","","","","","","","symmetry-judgement-task","196","456589","1681348597823","0.0-8.0-0.9-1.28","","1",""
"1469","","","","","","","","symmetry-judgement-task","199","459337","1681348600571","0.0-8.0-0.9-1.29","","1",""
"1751","","","","","","","","symmetry-judgement-task","202","462356","1681348603590","0.0-8.0-0.9-1.30","","1",""
"4637","","","","","","","","symmetry-judgement-task","205","468250","1681348609484","0.0-8.0-0.9-1.31","","1",""
"2266","","","","","","","","symmetry-judgement-task","208","471777","1681348613011","0.0-8.0-0.9-1.32","","1",""
"6858","4_8_14_6","9_8_7_1_6","2:1_2:0_1:3_0:1_1:2","","5","","","spatial-span-recall","210","478644","1681348619878","0.0-8.0-1.9","","","1"
"1887","","","","","","","","symmetry-judgement-task","213","515165","1681348656399","0.0-8.0-0.10-1.33","","1",""
"1299","","","","","","","","symmetry-judgement-task","216","517756","1681348658990","0.0-8.0-0.10-1.34","","1",""
"1186","","","","","","","","symmetry-judgement-task","219","520196","1681348661430","0.0-8.0-0.10-1.35","","1",""
"984","","","","","","","","symmetry-judgement-task","222","522471","1681348663705","0.0-8.0-0.10-1.36","","1",""
"7375","13_9_11_7","13_9_11_7","3:1_2:1_2:3_1:3","","4","","","spatial-span-recall","224","529858","1681348671092","0.0-8.0-1.10","","","4"
"2261","","","","","","","","symmetry-judgement-task","227","537284","1681348678518","0.0-8.0-0.11-1.37","","1",""
"1936","","","","","","","","symmetry-judgement-task","230","540474","1681348681708","0.0-8.0-0.11-1.38","","1",""
"1458","","","","","","","","symmetry-judgement-task","233","543217","1681348684451","0.0-8.0-0.11-1.39","","1",""
"1047","","","","","","","","symmetry-judgement-task","236","545547","1681348686781","0.0-8.0-0.11-1.40","","1",""
"1104","","","","","","","","symmetry-judgement-task","239","547935","1681348689169","0.0-8.0-0.11-1.41","","1",""
"7086","8_15_13_5_4","8_15_13_4_5","2:0_3:3_3:1_1:0_1:1","","5","","","spatial-span-recall","241","555030","1681348696264","0.0-8.0-1.11","","","3"
