"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"3874","6_15_7","6_15_7","1:2_3:3_1:3","3","3","","","spatial-span-recall-demo","59","67979","1680631280633","0.0-6.0-1.1","","",""
"null","","","","","","","","symmetry-judgement-task-demo","62","76009","1680631288663","0.0-6.0-0.2-1.5","","",""
"1149","","","","","","","","symmetry-judgement-task-demo","65","78226","1680631290880","0.0-6.0-0.2-1.6","1","",""
"1209","","","","","","","","symmetry-judgement-task-demo","68","80500","1680631293154","0.0-6.0-0.2-1.7","1","",""
"1197","","","","","","","","symmetry-judgement-task-demo","71","82759","1680631295413","0.0-6.0-0.2-1.8","1","",""
"6722","11_5_6_3_4","11_5_7_4","2:3_1:1_1:3_1:0","2","4","","","spatial-span-recall-demo","73","89483","1680631302137","0.0-6.0-1.2","","",""
"1402","","","","","","","","symmetry-judgement-task-demo","76","93029","1680631305683","0.0-6.0-0.3-1.9","1","",""
"876","","","","","","","","symmetry-judgement-task-demo","79","94967","1680631307621","0.0-6.0-0.3-1.10","1","",""
"874","","","","","","","","symmetry-judgement-task-demo","82","96904","1680631309558","0.0-6.0-0.3-1.11","1","",""
"951","","","","","","","","symmetry-judgement-task-demo","85","98916","1680631311570","0.0-6.0-0.3-1.12","1","",""
"887","","","","","","","","symmetry-judgement-task-demo","88","100867","1680631313521","0.0-6.0-0.3-1.13","1","",""
"5735","6_12_9_11_1","12_6_13_11_1","3:0_1:2_3:1_2:3_0:1","2","5","","","spatial-span-recall-demo","90","106605","1680631319259","0.0-6.0-1.3","","",""
"2246","","","","","","","","symmetry-judgement-task","94","247917","1680631460571","0.0-8.0-0.0-1.0","","1",""
"818","","","","","","","","symmetry-judgement-task","97","249800","1680631462454","0.0-8.0-0.0-1.1","","1",""
"1190","","","","","","","","symmetry-judgement-task","100","252058","1680631464712","0.0-8.0-0.0-1.2","","1",""
"3660","3_5_10","3_5_10","0:3_1:1_2:2","","3","","","spatial-span-recall","102","255723","1680631468377","0.0-8.0-1.0","","","3"
"1100","","","","","","","","symmetry-judgement-task","105","259081","1680631471735","0.0-8.0-0.1-1.3","","1",""
"1183","","","","","","","","symmetry-judgement-task","108","261327","1680631473981","0.0-8.0-0.1-1.4","","1",""
"3610","8_3","8_3","2:0_0:3","","2","","","spatial-span-recall","110","264941","1680631477595","0.0-8.0-1.1","","","2"
"1227","","","","","","","","symmetry-judgement-task","113","268631","1680631481285","0.0-8.0-0.2-1.5","","1",""
"965","","","","","","","","symmetry-judgement-task","116","270655","1680631483309","0.0-8.0-0.2-1.6","","1",""
"3131","11_2","11_2","2:3_0:2","","2","","","spatial-span-recall","118","273789","1680631486443","0.0-8.0-1.2","","","2"
"1270","","","","","","","","symmetry-judgement-task","121","277006","1680631489660","0.0-8.0-0.3-1.7","","1",""
"1309","","","","","","","","symmetry-judgement-task","124","279374","1680631492028","0.0-8.0-0.3-1.8","","1",""
"1410","","","","","","","","symmetry-judgement-task","127","281846","1680631494500","0.0-8.0-0.3-1.9","","1",""
"5529","14_1_11","14_1_7","3:2_0:1_1:3","","3","","","spatial-span-recall","129","287379","1680631500033","0.0-8.0-1.3","","","2"
"1131","","","","","","","","symmetry-judgement-task","132","290507","1680631503161","0.0-8.0-0.4-1.10","","1",""
"1126","","","","","","","","symmetry-judgement-task","135","292689","1680631505343","0.0-8.0-0.4-1.11","","1",""
"1525","","","","","","","","symmetry-judgement-task","138","295279","1680631507933","0.0-8.0-0.4-1.12","","1",""
"3692","15_9_14","15_9_14","3:3_2:1_3:2","","3","","","spatial-span-recall","140","298974","1680631511628","0.0-8.0-1.4","","","3"
"1367","","","","","","","","symmetry-judgement-task","143","302320","1680631514974","0.0-8.0-0.5-1.13","","1",""
"846","","","","","","","","symmetry-judgement-task","146","304231","1680631516885","0.0-8.0-0.5-1.14","","1",""
"1240","","","","","","","","symmetry-judgement-task","149","306530","1680631519184","0.0-8.0-0.5-1.15","","1",""
"1335","","","","","","","","symmetry-judgement-task","152","308926","1680631521580","0.0-8.0-0.5-1.16","","1",""
"5598","12_7_10_15","12_7_10_15","3:0_1:3_2:2_3:3","","4","","","spatial-span-recall","154","314530","1680631527184","0.0-8.0-1.5","","","4"
"1245","","","","","","","","symmetry-judgement-task","157","317738","1680631530392","0.0-8.0-0.6-1.17","","1",""
"1173","","","","","","","","symmetry-judgement-task","160","319974","1680631532628","0.0-8.0-0.6-1.18","","1",""
"1224","","","","","","","","symmetry-judgement-task","163","322257","1680631534911","0.0-8.0-0.6-1.19","","1",""
"877","","","","","","","","symmetry-judgement-task","166","324192","1680631536846","0.0-8.0-0.6-1.20","","1",""
"1237","","","","","","","","symmetry-judgement-task","169","326491","1680631539145","0.0-8.0-0.6-1.21","","1",""
"4978","5_10_13_8_9","5_10_13_4_12","1:1_2:2_3:1_1:0_3:0","","5","","","spatial-span-recall","171","331471","1680631544125","0.0-8.0-1.6","","","3"
"1330","","","","","","","","symmetry-judgement-task","174","334823","1680631547477","0.0-8.0-0.7-1.22","","1",""
"1230","","","","","","","","symmetry-judgement-task","177","337117","1680631549771","0.0-8.0-0.7-1.23","","1",""
"978","","","","","","","","symmetry-judgement-task","180","339159","1680631551813","0.0-8.0-0.7-1.24","","1",""
"1356","","","","","","","","symmetry-judgement-task","183","341577","1680631554231","0.0-8.0-0.7-1.25","","1",""
"4357","12_11_14_8","12_11_14_8","3:0_2:3_3:2_2:0","","4","","","spatial-span-recall","185","345939","1680631558593","0.0-8.0-1.7","","","4"
"1086","","","","","","","","symmetry-judgement-task","188","348898","1680631561552","0.0-8.0-0.8-1.26","","1",""
"1296","","","","","","","","symmetry-judgement-task","191","351260","1680631563914","0.0-8.0-0.8-1.27","","1",""
"4308","9_2","9_2","2:1_0:2","","2","","","spatial-span-recall","193","355571","1680631568225","0.0-8.0-1.8","","","2"
"1511","","","","","","","","symmetry-judgement-task","196","359202","1680631571856","0.0-8.0-0.9-1.28","","1",""
"1272","","","","","","","","symmetry-judgement-task","199","361531","1680631574185","0.0-8.0-0.9-1.29","","1",""
"889","","","","","","","","symmetry-judgement-task","202","363483","1680631576137","0.0-8.0-0.9-1.30","","1",""
"1640","","","","","","","","symmetry-judgement-task","205","366189","1680631578843","0.0-8.0-0.9-1.31","","1",""
"1161","","","","","","","","symmetry-judgement-task","208","368414","1680631581068","0.0-8.0-0.9-1.32","","1",""
"5160","4_5_8_3_9","4_5_8_3_9","1:0_1:1_2:0_0:3_2:1","","5","","","spatial-span-recall","210","373577","1680631586231","0.0-8.0-1.9","","","5"
"1347","","","","","","","","symmetry-judgement-task","213","376923","1680631589577","0.0-8.0-0.10-1.33","","1",""
"869","","","","","","","","symmetry-judgement-task","216","378852","1680631591506","0.0-8.0-0.10-1.34","","1",""
"1210","","","","","","","","symmetry-judgement-task","219","381122","1680631593776","0.0-8.0-0.10-1.35","","1",""
"838","","","","","","","","symmetry-judgement-task","222","383021","1680631595675","0.0-8.0-0.10-1.36","","1",""
"4416","3_2_4_13","3_2_4_13","0:3_0:2_1:0_3:1","","4","","","spatial-span-recall","224","387440","1680631600094","0.0-8.0-1.10","","","4"
"1288","","","","","","","","symmetry-judgement-task","227","390671","1680631603325","0.0-8.0-0.11-1.37","","1",""
"1144","","","","","","","","symmetry-judgement-task","230","392876","1680631605530","0.0-8.0-0.11-1.38","","1",""
"1105","","","","","","","","symmetry-judgement-task","233","395043","1680631607697","0.0-8.0-0.11-1.39","","1",""
"1963","","","","","","","","symmetry-judgement-task","236","398069","1680631610723","0.0-8.0-0.11-1.40","","1",""
"2754","","","","","","","","symmetry-judgement-task","239","401875","1680631614529","0.0-8.0-0.11-1.41","","1",""
"5319","11_3_1_9_8","11_3_1_9_8","2:3_0:3_0:1_2:1_2:0","","5","","","spatial-span-recall","241","407197","1680631619851","0.0-8.0-1.11","","","5"
