"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"1882","","","","","","","","symmetry-judgement-task","116","320883","1683149146943","0.0-8.0-0.2-1.6","","1",""
"3102","10_15","15_10","3:3_2:2","","2","","","spatial-span-recall","118","323990","1683149150050","0.0-8.0-1.2","","","0"
"1116","","","","","","","","symmetry-judgement-task","121","327414","1683149153474","0.0-8.0-0.3-1.7","","1",""
"1686","","","","","","","","symmetry-judgement-task","124","330165","1683149156225","0.0-8.0-0.3-1.8","","1",""
"1381","","","","","","","","symmetry-judgement-task","127","332609","1683149158669","0.0-8.0-0.3-1.9","","1",""
"4227","4_10_6","4_10_6","1:0_2:2_1:2","","3","","","spatial-span-recall","129","336841","1683149162901","0.0-8.0-1.3","","","3"
"1148","","","","","","","","symmetry-judgement-task","132","339948","1683149166008","0.0-8.0-0.4-1.10","","1",""
"1132","","","","","","","","symmetry-judgement-task","135","342138","1683149168198","0.0-8.0-0.4-1.11","","1",""
"1298","","","","","","","","symmetry-judgement-task","138","344497","1683149170557","0.0-8.0-0.4-1.12","","1",""
"3719","1_10_11","1_10_11","0:1_2:2_2:3","","3","","","spatial-span-recall","140","348220","1683149174280","0.0-8.0-1.4","","","3"
"1329","","","","","","","","symmetry-judgement-task","143","351593","1683149177653","0.0-8.0-0.5-1.13","","1",""
"1294","","","","","","","","symmetry-judgement-task","146","353945","1683149180005","0.0-8.0-0.5-1.14","","1",""
"1130","","","","","","","","symmetry-judgement-task","149","356131","1683149182191","0.0-8.0-0.5-1.15","","1",""
"1600","","","","","","","","symmetry-judgement-task","152","358792","1683149184852","0.0-8.0-0.5-1.16","","1",""
"5634","11_1_2_14","11_5_2_14","2:3_1:1_0:2_3:2","","4","","","spatial-span-recall","154","364431","1683149190491","0.0-8.0-1.5","","","3"
"1338","","","","","","","","symmetry-judgement-task","157","367656","1683149193716","0.0-8.0-0.6-1.17","","1",""
"1306","","","","","","","","symmetry-judgement-task","160","370026","1683149196086","0.0-8.0-0.6-1.18","","1",""
"1510","","","","","","","","symmetry-judgement-task","163","372595","1683149198655","0.0-8.0-0.6-1.19","","1",""
"900","","","","","","","","symmetry-judgement-task","166","374560","1683149200620","0.0-8.0-0.6-1.20","","1",""
"1380","","","","","","","","symmetry-judgement-task","169","376998","1683149203058","0.0-8.0-0.6-1.21","","1",""
"5535","15_13_12_9_7","15_14_12_9_7","3:3_3:2_3:0_2:1_1:3","","5","","","spatial-span-recall","171","382538","1683149208598","0.0-8.0-1.6","","","4"
"1201","","","","","","","","symmetry-judgement-task","174","385438","1683149211498","0.0-8.0-0.7-1.22","","1",""
"941","","","","","","","","symmetry-judgement-task","177","387438","1683149213498","0.0-8.0-0.7-1.23","","1",""
"608","","","","","","","","symmetry-judgement-task","180","389109","1683149215169","0.0-8.0-0.7-1.24","","1",""
"1209","","","","","","","","symmetry-judgement-task","183","391383","1683149217443","0.0-8.0-0.7-1.25","","1",""
"5129","8_10_15_11_7","8_10_14_15","2:0_2:2_3:2_3:3","","4","","","spatial-span-recall","185","396515","1683149222575","0.0-8.0-1.7","","","2"
"1050","","","","","","","","symmetry-judgement-task","188","399664","1683149225724","0.0-8.0-0.8-1.26","","1",""
"1219","","","","","","","","symmetry-judgement-task","191","401944","1683149228004","0.0-8.0-0.8-1.27","","1",""
"3576","7_2","7_2","1:3_0:2","","2","","","spatial-span-recall","193","405523","1683149231583","0.0-8.0-1.8","","","2"
"1232","","","","","","","","symmetry-judgement-task","196","409153","1683149235213","0.0-8.0-0.9-1.28","","1",""
"1103","","","","","","","","symmetry-judgement-task","199","411319","1683149237379","0.0-8.0-0.9-1.29","","1",""
"2450","","","","","","","","symmetry-judgement-task","202","414829","1683149240889","0.0-8.0-0.9-1.30","","0",""
"2632","","","","","","","","symmetry-judgement-task","205","418527","1683149244587","0.0-8.0-0.9-1.31","","1",""
"2147","","","","","","","","symmetry-judgement-task","208","421735","1683149247795","0.0-8.0-0.9-1.32","","1",""
"4951","10_5_9_6","2_10_5_8_11","0:2_2:2_1:1_2:0_2:3","","5","","","spatial-span-recall","210","426688","1683149252748","0.0-8.0-1.9","","","0"
"1401","","","","","","","","symmetry-judgement-task","213","430600","1683149256660","0.0-8.0-0.10-1.33","","1",""
"1036","","","","","","","","symmetry-judgement-task","216","432695","1683149258755","0.0-8.0-0.10-1.34","","1",""
"830","","","","","","","","symmetry-judgement-task","219","434587","1683149260647","0.0-8.0-0.10-1.35","","1",""
"876","","","","","","","","symmetry-judgement-task","222","436529","1683149262589","0.0-8.0-0.10-1.36","","1",""
"2931","5_2_11_8","5_2_11_8","1:1_0:2_2:3_2:0","","4","","","spatial-span-recall","224","439465","1683149265525","0.0-8.0-1.10","","","4"
"null","","","","","","","","symmetry-judgement-task","227","447095","1683149273154","0.0-8.0-0.11-1.37","","",""
"1861","","","","","","","","symmetry-judgement-task","230","450019","1683149276079","0.0-8.0-0.11-1.38","","1",""
"1736","","","","","","","","symmetry-judgement-task","233","452818","1683149278878","0.0-8.0-0.11-1.39","","1",""
"1036","","","","","","","","symmetry-judgement-task","236","454910","1683149280970","0.0-8.0-0.11-1.40","","1",""
"1013","","","","","","","","symmetry-judgement-task","239","456982","1683149283042","0.0-8.0-0.11-1.41","","1",""
"5621","9_5_2_13_4","14_1_2_0_13","3:2_0:1_0:2_0:0_3:1","","5","","","spatial-span-recall","241","462606","1683149288666","0.0-8.0-1.11","","","1"
