"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","browser","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"3446","","","","","","","","symmetry-judgement-task","113","189450","1682093947796","0.0-8.0-0.2-1.5","","1",""
"880","","","","","","","","symmetry-judgement-task","116","191565","1682093949911","0.0-8.0-0.2-1.6","","1",""
"3914","13_15","12_14","3:0_3:2","","2","","","spatial-span-recall","118","195485","1682093953831","0.0-8.0-1.2","","","0"
"1481","","","","","","","","symmetry-judgement-task","121","199823","1682093958169","0.0-8.0-0.3-1.7","","1",""
"864","","","","","","","","symmetry-judgement-task","124","201913","1682093960259","0.0-8.0-0.3-1.8","","0",""
"570","","","","","","","","symmetry-judgement-task","127","203715","1682093962061","0.0-8.0-0.3-1.9","","0",""
"2368","","2_9_12","0:2_2:1_3:0","","3","","","spatial-span-recall","129","206097","1682093964443","0.0-8.0-1.3","","","0"
"1308","","","","","","","","symmetry-judgement-task","132","209904","1682093968250","0.0-8.0-0.4-1.10","","1",""
"674","","","","","","","","symmetry-judgement-task","135","211793","1682093970139","0.0-8.0-0.4-1.11","","0",""
"881","","","","","","","","symmetry-judgement-task","138","213887","1682093972233","0.0-8.0-0.4-1.12","","0",""
"1161","","5_10_4","1:1_2:2_1:0","","3","","","spatial-span-recall","140","215054","1682093973400","0.0-8.0-1.4","","","0"
"978","","","","","","","","symmetry-judgement-task","143","219334","1682093977680","0.0-8.0-0.5-1.13","","0",""
"555","","","","","","","","symmetry-judgement-task","146","221120","1682093979466","0.0-8.0-0.5-1.14","","1",""
"668","","","","","","","","symmetry-judgement-task","149","223004","1682093981350","0.0-8.0-0.5-1.15","","0",""
"838","","","","","","","","symmetry-judgement-task","152","225036","1682093983382","0.0-8.0-0.5-1.16","","0",""
"782","","9_5_10_12","2:1_1:1_2:2_3:0","","4","","","spatial-span-recall","154","225825","1682093984171","0.0-8.0-1.5","","","0"
"2105","","","","","","","","symmetry-judgement-task","157","230908","1682093989254","0.0-8.0-0.6-1.17","","0",""
"596","","","","","","","","symmetry-judgement-task","160","232707","1682093991053","0.0-8.0-0.6-1.18","","0",""
"653","","","","","","","","symmetry-judgement-task","163","234571","1682093992917","0.0-8.0-0.6-1.19","","1",""
"484","","","","","","","","symmetry-judgement-task","166","236253","1682093994599","0.0-8.0-0.6-1.20","","0",""
"524","","","","","","","","symmetry-judgement-task","169","237983","1682093996329","0.0-8.0-0.6-1.21","","1",""
"2585","","12_10_1_15_9","3:0_2:2_0:1_3:3_2:1","","5","","","spatial-span-recall","171","240580","1682093998926","0.0-8.0-1.6","","","0"
"1319","","","","","","","","symmetry-judgement-task","174","245785","1682094004131","0.0-8.0-0.7-1.22","","0",""
"542","","","","","","","","symmetry-judgement-task","177","247557","1682094005903","0.0-8.0-0.7-1.23","","0",""
"506","","","","","","","","symmetry-judgement-task","180","249317","1682094007663","0.0-8.0-0.7-1.24","","1",""
"583","","","","","","","","symmetry-judgement-task","183","251101","1682094009447","0.0-8.0-0.7-1.25","","0",""
"1660","","11_0_2_13","2:3_0:0_0:2_3:1","","4","","","spatial-span-recall","185","252765","1682094011111","0.0-8.0-1.7","","","0"
"1818","","","","","","","","symmetry-judgement-task","188","257604","1682094015950","0.0-8.0-0.8-1.26","","1",""
"559","","","","","","","","symmetry-judgement-task","191","259382","1682094017728","0.0-8.0-0.8-1.27","","1",""
"1197","","7_8","1:3_2:0","","2","","","spatial-span-recall","193","260584","1682094018930","0.0-8.0-1.8","","","0"
"1111","","","","","","","","symmetry-judgement-task","196","264834","1682094023180","0.0-8.0-0.9-1.28","","0",""
"1023","","","","","","","","symmetry-judgement-task","199","267053","1682094025399","0.0-8.0-0.9-1.29","","1",""
"779","","","","","","","","symmetry-judgement-task","202","269040","1682094027386","0.0-8.0-0.9-1.30","","1",""
"578","","","","","","","","symmetry-judgement-task","205","270818","1682094029164","0.0-8.0-0.9-1.31","","1",""
"544","","","","","","","","symmetry-judgement-task","208","272589","1682094030934","0.0-8.0-0.9-1.32","","0",""
"1638","","1_10_4_8_6","0:1_2:2_1:0_2:0_1:2","","5","","","spatial-span-recall","210","274238","1682094032584","0.0-8.0-1.9","","","0"
"879","","","","","","","","symmetry-judgement-task","213","279070","1682094037416","0.0-8.0-0.10-1.33","","0",""
"547","","","","","","","","symmetry-judgement-task","216","280824","1682094039170","0.0-8.0-0.10-1.34","","1",""
"422","","","","","","","","symmetry-judgement-task","219","282464","1682094040810","0.0-8.0-0.10-1.35","","0",""
"396","","","","","","","","symmetry-judgement-task","222","284067","1682094042413","0.0-8.0-0.10-1.36","","1",""
"1231","","10_11_1_14","2:2_2:3_0:1_3:2","","4","","","spatial-span-recall","224","285307","1682094043653","0.0-8.0-1.10","","","0"
"477","","","","","","","","symmetry-judgement-task","227","288447","1682094046793","0.0-8.0-0.11-1.37","","1",""
"410","","","","","","","","symmetry-judgement-task","230","290061","1682094048407","0.0-8.0-0.11-1.38","","1",""
"419","","","","","","","","symmetry-judgement-task","233","291681","1682094050027","0.0-8.0-0.11-1.39","","0",""
"436","","","","","","","","symmetry-judgement-task","236","293346","1682094051692","0.0-8.0-0.11-1.40","","0",""
"455","","","","","","","","symmetry-judgement-task","239","295023","1682094053369","0.0-8.0-0.11-1.41","","1",""
"978","","1_12_8_13_6","0:1_3:0_2:0_3:1_1:2","","5","","","spatial-span-recall","241","296015","1682094054361","0.0-8.0-1.11","","","0"
