"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"1096","","","","","","","symmetry-judgement-task","188","168391","1678815693821","0.0-8.0-0.8-1.26","","1",""
"526","","","","","","","symmetry-judgement-task","191","169983","1678815695413","0.0-8.0-0.8-1.27","","1",""
"1560","10_11","10_11","2:2_2:3","","2","","spatial-span-recall","193","171549","1678815696979","0.0-8.0-1.8","","","2"
"914","","","","","","","symmetry-judgement-task","196","173948","1678815699378","0.0-8.0-0.9-1.28","","1",""
"926","","","","","","","symmetry-judgement-task","199","175934","1678815701364","0.0-8.0-0.9-1.29","","1",""
"977","","","","","","","symmetry-judgement-task","202","177973","1678815703403","0.0-8.0-0.9-1.30","","1",""
"869","","","","","","","symmetry-judgement-task","205","179901","1678815705331","0.0-8.0-0.9-1.31","","1",""
"1126","","","","","","","symmetry-judgement-task","208","182093","1678815707523","0.0-8.0-0.9-1.32","","1",""
"2689","10_6_12_15_0","2_12_7_1_14","0:2_3:0_1:3_0:1_3:2","","5","","spatial-span-recall","210","184786","1678815710216","0.0-8.0-1.9","","","0"
"657","","","","","","","symmetry-judgement-task","213","187134","1678815712564","0.0-8.0-0.10-1.33","","1",""
"599","","","","","","","symmetry-judgement-task","216","188797","1678815714227","0.0-8.0-0.10-1.34","","1",""
"627","","","","","","","symmetry-judgement-task","219","190486","1678815715916","0.0-8.0-0.10-1.35","","1",""
"573","","","","","","","symmetry-judgement-task","222","192127","1678815717557","0.0-8.0-0.10-1.36","","1",""
"2657","1_4_2_6","1_8_2_6","0:1_2:0_0:2_1:2","","4","","spatial-span-recall","224","194788","1678815720218","0.0-8.0-1.10","","","3"
"835","","","","","","","symmetry-judgement-task","227","197214","1678815722644","0.0-8.0-0.11-1.37","","1",""
"567","","","","","","","symmetry-judgement-task","230","198846","1678815724276","0.0-8.0-0.11-1.38","","1",""
"509","","","","","","","symmetry-judgement-task","233","200420","1678815725850","0.0-8.0-0.11-1.39","","1",""
"544","","","","","","","symmetry-judgement-task","236","202030","1678815727460","0.0-8.0-0.11-1.40","","0",""
"799","","","","","","","symmetry-judgement-task","239","203893","1678815729323","0.0-8.0-0.11-1.41","","1",""
"2421","9_13_4_14_11","8_13_6_14_11","2:0_3:1_1:2_3:2_2:3","","5","","spatial-span-recall","241","206320","1678815731750","0.0-8.0-1.11","","","3"
