"rt","recall","correct_answer","stimuli","spatial_demo_accuracy","set_size","token","trial_type","trial_index","time_elapsed","unix_timeStamp","internal_node_id","symm_demo_accuracy","symm_accuracy","spatial_accuracy"
"931","","","","","","","symmetry-judgement-task","124","205597","1679013092070","0.0-8.0-0.3-1.8","","1",""
"799","","","","","","","symmetry-judgement-task","127","207564","1679013094037","0.0-8.0-0.3-1.9","","1",""
"1634","7_3_14","7_3_14","1:3_0:3_3:2","","3","","spatial-span-recall","129","209205","1679013095678","0.0-8.0-1.3","","","3"
"4822","","","","","","","symmetry-judgement-task","132","215628","1679013102101","0.0-8.0-0.4-1.10","","1",""
"2190","","","","","","","symmetry-judgement-task","135","218996","1679013105469","0.0-8.0-0.4-1.11","","1",""
"883","","","","","","","symmetry-judgement-task","138","221042","1679013107515","0.0-8.0-0.4-1.12","","1",""
"1520","1_2_0","1_2_0","0:1_0:2_0:0","","3","","spatial-span-recall","140","222572","1679013109045","0.0-8.0-1.4","","","3"
"964","","","","","","","symmetry-judgement-task","143","260358","1679013146831","0.0-8.0-0.5-1.13","","1",""
"1178","","","","","","","symmetry-judgement-task","146","262715","1679013149188","0.0-8.0-0.5-1.14","","1",""
"777","","","","","","","symmetry-judgement-task","149","264647","1679013151120","0.0-8.0-0.5-1.15","","1",""
"956","","","","","","","symmetry-judgement-task","152","266782","1679013153255","0.0-8.0-0.5-1.16","","1",""
"1695","11_14_15_2","11_14_15_2","2:3_3:2_3:3_0:2","","4","","spatial-span-recall","154","268485","1679013154958","0.0-8.0-1.5","","","4"
"1691","","","","","","","symmetry-judgement-task","157","272054","1679013158527","0.0-8.0-0.6-1.17","","1",""
"1257","","","","","","","symmetry-judgement-task","160","274489","1679013160962","0.0-8.0-0.6-1.18","","1",""
"926","","","","","","","symmetry-judgement-task","163","276571","1679013163044","0.0-8.0-0.6-1.19","","1",""
"1950","","","","","","","symmetry-judgement-task","166","279571","1679013166044","0.0-8.0-0.6-1.20","","1",""
"1373","","","","","","","symmetry-judgement-task","169","282011","1679013168484","0.0-8.0-0.6-1.21","","1",""
"2228","11_7_5_10_13","11_7_5_13_10","2:3_1:3_1:1_3:1_2:2","","5","","spatial-span-recall","171","284253","1679013170726","0.0-8.0-1.6","","","3"
"1035","","","","","","","symmetry-judgement-task","174","288211","1679013174684","0.0-8.0-0.7-1.22","","1",""
"996","","","","","","","symmetry-judgement-task","177","290383","1679013176856","0.0-8.0-0.7-1.23","","1",""
"743","","","","","","","symmetry-judgement-task","180","292327","1679013178800","0.0-8.0-0.7-1.24","","1",""
"1722","","","","","","","symmetry-judgement-task","183","295240","1679013181713","0.0-8.0-0.7-1.25","","1",""
"1818","10_9_1_6","10_9_1_6","2:2_2:1_0:1_1:2","","4","","spatial-span-recall","185","297068","1679013183541","0.0-8.0-1.7","","","4"
"1067","","","","","","","symmetry-judgement-task","188","299924","1679013186397","0.0-8.0-0.8-1.26","","1",""
"1046","","","","","","","symmetry-judgement-task","191","302140","1679013188613","0.0-8.0-0.8-1.27","","1",""
"1502","11_8","11_8","2:3_2:0","","2","","spatial-span-recall","193","303651","1679013190124","0.0-8.0-1.8","","","2"
"1684","","","","","","","symmetry-judgement-task","196","307195","1679013193668","0.0-8.0-0.9-1.28","","1",""
"1364","","","","","","","symmetry-judgement-task","199","309740","1679013196213","0.0-8.0-0.9-1.29","","1",""
"950","","","","","","","symmetry-judgement-task","202","311874","1679013198347","0.0-8.0-0.9-1.30","","1",""
"987","","","","","","","symmetry-judgement-task","205","314047","1679013200520","0.0-8.0-0.9-1.31","","1",""
"1631","","","","","","","symmetry-judgement-task","208","316868","1679013203341","0.0-8.0-0.9-1.32","","0",""
"2328","12_3_5_9_11","12_3_5_9_7","3:0_0:3_1:1_2:1_1:3","","5","","spatial-span-recall","210","319205","1679013205678","0.0-8.0-1.9","","","4"
"1320","","","","","","","symmetry-judgement-task","213","323681","1679013210154","0.0-8.0-0.10-1.33","","1",""
"1103","","","","","","","symmetry-judgement-task","216","325960","1679013212433","0.0-8.0-0.10-1.34","","1",""
"957","","","","","","","symmetry-judgement-task","219","328088","1679013214561","0.0-8.0-0.10-1.35","","1",""
"1219","","","","","","","symmetry-judgement-task","222","330506","1679013216979","0.0-8.0-0.10-1.36","","1",""
"2230","12_11_0_13","12_11_0_13","3:0_2:3_0:0_3:1","","4","","spatial-span-recall","224","332746","1679013219219","0.0-8.0-1.10","","","4"
"1084","","","","","","","symmetry-judgement-task","227","335734","1679013222207","0.0-8.0-0.11-1.37","","1",""
"911","","","","","","","symmetry-judgement-task","230","337852","1679013224325","0.0-8.0-0.11-1.38","","1",""
"634","","","","","","","symmetry-judgement-task","233","339661","1679013226134","0.0-8.0-0.11-1.39","","1",""
"765","","","","","","","symmetry-judgement-task","236","341584","1679013228057","0.0-8.0-0.11-1.40","","1",""
"799","","","","","","","symmetry-judgement-task","239","343587","1679013230060","0.0-8.0-0.11-1.41","","1",""
"2477","12_5_15_0_6","12_5_15_0_6","3:0_1:1_3:3_0:0_1:2","","5","","spatial-span-recall","241","346073","1679013232546","0.0-8.0-1.11","","","5"
